Frame,Module,Start_Time,End_Time,Duration_s,CPU_Usage_%,Memory_Usage_MB,Memory_Delta_MB,CPU_Time_User_s,CPU_Time_System_s,Estimated_Energy_Wh
20,object_detection_yolo,10:19:12.674406,10:19:12.712610,0.038204,811.43,2968.30,0.00,0.290000,0.020000,0.00006434
20,vehicle_analysis_postprocessing,10:19:12.713092,10:19:12.713247,0.000156,0.00,2968.30,0.00,0.000000,0.000000,0.00000004
20,mqtt_communication,10:19:12.713535,10:19:12.713916,0.000381,2624.72,2968.30,0.00,0.010000,0.000000,0.00000187
21,lane_detection,10:19:12.741989,10:19:12.822349,0.080361,796.41,2971.18,0.00,0.600000,0.040000,0.00013321
21,car_overlay_reconstruction,10:19:12.822868,10:19:12.825882,0.003014,663.50,2971.18,0.00,0.020000,0.000000,0.00000428
21,object_detection_yolo,10:19:12.826228,10:19:12.864260,0.038033,815.09,2971.18,0.00,0.290000,0.020000,0.00006431
21,vehicle_analysis_postprocessing,10:19:12.864627,10:19:12.864743,0.000116,8612.53,2971.18,0.00,0.010000,0.000000,0.00000181
21,mqtt_communication,10:19:12.864940,10:19:12.865209,0.000269,0.00,2971.18,0.00,0.000000,0.000000,0.00000007
22,lane_detection,10:19:12.893905,10:19:12.971071,0.077165,790.51,2974.18,0.00,0.580000,0.030000,0.00012712
22,car_overlay_reconstruction,10:19:12.971509,10:19:12.974185,0.002676,1120.87,2974.18,0.00,0.020000,0.010000,0.00000598
22,object_detection_yolo,10:19:12.974473,10:19:13.011808,0.037336,776.74,2974.18,0.00,0.280000,0.010000,0.00006059
22,vehicle_analysis_postprocessing,10:19:13.012183,10:19:13.012301,0.000118,0.00,2974.18,0.00,0.000000,0.000000,0.00000003
22,mqtt_communication,10:19:13.012501,10:19:13.012762,0.000261,3837.42,2974.18,0.00,0.010000,0.000000,0.00000184
23,lane_detection,10:19:13.041690,10:19:13.123882,0.082192,802.99,2977.18,0.00,0.620000,0.040000,0.00013725
23,car_overlay_reconstruction,10:19:13.124304,10:19:13.126956,0.002652,754.17,2977.18,0.00,0.020000,0.000000,0.00000420
23,object_detection_yolo,10:19:13.127248,10:19:13.164431,0.037183,806.83,2977.18,0.00,0.280000,0.020000,0.00006234
23,vehicle_analysis_postprocessing,10:19:13.164792,10:19:13.164926,0.000134,0.00,2977.18,0.00,0.000000,0.000000,0.00000003
23,mqtt_communication,10:19:13.165166,10:19:13.165453,0.000287,0.00,2977.18,0.00,0.000000,0.000000,0.00000007
24,lane_detection,10:19:13.194013,10:19:13.277583,0.083571,789.75,2980.18,0.00,0.630000,0.030000,0.00013760
24,car_overlay_reconstruction,10:19:13.278174,10:19:13.281205,0.003030,660.00,2980.18,0.00,0.020000,0.000000,0.00000429
24,object_detection_yolo,10:19:13.281479,10:19:13.318743,0.037264,805.06,2980.18,0.00,0.290000,0.010000,0.00006237
24,vehicle_analysis_postprocessing,10:19:13.319135,10:19:13.319253,0.000118,0.00,2980.18,0.00,0.000000,0.000000,0.00000003
24,mqtt_communication,10:19:13.319452,10:19:13.319712,0.000260,0.00,2980.18,0.00,0.000000,0.000000,0.00000006
25,lane_detection,10:19:13.348627,10:19:13.428529,0.079902,800.98,2983.18,0.00,0.610000,0.030000,0.00013318
25,car_overlay_reconstruction,10:19:13.428943,10:19:13.431807,0.002864,698.35,2983.18,0.00,0.020000,0.000000,0.00000425
25,object_detection_yolo,10:19:13.432125,10:19:13.469732,0.037608,797.71,2983.18,0.00,0.290000,0.010000,0.00006246
25,vehicle_analysis_postprocessing,10:19:13.470104,10:19:13.470263,0.000160,0.00,2983.18,0.00,0.000000,0.000000,0.00000004
25,mqtt_communication,10:19:13.470499,10:19:13.470810,0.000311,0.00,2983.18,0.00,0.000000,0.000000,0.00000008
26,lane_detection,10:19:13.499595,10:19:13.581766,0.082171,791.03,2986.05,0.00,0.630000,0.020000,0.00013552
26,car_overlay_reconstruction,10:19:13.582229,10:19:13.585288,0.003059,653.88,2986.05,0.00,0.020000,0.000000,0.00000430
26,object_detection_yolo,10:19:13.585606,10:19:13.623584,0.037978,842.60,2986.05,0.00,0.290000,0.030000,0.00006612
26,vehicle_analysis_postprocessing,10:19:13.623951,10:19:13.624134,0.000183,0.00,2986.05,0.00,0.000000,0.000000,0.00000004
26,mqtt_communication,10:19:13.624388,10:19:13.624664,0.000276,0.00,2986.05,0.00,0.000000,0.000000,0.00000007
27,lane_detection,10:19:13.653601,10:19:13.742499,0.088898,798.66,2989.05,0.00,0.670000,0.040000,0.00014785
27,car_overlay_reconstruction,10:19:13.742939,10:19:13.745978,0.003039,987.13,2989.05,0.00,0.020000,0.010000,0.00000607
27,object_detection_yolo,10:19:13.746324,10:19:13.784409,0.038085,787.71,2989.05,0.00,0.280000,0.020000,0.00006260
27,vehicle_analysis_postprocessing,10:19:13.784946,10:19:13.785134,0.000188,0.00,2989.05,0.00,0.000000,0.000000,0.00000005
27,mqtt_communication,10:19:13.785453,10:19:13.785837,0.000384,0.00,2989.05,0.00,0.000000,0.000000,0.00000009
28,lane_detection,10:19:13.817502,10:19:13.897894,0.080392,808.54,2992.05,0.00,0.610000,0.040000,0.00013513
28,car_overlay_reconstruction,10:19:13.898263,10:19:13.900589,0.002327,859.58,2992.05,0.00,0.020000,0.000000,0.00000412
28,object_detection_yolo,10:19:13.900843,10:19:13.937770,0.036927,785.34,2992.05,0.00,0.280000,0.010000,0.00006055
28,vehicle_analysis_postprocessing,10:19:13.938148,10:19:13.938271,0.000123,0.00,2992.05,0.00,0.000000,0.000000,0.00000003
28,mqtt_communication,10:19:13.938501,10:19:13.938781,0.000281,0.00,2992.05,0.00,0.000000,0.000000,0.00000007
29,lane_detection,10:19:13.958376,10:19:14.037657,0.079281,794.64,2995.05,0.00,0.590000,0.040000,0.00013132
29,car_overlay_reconstruction,10:19:14.038019,10:19:14.041135,0.003116,641.92,2995.05,0.00,0.020000,0.000000,0.00000431
29,object_detection_yolo,10:19:14.041494,10:19:14.079568,0.038074,814.21,2995.05,0.00,0.290000,0.020000,0.00006439
29,vehicle_analysis_postprocessing,10:19:14.079939,10:19:14.080066,0.000127,0.00,2995.05,0.00,0.000000,0.000000,0.00000003
29,mqtt_communication,10:19:14.080271,10:19:14.080523,0.000252,3964.37,2995.05,0.00,0.010000,0.000000,0.00000184
30,lane_detection,10:19:14.102338,10:19:14.182840,0.080502,807.43,2997.93,0.00,0.600000,0.050000,0.00013520
30,car_overlay_reconstruction,10:19:14.183320,10:19:14.186374,0.003054,654.95,2997.93,0.00,0.020000,0.000000,0.00000430
30,object_detection_yolo,10:19:14.186701,10:19:14.224973,0.038272,809.99,2997.93,0.00,0.300000,0.010000,0.00006445
30,vehicle_analysis_postprocessing,10:19:14.225445,10:19:14.225605,0.000160,0.00,2997.93,0.00,0.000000,0.000000,0.00000004
30,mqtt_communication,10:19:14.225881,10:19:14.226233,0.000352,2841.67,2997.93,0.00,0.010000,0.000000,0.00000186
31,lane_detection,10:19:14.255521,10:19:14.334559,0.079038,797.09,3000.93,0.00,0.600000,0.030000,0.00013130
31,car_overlay_reconstruction,10:19:14.335090,10:19:14.338085,0.002995,667.78,3000.93,0.00,0.020000,0.000000,0.00000429
31,object_detection_yolo,10:19:14.338411,10:19:14.376466,0.038054,814.62,3000.93,0.00,0.280000,0.030000,0.00006440
31,vehicle_analysis_postprocessing,10:19:14.376926,10:19:14.377106,0.000181,5533.38,3000.93,0.00,0.010000,0.000000,0.00000182
31,mqtt_communication,10:19:14.377387,10:19:14.377738,0.000351,0.00,3000.93,0.00,0.000000,0.000000,0.00000009
32,lane_detection,10:19:14.408143,10:19:14.497110,0.088967,809.29,3003.93,0.00,0.670000,0.050000,0.00014975
32,car_overlay_reconstruction,10:19:14.497482,10:19:14.499659,0.002177,918.70,3003.93,0.00,0.020000,0.000000,0.00000409
32,object_detection_yolo,10:19:14.499911,10:19:14.536835,0.036924,812.48,3003.93,0.00,0.280000,0.020000,0.00006236
32,vehicle_analysis_postprocessing,10:19:14.537218,10:19:14.537336,0.000118,0.00,3003.93,0.00,0.000000,0.000000,0.00000003
32,mqtt_communication,10:19:14.537533,10:19:14.537827,0.000293,0.00,3003.93,0.00,0.000000,0.000000,0.00000007
33,lane_detection,10:19:14.573065,10:19:14.655814,0.082749,797.59,3006.80,0.00,0.630000,0.030000,0.00013758
33,car_overlay_reconstruction,10:19:14.656271,10:19:14.658882,0.002611,766.08,3006.80,0.00,0.020000,0.000000,0.00000419
33,object_detection_yolo,10:19:14.659214,10:19:14.696395,0.037181,806.86,3006.80,0.00,0.290000,0.010000,0.00006243
33,vehicle_analysis_postprocessing,10:19:14.696837,10:19:14.696991,0.000154,0.00,3006.80,0.00,0.000000,0.000000,0.00000004
33,mqtt_communication,10:19:14.697250,10:19:14.697577,0.000326,3063.77,3006.80,0.00,0.010000,0.000000,0.00000186
34,lane_detection,10:19:14.718229,10:19:14.806648,0.088420,802.99,3009.80,0.00,0.670000,0.040000,0.00014788
34,car_overlay_reconstruction,10:19:14.807009,10:19:14.809314,0.002306,867.31,3009.80,0.00,0.020000,0.000000,0.00000412
34,object_detection_yolo,10:19:14.809587,10:19:14.846545,0.036958,757.61,3009.80,0.00,0.260000,0.020000,0.00005883
34,vehicle_analysis_postprocessing,10:19:14.846931,10:19:14.847087,0.000156,0.00,3009.80,0.00,0.000000,0.000000,0.00000004
34,mqtt_communication,10:19:14.847320,10:19:14.847622,0.000302,0.00,3009.80,0.00,0.000000,0.000000,0.00000007
35,lane_detection,10:19:14.872713,10:19:14.942284,0.069571,603.70,3012.80,0.00,0.400000,0.020000,0.00009172
35,car_overlay_reconstruction,10:19:14.942806,10:19:14.945708,0.002902,689.17,3012.80,0.00,0.020000,0.000000,0.00000427
35,object_detection_yolo,10:19:14.948603,10:19:14.989664,0.041061,608.85,3013.68,0.88,0.240000,0.010000,0.00005451
35,vehicle_analysis_postprocessing,10:19:14.990086,10:19:14.990756,0.000671,1491.04,3013.93,0.25,0.010000,0.000000,0.00000194
35,mqtt_communication,10:19:14.990999,10:19:14.991337,0.000337,0.00,3013.93,0.00,0.000000,0.000000,0.00000008
36,lane_detection,10:19:15.027135,10:19:15.101025,0.073890,609.01,3016.93,0.00,0.420000,0.030000,0.00009814
36,car_overlay_reconstruction,10:19:15.101527,10:19:15.104088,0.002560,390.60,3016.93,0.00,0.010000,0.000000,0.00000241
36,object_detection_yolo,10:19:15.104369,10:19:15.144590,0.040221,596.70,3016.93,0.00,0.220000,0.020000,0.00005254
36,vehicle_analysis_postprocessing,10:19:15.145069,10:19:15.145838,0.000769,1300.96,3016.93,0.00,0.010000,0.000000,0.00000197
36,mqtt_communication,10:19:15.146186,10:19:15.146605,0.000419,0.00,3016.93,0.00,0.000000,0.000000,0.00000010
37,lane_detection,10:19:15.182121,10:19:15.250327,0.068206,601.12,3019.80,0.00,0.390000,0.020000,0.00008965
37,car_overlay_reconstruction,10:19:15.250738,10:19:15.253282,0.002544,1179.06,3019.80,0.00,0.020000,0.010000,0.00000596
37,object_detection_yolo,10:19:15.253554,10:19:15.292734,0.039180,587.03,3019.80,0.00,0.220000,0.010000,0.00005052
37,vehicle_analysis_postprocessing,10:19:15.293128,10:19:15.293625,0.000497,2012.62,3019.80,0.00,0.010000,0.000000,0.00000190
37,mqtt_communication,10:19:15.293875,10:19:15.294180,0.000305,0.00,3019.80,0.00,0.000000,0.000000,0.00000007
38,lane_detection,10:19:15.330655,10:19:15.396591,0.065936,621.81,3022.80,0.00,0.380000,0.030000,0.00008911
38,car_overlay_reconstruction,10:19:15.396995,10:19:15.399642,0.002647,377.76,3022.80,0.00,0.010000,0.000000,0.00000243
38,object_detection_yolo,10:19:15.399921,10:19:15.438581,0.038661,594.92,3022.80,0.00,0.220000,0.010000,0.00005040
38,vehicle_analysis_postprocessing,10:19:15.438962,10:19:15.439536,0.000574,0.00,3022.80,0.00,0.000000,0.000000,0.00000014
38,mqtt_communication,10:19:15.439811,10:19:15.440135,0.000324,0.00,3022.80,0.00,0.000000,0.000000,0.00000008
39,lane_detection,10:19:15.476774,10:19:15.563536,0.086762,610.86,3025.80,0.00,0.500000,0.030000,0.00011559
39,car_overlay_reconstruction,10:19:15.563995,10:19:15.567271,0.003276,610.44,3025.80,0.00,0.020000,0.000000,0.00000436
39,object_detection_yolo,10:19:15.567616,10:19:15.606463,0.038846,617.82,3025.80,0.00,0.230000,0.010000,0.00005223
39,vehicle_analysis_postprocessing,10:19:15.606819,10:19:15.607284,0.000464,0.00,3025.80,0.00,0.000000,0.000000,0.00000011
39,mqtt_communication,10:19:15.607509,10:19:15.607779,0.000270,0.00,3025.80,0.00,0.000000,0.000000,0.00000007
40,lane_detection,10:19:15.632818,10:19:15.697632,0.064814,601.73,3028.80,0.00,0.370000,0.020000,0.00008531
40,car_overlay_reconstruction,10:19:15.698082,10:19:15.700767,0.002684,745.06,3028.80,0.00,0.020000,0.000000,0.00000422
40,object_detection_yolo,10:19:15.701055,10:19:15.740169,0.039114,588.02,3028.80,0.00,0.220000,0.010000,0.00005053
40,vehicle_analysis_postprocessing,10:19:15.740605,10:19:15.741177,0.000572,0.00,3028.80,0.00,0.000000,0.000000,0.00000014
40,mqtt_communication,10:19:15.741418,10:19:15.741745,0.000328,0.00,3028.80,0.00,0.000000,0.000000,0.00000008
41,lane_detection,10:19:15.776389,10:19:15.848005,0.071615,586.47,3031.80,0.12,0.400000,0.020000,0.00009234
41,car_overlay_reconstruction,10:19:15.848451,10:19:15.851334,0.002882,346.92,3031.80,0.00,0.010000,0.000000,0.00000249
41,object_detection_yolo,10:19:15.851619,10:19:15.891262,0.039644,630.62,3031.80,0.00,0.230000,0.020000,0.00005423
41,vehicle_analysis_postprocessing,10:19:15.891747,10:19:15.892509,0.000763,0.00,3031.80,0.00,0.000000,0.000000,0.00000019
41,mqtt_communication,10:19:15.892839,10:19:15.893250,0.000411,2431.48,3031.80,0.00,0.010000,0.000000,0.00000188
42,lane_detection,10:19:15.920604,10:19:15.992932,0.072328,608.34,3034.80,0.00,0.420000,0.020000,0.00009609
42,car_overlay_reconstruction,10:19:15.993378,10:19:15.996197,0.002819,709.40,3034.80,0.00,0.020000,0.000000,0.00000425
42,object_detection_yolo,10:19:15.996500,10:19:16.035424,0.038924,616.58,3034.80,0.00,0.220000,0.020000,0.00005228
42,vehicle_analysis_postprocessing,10:19:16.035851,10:19:16.036424,0.000573,0.00,3034.80,0.00,0.000000,0.000000,0.00000014
42,mqtt_communication,10:19:16.036676,10:19:16.037032,0.000355,2813.08,3034.80,0.00,0.010000,0.000000,0.00000187
