Frame,Module,Start_Time,End_Time,Duration_s,Energy_kWh,Emissions_kg,CPU_Usage,Memory_Usage
55,object_detection_yolo,16:33:03.710173,16:33:03.747761,0.0376,0.000000,0.000000,0,0
55,vehicle_analysis_postprocessing,16:33:03.751700,16:33:03.752140,0.0004,0.000000,0.000000,0,0
55,mqtt_communication,16:33:03.755817,16:33:03.756093,0.0003,0.000000,0.000000,0,0
56,lane_detection,16:33:03.804840,16:33:03.896827,0.0920,0.000000,0.000000,0,0
56,car_overlay_reconstruction,16:33:03.903354,16:33:03.906278,0.0029,0.000000,0.000000,0,0
56,object_detection_yolo,16:33:03.912585,16:33:03.951524,0.0389,0.000000,0.000000,0,0
56,vehicle_analysis_postprocessing,16:33:03.957898,16:33:03.958553,0.0007,0.000000,0.000000,0,0
56,mqtt_communication,16:33:03.964476,16:33:03.964756,0.0003,0.000000,0.000000,0,0
57,lane_detection,16:33:03.990915,16:33:04.062922,0.0720,0.000000,0.000000,0,0
57,car_overlay_reconstruction,16:33:04.067327,16:33:04.070018,0.0027,0.000000,0.000000,0,0
57,object_detection_yolo,16:33:04.074082,16:33:04.110928,0.0368,0.000000,0.000000,0,0
57,vehicle_analysis_postprocessing,16:33:04.115323,16:33:04.115433,0.0001,0.000000,0.000000,0,0
57,mqtt_communication,16:33:04.119818,16:33:04.120136,0.0003,0.000000,0.000000,0,0
58,lane_detection,16:33:04.152330,16:33:04.218755,0.0664,0.000000,0.000000,0,0
58,car_overlay_reconstruction,16:33:04.222890,16:33:04.225286,0.0024,0.000000,0.000000,0,0
58,object_detection_yolo,16:33:04.229159,16:33:04.266643,0.0375,0.000000,0.000000,0,0
58,vehicle_analysis_postprocessing,16:33:04.270763,16:33:04.271255,0.0005,0.000000,0.000000,0,0
58,mqtt_communication,16:33:04.275084,16:33:04.275361,0.0003,0.000000,0.000000,0,0
59,lane_detection,16:33:04.306958,16:33:04.375437,0.0685,0.000000,0.000000,0,0
59,car_overlay_reconstruction,16:33:04.380393,16:33:04.383231,0.0028,0.000000,0.000000,0,0
59,object_detection_yolo,16:33:04.387267,16:33:04.424917,0.0376,0.000000,0.000000,0,0
59,vehicle_analysis_postprocessing,16:33:04.429365,16:33:04.429911,0.0005,0.000000,0.000000,0,0
59,mqtt_communication,16:33:04.434142,16:33:04.434500,0.0004,0.000000,0.000000,0,0
60,lane_detection,16:33:04.465714,16:33:04.545730,0.0800,0.000000,0.000000,0,0
60,car_overlay_reconstruction,16:33:04.549877,16:33:04.552462,0.0026,0.000000,0.000000,0,0
60,object_detection_yolo,16:33:04.556309,16:33:04.593963,0.0377,0.000000,0.000000,0,0
60,vehicle_analysis_postprocessing,16:33:04.598762,16:33:04.599302,0.0005,0.000000,0.000000,0,0
60,mqtt_communication,16:33:04.604030,16:33:04.604421,0.0004,0.000000,0.000000,0,0
61,lane_detection,16:33:04.641755,16:33:04.724451,0.0827,0.000000,0.000000,0,0
61,car_overlay_reconstruction,16:33:04.730793,16:33:04.733691,0.0029,0.000000,0.000000,0,0
61,object_detection_yolo,16:33:04.739646,16:33:04.778576,0.0389,0.000000,0.000000,0,0
61,vehicle_analysis_postprocessing,16:33:04.784923,16:33:04.785576,0.0007,0.000000,0.000000,0,0
61,mqtt_communication,16:33:04.791581,16:33:04.791953,0.0004,0.000000,0.000000,0,0
62,lane_detection,16:33:04.826899,16:33:04.919083,0.0922,0.000000,0.000000,0,0
62,car_overlay_reconstruction,16:33:04.925441,16:33:04.928225,0.0028,0.000000,0.000000,0,0
62,object_detection_yolo,16:33:04.934175,16:33:04.972921,0.0387,0.000000,0.000000,0,0
62,vehicle_analysis_postprocessing,16:33:04.979698,16:33:04.980275,0.0006,0.000000,0.000000,0,0
62,mqtt_communication,16:33:04.984220,16:33:04.984618,0.0004,0.000000,0.000000,0,0
63,lane_detection,16:33:05.017676,16:33:05.099368,0.0817,0.000000,0.000000,0,0
63,car_overlay_reconstruction,16:33:05.106451,16:33:05.109487,0.0030,0.000000,0.000000,0,0
63,object_detection_yolo,16:33:05.116427,16:33:05.153832,0.0374,0.000000,0.000000,0,0
63,vehicle_analysis_postprocessing,16:33:05.157950,16:33:05.158030,0.0001,0.000000,0.000000,0,0
63,mqtt_communication,16:33:05.162381,16:33:05.162640,0.0003,0.000000,0.000000,0,0
64,lane_detection,16:33:05.197471,16:33:05.265904,0.0684,0.000000,0.000000,0,0
64,car_overlay_reconstruction,16:33:05.270203,16:33:05.272656,0.0025,0.000000,0.000000,0,0
64,object_detection_yolo,16:33:05.276719,16:33:05.313072,0.0364,0.000000,0.000000,0,0
64,vehicle_analysis_postprocessing,16:33:05.317405,16:33:05.317503,0.0001,0.000000,0.000000,0,0
64,mqtt_communication,16:33:05.321616,16:33:05.321865,0.0002,0.000000,0.000000,0,0
65,lane_detection,16:33:05.343729,16:33:05.413289,0.0696,0.000000,0.000000,0,0
65,car_overlay_reconstruction,16:33:05.417351,16:33:05.419530,0.0022,0.000000,0.000000,0,0
65,object_detection_yolo,16:33:05.423097,16:33:05.458956,0.0359,0.000000,0.000000,0,0
65,vehicle_analysis_postprocessing,16:33:05.462925,16:33:05.463026,0.0001,0.000000,0.000000,0,0
65,mqtt_communication,16:33:05.467695,16:33:05.467910,0.0002,0.000000,0.000000,0,0
66,lane_detection,16:33:05.505125,16:33:05.566762,0.0616,0.000000,0.000000,0,0
66,car_overlay_reconstruction,16:33:05.570825,16:33:05.572977,0.0022,0.000000,0.000000,0,0
66,object_detection_yolo,16:33:05.576544,16:33:05.612286,0.0357,0.000000,0.000000,0,0
66,vehicle_analysis_postprocessing,16:33:05.616123,16:33:05.616196,0.0001,0.000000,0.000000,0,0
66,mqtt_communication,16:33:05.619775,16:33:05.620003,0.0002,0.000000,0.000000,0,0
67,lane_detection,16:33:05.649868,16:33:05.727290,0.0774,0.000000,0.000000,0,0
67,car_overlay_reconstruction,16:33:05.731766,16:33:05.734504,0.0027,0.000000,0.000000,0,0
67,object_detection_yolo,16:33:05.738600,16:33:05.774925,0.0363,0.000000,0.000000,0,0
67,vehicle_analysis_postprocessing,16:33:05.778991,16:33:05.779072,0.0001,0.000000,0.000000,0,0
67,mqtt_communication,16:33:05.782504,16:33:05.782758,0.0003,0.000000,0.000000,0,0
68,lane_detection,16:33:05.808334,16:33:05.893489,0.0852,0.000000,0.000000,0,0
68,car_overlay_reconstruction,16:33:05.897509,16:33:05.899773,0.0023,0.000000,0.000000,0,0
68,object_detection_yolo,16:33:05.903587,16:33:05.939514,0.0359,0.000000,0.000000,0,0
68,vehicle_analysis_postprocessing,16:33:05.943530,16:33:05.943604,0.0001,0.000000,0.000000,0,0
68,mqtt_communication,16:33:05.947374,16:33:05.947642,0.0003,0.000000,0.000000,0,0
69,lane_detection,16:33:05.978237,16:33:06.058262,0.0800,0.000000,0.000000,0,0
69,car_overlay_reconstruction,16:33:06.062984,16:33:06.065565,0.0026,0.000000,0.000000,0,0
69,object_detection_yolo,16:33:06.069804,16:33:06.105998,0.0362,0.000000,0.000000,0,0
69,vehicle_analysis_postprocessing,16:33:06.110022,16:33:06.110117,0.0001,0.000000,0.000000,0,0
69,mqtt_communication,16:33:06.113821,16:33:06.114082,0.0003,0.000000,0.000000,0,0
70,lane_detection,16:33:06.145229,16:33:06.229135,0.0839,0.000000,0.000000,0,0
70,car_overlay_reconstruction,16:33:06.233994,16:33:06.236658,0.0027,0.000000,0.000000,0,0
70,object_detection_yolo,16:33:06.241313,16:33:06.277650,0.0363,0.000000,0.000000,0,0
70,vehicle_analysis_postprocessing,16:33:06.282112,16:33:06.282197,0.0001,0.000000,0.000000,0,0
70,mqtt_communication,16:33:06.286296,16:33:06.286557,0.0003,0.000000,0.000000,0,0
71,lane_detection,16:33:06.317813,16:33:06.400023,0.0822,0.000000,0.000000,0,0
71,car_overlay_reconstruction,16:33:06.404826,16:33:06.407338,0.0025,0.000000,0.000000,0,0
71,object_detection_yolo,16:33:06.412168,16:33:06.448884,0.0367,0.000000,0.000000,0,0
71,vehicle_analysis_postprocessing,16:33:06.455864,16:33:06.455982,0.0001,0.000000,0.000000,0,0
71,mqtt_communication,16:33:06.462666,16:33:06.462983,0.0003,0.000000,0.000000,0,0
72,lane_detection,16:33:06.493751,16:33:06.594279,0.1005,0.000000,0.000000,0,0
72,car_overlay_reconstruction,16:33:06.598624,16:33:06.601255,0.0026,0.000000,0.000000,0,0
72,object_detection_yolo,16:33:06.607185,16:33:06.645096,0.0379,0.000000,0.000000,0,0
72,vehicle_analysis_postprocessing,16:33:06.649703,16:33:06.650211,0.0005,0.000000,0.000000,0,0
72,mqtt_communication,16:33:06.654332,16:33:06.654642,0.0003,0.000000,0.000000,0,0
