Frame,Module,Start_Time,End_Time,Duration_s,CPU_Usage_%,Memory_Usage_MB,Memory_Delta_MB,CPU_Time_User_s,CPU_Time_System_s,GPU_0_Utilization_%,GPU_0_Memory_MB,GPU_0_Memory_Delta_MB,GPU_0_Power_W,GPU_0_Power_Delta_W,GPU_1_Utilization_%,GPU_1_Memory_MB,GPU_1_Memory_Delta_MB,GPU_1_Power_W,GPU_1_Power_Delta_W,Total_GPU_Energy_Wh,Estimated_Total_Energy_Wh
0,lane_detection,10:24:46.170681,10:24:46.275877,0.105196,218.64,2847.43,26.88,0.200000,0.030000,0.00,1078.00,0.00,26.92,0.10,8.00,3027.44,-32.00,30.91,0.66,0.00168990,0.00175517
0,car_overlay_reconstruction,10:24:46.280462,10:24:46.290679,0.010217,783.01,2847.68,0.25,0.080000,0.000000,0.00,1078.00,0.00,26.92,-0.10,9.00,3027.44,0.00,31.82,1.16,0.00016672,0.00018331
0,object_detection_yolo,10:24:46.298735,10:24:46.399751,0.101017,801.85,2849.18,1.50,0.750000,0.060000,0.00,1094.00,16.00,31.99,10.23,9.00,3065.44,38.00,31.97,-0.87,0.00179459,0.00196201
0,vehicle_analysis_postprocessing,10:24:46.404488,10:24:46.405707,0.001219,820.16,2849.18,0.00,0.010000,0.000000,0.00,1094.00,0.00,37.10,0.00,9.00,3065.44,0.00,31.53,0.00,0.00002325,0.00002531
0,mqtt_communication,10:24:46.407149,10:24:46.408637,0.001488,672.06,2849.18,0.00,0.010000,0.000000,0.00,1094.00,0.00,37.10,0.00,9.00,3065.44,0.00,31.53,0.00,0.00002837,0.00003049
1,lane_detection,10:24:46.525690,10:24:46.620422,0.094732,253.35,2886.54,12.12,0.220000,0.020000,20.00,1094.00,0.00,26.87,0.00,13.50,3079.06,13.62,31.54,-1.34,0.00153708,0.00160200
1,car_overlay_reconstruction,10:24:46.624819,10:24:46.628802,0.003983,753.20,2886.54,0.00,0.020000,0.010000,20.00,1094.00,0.00,26.87,0.00,13.00,3079.06,0.00,30.87,0.00,0.00006388,0.00007015
1,object_detection_yolo,10:24:46.630348,10:24:46.672871,0.042523,776.05,2886.54,0.00,0.310000,0.020000,0.00,1094.00,0.00,40.84,27.74,13.00,3071.00,-0.06,32.07,2.40,0.00086114,0.00092980
1,vehicle_analysis_postprocessing,10:24:46.679710,10:24:46.680887,0.001177,849.91,2886.54,0.00,0.010000,0.000000,0.00,1094.00,0.00,54.71,0.00,13.00,3071.00,0.00,33.27,0.00,0.00002875,0.00003081
1,mqtt_communication,10:24:46.682017,10:24:46.683345,0.001328,753.02,2886.54,0.00,0.010000,0.000000,0.00,1094.00,0.00,54.71,0.00,13.00,3071.00,0.00,33.27,0.00,0.00003245,0.00003454
2,lane_detection,10:24:46.721900,10:24:46.817891,0.095990,718.82,2900.17,0.50,0.640000,0.050000,10.00,1094.00,0.00,27.21,-0.48,15.00,3069.12,-1.88,31.45,-1.16,0.00156409,0.00170942
2,car_overlay_reconstruction,10:24:46.822266,10:24:46.825771,0.003505,855.92,2900.17,0.00,0.030000,0.000000,20.00,1094.00,0.00,26.97,0.00,17.00,3069.12,0.00,30.87,0.00,0.00005631,0.00006247
2,object_detection_yolo,10:24:46.826992,10:24:46.865338,0.038347,808.42,2900.17,0.00,0.290000,0.020000,20.00,1094.00,0.00,40.51,27.08,17.00,3069.12,0.00,31.29,0.85,0.00076484,0.00082900
2,vehicle_analysis_postprocessing,10:24:46.869807,10:24:46.875360,0.005553,900.49,2900.17,0.00,0.040000,0.010000,20.00,1094.00,0.00,42.11,0.00,17.00,3069.12,0.00,31.39,-0.66,0.00011336,0.00012356
2,mqtt_communication,10:24:46.880047,10:24:46.881405,0.001358,736.36,2900.17,0.00,0.010000,0.000000,20.00,1094.00,0.00,42.11,0.00,17.00,3069.12,0.00,31.06,0.00,0.00002760,0.00002970
3,lane_detection,10:24:46.915896,10:24:47.016185,0.100289,757.81,2906.29,0.00,0.720000,0.040000,19.50,1094.00,0.00,27.16,-0.58,13.00,3069.12,0.00,31.78,-2.79,0.00164199,0.00180082
3,car_overlay_reconstruction,10:24:47.020847,10:24:47.024741,0.003894,513.60,2906.29,0.00,0.020000,0.000000,19.00,1094.00,0.00,26.87,0.00,13.00,3069.12,0.00,30.38,0.00,0.00006193,0.00006641
3,object_detection_yolo,10:24:47.026337,10:24:47.065363,0.039026,794.33,2906.29,0.00,0.280000,0.030000,19.00,1094.00,0.00,40.64,27.54,13.00,3069.12,0.00,31.49,2.21,0.00078194,0.00084629
3,vehicle_analysis_postprocessing,10:24:47.069934,10:24:47.071228,0.001294,773.00,2906.29,0.00,0.010000,0.000000,19.00,1094.00,0.00,47.92,-12.99,13.00,3069.12,0.00,32.84,0.51,0.00002902,0.00003111
3,mqtt_communication,10:24:47.080512,10:24:47.082160,0.001648,1213.45,2906.29,0.00,0.020000,0.000000,19.00,1094.00,0.00,41.43,0.00,13.00,3069.12,0.00,33.09,0.00,0.00003412,0.00003806
4,lane_detection,10:24:47.112566,10:24:47.205685,0.093118,805.43,2909.79,0.00,0.700000,0.050000,19.00,1094.00,0.00,27.21,-0.48,9.00,3075.12,0.00,31.88,-2.03,0.00152856,0.00168395
4,car_overlay_reconstruction,10:24:47.210387,10:24:47.214529,0.004142,965.76,2909.79,0.00,0.030000,0.010000,19.00,1094.00,0.00,26.92,-0.10,9.00,3075.12,0.00,30.62,-0.48,0.00006621,0.00007430
4,object_detection_yolo,10:24:47.220876,10:24:47.259899,0.039023,820.03,2909.79,0.00,0.300000,0.020000,19.00,1094.00,0.00,40.21,26.67,11.50,3069.12,0.00,31.29,1.82,0.00077507,0.00084120
4,vehicle_analysis_postprocessing,10:24:47.264476,10:24:47.265673,0.001197,835.35,2909.79,0.00,0.010000,0.000000,19.00,1094.00,0.00,53.55,0.00,14.00,3069.12,0.00,32.20,0.00,0.00002851,0.00003058
4,mqtt_communication,10:24:47.267099,10:24:47.268492,0.001392,718.33,2909.79,0.00,0.000000,0.010000,19.00,1094.00,0.00,53.55,0.00,14.00,3069.12,0.00,32.20,0.00,0.00003316,0.00003527
5,lane_detection,10:24:47.298405,10:24:47.394647,0.096242,810.46,2912.17,0.00,0.720000,0.060000,19.50,1094.00,0.00,27.55,-1.16,14.00,3069.12,0.00,32.31,-3.47,0.00160034,0.00176181
5,car_overlay_reconstruction,10:24:47.401697,10:24:47.406178,0.004480,892.79,2912.17,0.00,0.040000,0.000000,20.00,1094.00,0.00,26.97,0.00,14.00,3069.12,0.00,30.58,0.00,0.00007162,0.00007979
5,object_detection_yolo,10:24:47.407827,10:24:47.446185,0.038358,808.17,2912.17,0.00,0.290000,0.020000,20.00,1094.00,0.00,40.36,26.77,13.50,3069.12,0.00,31.29,1.43,0.00076343,0.00082763
5,vehicle_analysis_postprocessing,10:24:47.450828,10:24:47.452024,0.001196,836.35,2912.17,0.00,0.010000,0.000000,20.00,1094.00,0.00,47.68,-12.12,13.00,3069.12,0.00,32.01,0.00,0.00002647,0.00002853
5,mqtt_communication,10:24:47.456815,10:24:47.461363,0.004547,659.72,2912.17,0.00,0.030000,0.000000,20.00,1094.00,0.00,41.62,0.00,13.00,3069.12,0.00,32.21,0.00,0.00009326,0.00009967
6,lane_detection,10:24:47.491937,10:24:47.582994,0.091058,812.67,2915.54,0.00,0.680000,0.060000,20.00,1094.00,0.00,27.26,-0.77,13.00,3075.12,0.00,31.21,-1.65,0.00147881,0.00163197
6,car_overlay_reconstruction,10:24:47.587858,10:24:47.592436,0.004578,873.72,2915.54,0.00,0.030000,0.010000,20.00,1094.00,0.00,26.92,0.10,13.00,3075.12,0.00,30.38,0.00,0.00007288,0.00008107
6,object_detection_yolo,10:24:47.597350,10:24:47.639582,0.042232,805.07,2915.54,0.00,0.310000,0.030000,18.50,1094.00,0.00,40.69,27.44,13.00,3069.12,-6.00,31.58,2.40,0.00084788,0.00091834
6,vehicle_analysis_postprocessing,10:24:47.644359,10:24:47.645656,0.001298,1541.17,2915.54,0.00,0.010000,0.010000,17.00,1094.00,0.00,54.42,0.00,13.00,3069.12,0.00,32.78,0.00,0.00003143,0.00003530
6,mqtt_communication,10:24:47.647157,10:24:47.648626,0.001469,680.89,2915.54,0.00,0.010000,0.000000,17.00,1094.00,0.00,54.42,0.00,13.00,3069.12,0.00,32.78,0.00,0.00003557,0.00003770
7,lane_detection,10:24:47.679769,10:24:47.769082,0.089313,794.96,2918.92,0.00,0.670000,0.040000,17.00,1094.00,0.00,27.50,-1.06,13.50,3067.94,-1.19,31.59,-0.86,0.00146592,0.00161336
7,car_overlay_reconstruction,10:24:47.773534,10:24:47.780112,0.006578,760.09,2918.92,0.00,0.040000,0.010000,17.00,1094.00,0.00,26.97,0.00,14.00,3067.88,-0.06,30.82,-0.68,0.00010560,0.00011605
7,object_detection_yolo,10:24:47.783174,10:24:47.821803,0.038629,828.39,2918.92,0.00,0.290000,0.030000,14.00,1094.00,0.00,40.89,27.83,14.00,3067.62,0.00,31.29,1.62,0.00077450,0.00084057
7,vehicle_analysis_postprocessing,10:24:47.826350,10:24:47.827526,0.001176,850.43,2918.92,0.00,0.010000,0.000000,11.00,1094.00,0.00,54.80,0.00,14.00,3067.62,0.00,32.10,0.00,0.00002839,0.00003044
7,mqtt_communication,10:24:47.828854,10:24:47.830210,0.001357,737.14,2918.92,0.00,0.010000,0.000000,11.00,1094.00,0.00,54.80,0.00,14.00,3067.62,0.00,32.10,0.00,0.00003275,0.00003485
8,lane_detection,10:24:47.860894,10:24:47.936520,0.075625,806.61,2922.29,0.00,0.570000,0.040000,11.00,1094.00,0.00,27.60,-1.26,13.00,3067.62,0.00,31.93,-2.13,0.00125058,0.00137701
8,car_overlay_reconstruction,10:24:47.942423,10:24:47.945728,0.003305,605.15,2922.29,0.00,0.020000,0.000000,11.00,1094.00,0.00,26.97,0.00,12.00,3067.62,0.00,30.87,0.00,0.00005310,0.00005744
8,object_detection_yolo,10:24:47.947033,10:24:47.984693,0.037661,796.59,2922.29,0.00,0.280000,0.020000,16.50,1094.00,0.00,40.79,27.64,12.00,3067.94,0.31,32.07,2.40,0.00076217,0.00082446
8,vehicle_analysis_postprocessing,10:24:47.989075,10:24:47.990134,0.001058,944.88,2922.29,0.00,0.010000,0.000000,22.00,1094.00,0.00,54.61,0.00,12.00,3067.94,0.00,33.27,0.00,0.00002583,0.00002786
8,mqtt_communication,10:24:47.991279,10:24:47.992552,0.001274,785.16,2922.29,0.00,0.010000,0.000000,22.00,1094.00,0.00,46.81,-15.59,12.00,3067.94,0.00,32.84,-0.85,0.00002818,0.00003026
9,lane_detection,10:24:48.031213,10:24:48.130609,0.099396,814.92,2925.79,0.00,0.750000,0.060000,22.00,1094.00,0.00,27.31,-0.67,12.00,3067.94,0.00,32.61,-2.51,0.00165424,0.00182190
9,car_overlay_reconstruction,10:24:48.135425,10:24:48.144883,0.009458,845.84,2925.79,0.00,0.070000,0.010000,15.50,1094.00,0.00,26.97,0.00,12.00,3067.94,0.00,30.87,0.00,0.00015195,0.00016843
9,object_detection_yolo,10:24:48.146487,10:24:48.183646,0.037159,807.34,2925.79,0.00,0.280000,0.020000,9.00,1094.00,0.00,40.46,26.97,12.00,3067.94,0.00,32.07,2.40,0.00074858,0.00081076
9,vehicle_analysis_postprocessing,10:24:48.187984,10:24:48.188992,0.001008,0.00,2925.79,0.00,0.000000,0.000000,9.00,1094.00,0.00,53.94,0.00,12.00,3067.94,0.00,33.27,0.00,0.00002442,0.00002466
9,mqtt_communication,10:24:48.190076,10:24:48.191230,0.001154,866.77,2925.79,0.00,0.010000,0.000000,9.00,1094.00,0.00,53.94,0.00,12.00,3067.94,0.00,33.27,0.00,0.00002795,0.00003000
10,lane_detection,10:24:48.220391,10:24:48.315443,0.095052,799.56,2929.29,0.00,0.710000,0.050000,14.50,1094.00,0.00,27.74,-1.36,13.00,3067.94,0.00,31.35,-1.55,0.00156030,0.00171807
10,car_overlay_reconstruction,10:24:48.320380,10:24:48.326969,0.006589,758.85,2929.29,0.00,0.040000,0.010000,20.00,1094.00,0.00,27.07,0.00,14.00,3067.94,0.00,30.29,0.00,0.00010497,0.00011543
10,object_detection_yolo,10:24:48.328489,10:24:48.367171,0.038683,801.39,2929.29,0.00,0.300000,0.010000,20.00,1094.00,0.00,40.84,27.54,14.00,3067.94,0.00,31.68,2.79,0.00077920,0.00084353
10,vehicle_analysis_postprocessing,10:24:48.371632,10:24:48.372753,0.001121,0.00,2929.29,0.00,0.000000,0.000000,20.00,1094.00,0.00,54.61,0.00,14.00,3067.94,0.00,33.07,0.00,0.00002729,0.00002756
10,mqtt_communication,10:24:48.374084,10:24:48.378973,0.004889,1022.80,2929.29,0.00,0.040000,0.010000,20.00,1094.00,0.00,40.67,0.00,14.00,3067.94,0.00,32.69,-0.77,0.00009961,0.00010967
11,lane_detection,10:24:48.410986,10:24:48.497445,0.086458,809.64,2932.79,0.00,0.650000,0.050000,20.00,1094.00,0.00,27.36,-0.77,14.00,3073.94,0.00,31.64,-2.52,0.00141692,0.00156200
11,car_overlay_reconstruction,10:24:48.503985,10:24:48.507915,0.003929,1017.97,2932.79,0.00,0.030000,0.010000,20.00,1094.00,0.00,26.97,0.00,14.00,3073.94,0.00,30.38,0.00,0.00006260,0.00007065
11,object_detection_yolo,10:24:48.509305,10:24:48.547632,0.038327,808.83,2932.79,0.00,0.290000,0.020000,20.00,1094.00,0.00,40.74,27.54,14.00,3067.94,-6.00,31.29,1.82,0.00076690,0.00083116
11,vehicle_analysis_postprocessing,10:24:48.552216,10:24:48.553393,0.001178,849.22,2932.79,0.00,0.010000,0.000000,20.00,1094.00,0.00,47.83,-13.37,14.00,3067.94,0.00,31.87,-0.66,0.00002607,0.00002813
11,mqtt_communication,10:24:48.564160,10:24:48.565627,0.001467,681.67,2932.79,0.00,0.010000,0.000000,20.00,1094.00,0.00,41.14,0.00,14.00,3067.94,0.00,31.55,0.00,0.00002962,0.00003175
12,lane_detection,10:24:48.596310,10:24:48.674577,0.078268,804.93,2936.54,0.25,0.590000,0.040000,19.50,1094.00,0.00,27.31,-0.49,11.00,3067.88,-0.06,32.50,-2.89,0.00130039,0.00143109
12,car_overlay_reconstruction,10:24:48.680697,10:24:48.687275,0.006578,760.11,2936.54,0.00,0.050000,0.000000,19.00,1094.00,0.00,27.07,0.00,11.00,3067.88,0.00,30.77,0.00,0.00010568,0.00011614
12,object_detection_yolo,10:24:48.688958,10:24:48.727588,0.038631,802.47,2936.54,0.00,0.290000,0.020000,19.00,1094.00,0.00,40.27,26.41,11.00,3067.88,0.00,31.78,2.01,0.00077309,0.00083743
12,vehicle_analysis_postprocessing,10:24:48.734377,10:24:48.744100,0.009722,822.84,2936.54,0.00,0.060000,0.020000,19.00,1094.00,0.00,40.07,0.00,11.00,3067.88,0.00,32.20,0.00,0.00019519,0.00021174
12,mqtt_communication,10:24:48.747312,10:24:48.749224,0.001912,1045.96,2936.54,0.00,0.020000,0.000000,19.00,1094.00,0.00,40.07,0.00,11.00,3067.88,0.00,32.20,0.00,0.00003839,0.00004240
13,lane_detection,10:24:48.774331,10:24:48.858742,0.084412,805.58,2940.54,0.50,0.630000,0.050000,19.50,1094.00,0.00,27.31,-0.49,12.00,3073.88,0.00,31.97,-2.21,0.00138998,0.00153107
13,car_overlay_reconstruction,10:24:48.864325,10:24:48.867414,0.003088,1295.14,2940.54,0.00,0.030000,0.010000,20.00,1094.00,0.00,27.07,0.00,12.00,3073.88,0.00,30.87,0.00,0.00004970,0.00005755
13,object_detection_yolo,10:24:48.868553,10:24:48.906450,0.037897,818.01,2940.54,0.00,0.290000,0.020000,20.00,1094.00,0.00,40.85,27.57,12.00,3067.88,-6.00,31.10,0.46,0.00075738,0.00082156
13,vehicle_analysis_postprocessing,10:24:48.910761,10:24:48.911871,0.001110,1802.06,2940.54,0.00,0.010000,0.010000,20.00,1094.00,0.00,54.63,0.00,12.00,3067.88,0.00,31.33,0.00,0.00002650,0.00003032
13,mqtt_communication,10:24:48.912970,10:24:48.914116,0.001146,872.54,2940.54,0.00,0.010000,0.000000,20.00,1094.00,0.00,46.64,-15.98,12.00,3067.88,0.00,31.33,0.00,0.00002482,0.00002687
14,lane_detection,10:24:48.947881,10:24:49.064974,0.117094,743.00,2944.04,0.00,0.820000,0.050000,20.00,1094.00,0.00,27.45,-0.96,14.00,3067.88,0.00,32.02,-3.47,0.00193442,0.00211714
14,car_overlay_reconstruction,10:24:49.069689,10:24:49.073393,0.003704,809.97,2944.04,0.00,0.030000,0.000000,20.00,1094.00,0.00,26.97,0.00,14.00,3067.88,0.00,30.29,0.00,0.00005891,0.00006513
14,object_detection_yolo,10:24:49.075350,10:24:49.117822,0.042472,753.43,2944.04,0.00,0.280000,0.040000,20.00,1094.00,0.00,40.11,26.48,11.00,3073.88,6.00,31.68,2.79,0.00084701,0.00091408
14,vehicle_analysis_postprocessing,10:24:49.125245,10:24:49.126569,0.001324,755.19,2944.04,0.00,0.010000,0.000000,20.00,1094.00,0.00,53.35,0.00,8.00,3073.88,0.00,33.07,0.00,0.00003179,0.00003389
14,mqtt_communication,10:24:49.128003,10:24:49.129368,0.001365,732.76,2944.04,0.00,0.010000,0.000000,20.00,1094.00,0.00,53.35,0.00,8.00,3073.88,0.00,33.07,0.00,0.00003276,0.00003487
15,lane_detection,10:24:49.161541,10:24:49.240330,0.078789,812.30,2947.54,0.00,0.600000,0.040000,20.00,1094.00,0.00,27.40,-0.68,8.00,3073.88,0.00,32.17,-2.40,0.00130372,0.00143639
15,car_overlay_reconstruction,10:24:49.245574,10:24:49.249295,0.003721,1074.98,2947.54,0.00,0.030000,0.010000,20.00,1094.00,0.00,27.07,0.00,8.00,3073.88,0.00,30.96,0.00,0.00005998,0.00006798
15,object_detection_yolo,10:24:49.250487,10:24:49.287743,0.037256,805.24,2947.54,0.00,0.280000,0.020000,20.00,1094.00,0.00,40.64,27.16,12.00,3067.88,-6.00,31.20,0.46,0.00074345,0.00080572
15,vehicle_analysis_postprocessing,10:24:49.292092,10:24:49.293139,0.001047,1910.84,2947.54,0.00,0.010000,0.010000,20.00,1094.00,0.00,54.22,0.00,16.00,3067.88,0.00,31.43,0.00,0.00002490,0.00002871
15,mqtt_communication,10:24:49.294274,10:24:49.295543,0.001269,788.25,2947.54,0.00,0.010000,0.000000,20.00,1094.00,0.00,46.72,-15.01,16.00,3067.88,0.00,31.43,0.00,0.00002754,0.00002962
16,lane_detection,10:24:49.326989,10:24:49.406844,0.079855,813.98,2950.92,0.00,0.600000,0.050000,20.00,1094.00,0.00,27.60,-1.26,16.00,3067.88,0.00,31.68,-1.24,0.00131501,0.00144974
16,car_overlay_reconstruction,10:24:49.411260,10:24:49.415455,0.004195,953.58,2950.92,0.00,0.030000,0.010000,20.00,1094.00,0.00,27.02,0.09,16.00,3067.88,0.00,31.06,0.00,0.00006767,0.00007579
16,object_detection_yolo,10:24:49.421128,10:24:49.461928,0.040800,784.31,2950.92,0.00,0.300000,0.020000,20.00,1094.00,0.00,41.03,27.93,13.50,3067.88,0.00,32.21,0.17,0.00083008,0.00089676
16,vehicle_analysis_postprocessing,10:24:49.466216,10:24:49.467256,0.001040,961.78,2950.92,0.00,0.010000,0.000000,20.00,1094.00,0.00,54.99,0.00,11.00,3067.88,0.00,32.30,0.00,0.00002521,0.00002724
16,mqtt_communication,10:24:49.468340,10:24:49.469503,0.001163,860.02,2950.92,0.00,0.010000,0.000000,20.00,1094.00,0.00,54.99,0.00,11.00,3067.88,0.00,32.30,0.00,0.00002819,0.00003025
17,lane_detection,10:24:49.498941,10:24:49.574697,0.075756,805.22,2953.92,0.00,0.570000,0.040000,20.00,1094.00,0.00,27.74,-1.35,11.00,3079.50,11.62,32.41,-2.31,0.00126573,0.00139238
17,car_overlay_reconstruction,10:24:49.579516,10:24:49.588870,0.009353,855.30,2953.92,0.00,0.070000,0.010000,20.00,1094.00,0.00,27.07,0.00,11.00,3079.50,0.00,30.77,0.00,0.00015026,0.00016674
17,object_detection_yolo,10:24:49.590457,10:24:49.628938,0.038481,779.61,2953.92,0.00,0.290000,0.010000,20.00,1094.00,0.00,40.93,27.74,11.50,3079.50,0.00,31.34,1.14,0.00077255,0.00083513
17,vehicle_analysis_postprocessing,10:24:49.633573,10:24:49.634826,0.001253,797.85,2953.92,0.00,0.010000,0.000000,20.00,1094.00,0.00,54.80,0.00,12.00,3079.50,0.00,31.91,0.00,0.00003019,0.00003227
17,mqtt_communication,10:24:49.636255,10:24:49.641362,0.005107,783.25,2953.92,0.00,0.030000,0.010000,19.50,1094.00,0.00,39.79,0.00,12.00,3079.50,0.00,32.16,0.49,0.00010207,0.00011041
18,lane_detection,10:24:49.671376,10:24:49.754762,0.083386,803.49,2956.79,0.00,0.630000,0.040000,19.00,1094.00,0.00,27.55,-0.96,12.00,3079.50,0.00,31.97,-2.79,0.00137864,0.00151782
18,car_overlay_reconstruction,10:24:49.759200,10:24:49.768637,0.009437,741.79,2956.79,0.00,0.060000,0.010000,19.00,1094.00,0.00,27.07,0.00,13.00,3079.50,0.00,31.74,0.00,0.00015414,0.00016885
18,object_detection_yolo,10:24:49.770053,10:24:49.807457,0.037404,802.05,2956.79,0.00,0.280000,0.020000,19.00,1094.00,0.00,40.50,26.87,13.00,3079.50,0.00,32.26,1.04,0.00075597,0.00081831
18,vehicle_analysis_postprocessing,10:24:49.812253,10:24:49.813448,0.001196,836.19,2956.79,0.00,0.010000,0.000000,20.00,1094.00,0.00,53.93,0.00,13.00,3079.50,0.00,32.78,0.00,0.00002881,0.00003087
18,mqtt_communication,10:24:49.814894,10:24:49.816313,0.001418,705.04,2956.79,0.00,0.010000,0.000000,20.00,1094.00,0.00,45.76,-16.35,13.00,3079.50,0.00,32.78,0.00,0.00003094,0.00003306
19,lane_detection,10:24:49.853164,10:24:49.944407,0.091242,800.07,2959.79,0.00,0.700000,0.030000,20.00,1094.00,0.00,27.40,-0.68,15.50,3079.50,0.00,32.03,0.78,0.00150636,0.00165811
19,car_overlay_reconstruction,10:24:49.949118,10:24:49.953112,0.003995,1001.33,2959.79,0.00,0.040000,0.000000,20.00,1094.00,0.00,27.07,0.00,18.00,3079.50,0.00,32.42,0.00,0.00006601,0.00007408
19,object_detection_yolo,10:24:49.954481,10:24:49.992738,0.038257,836.45,2959.79,0.00,0.290000,0.030000,15.00,1094.00,0.00,40.89,27.64,18.00,3079.50,0.00,32.65,0.46,0.00078144,0.00084754
19,vehicle_analysis_postprocessing,10:24:49.997348,10:24:50.001963,0.004615,866.73,2959.79,0.00,0.030000,0.010000,10.00,1094.00,0.00,43.54,0.00,18.00,3079.50,0.00,32.10,-1.55,0.00009697,0.00010519
19,mqtt_communication,10:24:50.006809,10:24:50.008294,0.001486,673.13,2959.79,0.00,0.000000,0.010000,10.00,1094.00,0.00,43.54,0.00,18.00,3079.50,0.00,31.33,0.00,0.00003089,0.00003303
20,lane_detection,10:24:50.042794,10:24:50.140090,0.097296,770.85,2962.79,0.00,0.710000,0.040000,10.00,1094.00,0.00,27.26,-0.39,15.50,3081.62,0.75,31.79,-1.84,0.00159579,0.00175258
20,car_overlay_reconstruction,10:24:50.147063,10:24:50.151336,0.004272,936.23,2962.79,0.00,0.030000,0.010000,10.00,1094.00,0.00,27.07,0.00,13.00,3081.62,0.00,30.87,0.00,0.00006875,0.00007689
20,object_detection_yolo,10:24:50.152805,10:24:50.191215,0.038410,781.05,2962.79,0.00,0.290000,0.010000,10.00,1094.00,0.00,40.31,26.48,13.00,3081.62,0.00,31.49,1.24,0.00076598,0.00082857
20,vehicle_analysis_postprocessing,10:24:50.195882,10:24:50.197179,0.001296,771.44,2962.79,0.00,0.000000,0.010000,10.00,1094.00,0.00,47.05,-12.99,13.00,3081.62,0.00,32.10,0.00,0.00002850,0.00003059
20,mqtt_communication,10:24:50.202566,10:24:50.207133,0.004567,875.82,2962.79,0.00,0.030000,0.010000,10.00,1094.00,0.00,40.56,0.00,13.00,3081.62,0.00,32.02,0.00,0.00009207,0.00010028
21,lane_detection,10:24:50.238290,10:24:50.327524,0.089235,806.86,2965.67,0.00,0.680000,0.040000,15.00,1094.00,0.00,27.31,-0.49,14.00,3081.88,0.25,31.73,-2.50,0.00146344,0.00161298
21,car_overlay_reconstruction,10:24:50.331954,10:24:50.335448,0.003494,858.73,2965.67,0.00,0.030000,0.000000,20.00,1094.00,0.00,27.07,0.00,15.00,3081.88,0.00,30.48,0.00,0.00005584,0.00006202
21,object_detection_yolo,10:24:50.336750,10:24:50.375613,0.038863,771.94,2965.67,0.00,0.290000,0.010000,20.00,1094.00,0.00,40.80,27.47,15.00,3081.88,0.00,31.73,2.50,0.00078295,0.00084567
21,vehicle_analysis_postprocessing,10:24:50.380388,10:24:50.387352,0.006965,861.46,2965.67,0.00,0.050000,0.010000,20.00,1094.00,0.00,45.78,0.00,15.00,3081.88,0.00,31.81,0.00,0.00015011,0.00016246
21,mqtt_communication,10:24:50.389171,10:24:50.390652,0.001481,1350.17,2965.67,0.00,0.010000,0.010000,20.00,1094.00,0.00,45.78,0.00,15.00,3081.88,0.00,31.81,0.00,0.00003193,0.00003584
22,lane_detection,10:24:50.428946,10:24:50.532893,0.103946,740.77,2968.67,0.00,0.710000,0.060000,20.00,1094.00,0.00,27.26,-0.39,12.00,3084.88,3.00,31.35,-0.19,0.00169229,0.00185429
22,car_overlay_reconstruction,10:24:50.537376,10:24:50.545363,0.007987,876.37,2968.67,0.00,0.060000,0.010000,20.00,1094.00,0.00,27.07,0.00,12.00,3084.88,0.00,31.11,-0.29,0.00012907,0.00014345
22,object_detection_yolo,10:24:50.548429,10:24:50.585688,0.037258,805.19,2968.67,0.00,0.280000,0.020000,20.00,1094.00,0.00,40.12,26.12,12.00,3084.88,0.00,31.68,1.43,0.00074313,0.00080547
22,vehicle_analysis_postprocessing,10:24:50.590683,10:24:50.591769,0.001086,920.41,2968.67,0.00,0.010000,0.000000,20.00,1094.00,0.00,53.18,0.00,12.00,3084.88,0.00,32.39,0.00,0.00002583,0.00002787
22,mqtt_communication,10:24:50.593005,10:24:50.594253,0.001249,0.00,2968.67,0.00,0.000000,0.000000,20.00,1094.00,0.00,53.18,0.00,12.00,3084.88,0.00,32.39,0.00,0.00002968,0.00002998
23,lane_detection,10:24:50.618858,10:24:50.704439,0.085581,806.25,2971.67,0.00,0.640000,0.050000,19.50,1094.00,0.00,27.94,-1.74,9.00,3084.88,0.00,31.83,-2.31,0.00142077,0.00156413
23,car_overlay_reconstruction,10:24:50.709216,10:24:50.713189,0.003973,503.37,2971.67,0.00,0.020000,0.000000,19.00,1094.00,0.00,27.07,0.00,9.00,3084.88,0.00,30.67,0.00,0.00006373,0.00006824
23,object_detection_yolo,10:24:50.714556,10:24:50.752396,0.037840,819.23,2971.67,0.00,0.290000,0.020000,19.00,1094.00,0.00,40.79,27.45,9.00,3084.88,0.00,30.95,0.56,0.00075411,0.00081837
23,vehicle_analysis_postprocessing,10:24:50.757093,10:24:50.758408,0.001315,1521.05,2971.67,0.00,0.010000,0.010000,19.00,1094.00,0.00,47.83,-13.37,9.00,3084.88,0.00,31.67,0.88,0.00002904,0.00003291
23,mqtt_communication,10:24:50.768632,10:24:50.770231,0.001598,1251.47,2971.67,0.00,0.020000,0.000000,19.00,1094.00,0.00,41.15,0.00,12.00,3084.88,0.00,32.11,0.00,0.00003252,0.00003646
24,lane_detection,10:24:50.802117,10:24:50.889109,0.086992,816.16,2974.67,0.00,0.660000,0.050000,19.50,1094.00,0.00,27.36,-0.58,12.00,3084.31,0.00,31.45,-2.32,0.00142095,0.00156823
24,car_overlay_reconstruction,10:24:50.893503,10:24:50.897075,0.003572,839.98,2974.67,0.00,0.030000,0.000000,20.00,1094.00,0.00,27.07,0.00,12.00,3084.31,0.00,30.29,0.00,0.00005690,0.00006310
