Frame,Module,Start_Time,End_Time,Duration_s,CPU_Usage_%,Memory_Usage_MB,Memory_Delta_MB,CPU_Time_User_s,CPU_Time_System_s,Estimated_Energy_Wh
498,object_detection_yolo,16:49:42.342149,16:49:42.379761,0.037612,797.62,3071.28,0.00,0.280000,0.020000,0.00006273
498,vehicle_analysis_postprocessing,16:49:42.380124,16:49:42.381014,0.000890,1122.97,3071.28,0.00,0.010000,0.000000,0.00000200
498,mqtt_communication,16:49:42.381272,16:49:42.381546,0.000274,0.00,3071.28,0.00,0.000000,0.000000,0.00000007
499,lane_detection,16:49:42.409174,16:49:42.495315,0.086141,801.01,3071.28,0.00,0.660000,0.030000,0.00014420
499,car_overlay_reconstruction,16:49:42.495782,16:49:42.498758,0.002975,1008.25,3071.28,0.00,0.030000,0.000000,0.00000608
499,object_detection_yolo,16:49:42.499101,16:49:42.537779,0.038678,775.64,3071.28,0.00,0.290000,0.010000,0.00006300
499,vehicle_analysis_postprocessing,16:49:42.538216,16:49:42.539429,0.001213,824.68,3071.28,0.00,0.010000,0.000000,0.00000208
499,mqtt_communication,16:49:42.539762,16:49:42.540148,0.000386,2593.88,3071.28,0.00,0.010000,0.000000,0.00000187
500,lane_detection,16:49:42.567261,16:49:42.656776,0.089515,804.34,3071.28,0.00,0.690000,0.030000,0.00015037
500,car_overlay_reconstruction,16:49:42.657242,16:49:42.660244,0.003002,1332.58,3071.28,0.00,0.030000,0.010000,0.00000786
500,object_detection_yolo,16:49:42.660571,16:49:42.699344,0.038772,799.54,3071.28,0.00,0.300000,0.010000,0.00006480
500,vehicle_analysis_postprocessing,16:49:42.699801,16:49:42.701122,0.001321,756.96,3071.28,0.00,0.010000,0.000000,0.00000211
500,mqtt_communication,16:49:42.701446,16:49:42.701823,0.000377,0.00,3071.28,0.00,0.000000,0.000000,0.00000009
501,lane_detection,16:49:42.729543,16:49:42.815686,0.086143,801.00,3071.28,0.00,0.660000,0.030000,0.00014420
501,car_overlay_reconstruction,16:49:42.816166,16:49:42.819404,0.003238,617.63,3071.28,0.00,0.020000,0.000000,0.00000436
501,object_detection_yolo,16:49:42.819747,16:49:42.858232,0.038485,805.50,3071.28,0.00,0.290000,0.020000,0.00006473
501,vehicle_analysis_postprocessing,16:49:42.858612,16:49:42.859503,0.000890,1123.27,3071.28,0.00,0.010000,0.000000,0.00000200
501,mqtt_communication,16:49:42.859742,16:49:42.860087,0.000345,2894.62,3071.28,0.00,0.010000,0.000000,0.00000186
502,lane_detection,16:49:42.880412,16:49:42.960136,0.079724,802.77,3071.28,0.00,0.610000,0.030000,0.00013370
502,car_overlay_reconstruction,16:49:42.960548,16:49:42.963243,0.002695,742.22,3071.28,0.00,0.020000,0.000000,0.00000423
502,object_detection_yolo,16:49:42.963512,16:49:43.000902,0.037390,802.35,3071.28,0.00,0.290000,0.010000,0.00006268
502,vehicle_analysis_postprocessing,16:49:43.001252,16:49:43.002211,0.000959,1042.84,3071.28,0.00,0.010000,0.000000,0.00000202
502,mqtt_communication,16:49:43.002458,16:49:43.002741,0.000283,0.00,3071.28,0.00,0.000000,0.000000,0.00000007
503,lane_detection,16:49:43.024925,16:49:43.106652,0.081728,807.56,3071.28,0.00,0.620000,0.040000,0.00013776
503,car_overlay_reconstruction,16:49:43.107083,16:49:43.109953,0.002869,697.02,3071.28,0.00,0.020000,0.000000,0.00000427
503,object_detection_yolo,16:49:43.110271,16:49:43.148052,0.037780,820.53,3071.28,0.00,0.280000,0.030000,0.00006455
503,vehicle_analysis_postprocessing,16:49:43.148390,16:49:43.149355,0.000965,1036.14,3071.28,0.00,0.010000,0.000000,0.00000202
503,mqtt_communication,16:49:43.149597,16:49:43.149923,0.000326,3070.50,3071.28,0.00,0.010000,0.000000,0.00000186
504,lane_detection,16:49:43.173629,16:49:43.263981,0.090352,796.88,3071.28,0.00,0.670000,0.050000,0.00015058
504,car_overlay_reconstruction,16:49:43.264450,16:49:43.267447,0.002997,667.30,3071.28,0.00,0.020000,0.000000,0.00000430
504,object_detection_yolo,16:49:43.267771,16:49:43.306400,0.038629,828.40,3071.28,0.00,0.290000,0.030000,0.00006654
504,vehicle_analysis_postprocessing,16:49:43.306822,16:49:43.308080,0.001258,794.83,3071.28,0.00,0.010000,0.000000,0.00000209
504,mqtt_communication,16:49:43.308389,16:49:43.308775,0.000386,0.00,3071.28,0.00,0.000000,0.000000,0.00000010
505,lane_detection,16:49:43.338339,16:49:43.421318,0.082980,807.43,3071.28,0.00,0.620000,0.050000,0.00013985
505,car_overlay_reconstruction,16:49:43.421708,16:49:43.424373,0.002665,750.52,3071.28,0.00,0.020000,0.000000,0.00000422
505,object_detection_yolo,16:49:43.424657,16:49:43.462162,0.037504,773.24,3071.28,0.00,0.270000,0.020000,0.00006093
505,vehicle_analysis_postprocessing,16:49:43.462520,16:49:43.463417,0.000896,0.00,3071.28,0.00,0.000000,0.000000,0.00000022
505,mqtt_communication,16:49:43.463658,16:49:43.463945,0.000287,3486.54,3071.28,0.00,0.010000,0.000000,0.00000185
506,lane_detection,16:49:43.486965,16:49:43.572134,0.085169,798.41,3071.28,0.00,0.640000,0.040000,0.00014218
506,car_overlay_reconstruction,16:49:43.572502,16:49:43.574858,0.002357,1272.93,3071.28,0.00,0.020000,0.010000,0.00000592
506,object_detection_yolo,16:49:43.575117,16:49:43.612155,0.037038,809.98,3071.28,0.00,0.280000,0.020000,0.00006259
506,vehicle_analysis_postprocessing,16:49:43.612494,16:49:43.613368,0.000875,1143.17,3071.28,0.00,0.010000,0.000000,0.00000200
506,mqtt_communication,16:49:43.613609,16:49:43.613894,0.000285,0.00,3071.28,0.00,0.000000,0.000000,0.00000007
507,lane_detection,16:49:43.640569,16:49:43.720369,0.079799,814.54,3071.28,0.00,0.600000,0.050000,0.00013550
507,car_overlay_reconstruction,16:49:43.720773,16:49:43.723390,0.002617,764.20,3071.28,0.00,0.020000,0.000000,0.00000421
507,object_detection_yolo,16:49:43.723662,16:49:43.761574,0.037911,791.32,3071.28,0.00,0.290000,0.010000,0.00006281
507,vehicle_analysis_postprocessing,16:49:43.761995,16:49:43.763297,0.001302,1536.09,3071.28,0.00,0.010000,0.010000,0.00000388
507,mqtt_communication,16:49:43.763585,16:49:43.763896,0.000311,0.00,3071.28,0.00,0.000000,0.000000,0.00000008
508,lane_detection,16:49:43.790702,16:49:43.872496,0.081793,806.91,3071.28,0.00,0.630000,0.030000,0.00013778
508,car_overlay_reconstruction,16:49:43.872853,16:49:43.875138,0.002285,437.68,3071.28,0.00,0.010000,0.000000,0.00000235
508,object_detection_yolo,16:49:43.875379,16:49:43.912644,0.037265,778.20,3071.28,0.00,0.270000,0.020000,0.00006087
508,vehicle_analysis_postprocessing,16:49:43.912995,16:49:43.913910,0.000915,0.00,3071.28,0.00,0.000000,0.000000,0.00000023
508,mqtt_communication,16:49:43.914161,16:49:43.914432,0.000271,0.00,3071.28,0.00,0.000000,0.000000,0.00000007
509,lane_detection,16:49:43.944783,16:49:44.014768,0.069984,814.47,3071.28,0.00,0.540000,0.030000,0.00011883
509,car_overlay_reconstruction,16:49:44.015131,16:49:44.017380,0.002249,444.69,3071.28,0.00,0.010000,0.000000,0.00000234
509,object_detection_yolo,16:49:44.017618,16:49:44.054729,0.037111,781.44,3071.28,0.00,0.270000,0.020000,0.00006083
509,vehicle_analysis_postprocessing,16:49:44.055068,16:49:44.055933,0.000864,0.00,3071.28,0.00,0.000000,0.000000,0.00000022
509,mqtt_communication,16:49:44.056180,16:49:44.056459,0.000278,3591.01,3071.28,0.00,0.010000,0.000000,0.00000185
510,lane_detection,16:49:44.084345,16:49:44.162318,0.077973,795.15,3071.28,0.00,0.580000,0.040000,0.00012971
510,car_overlay_reconstruction,16:49:44.162699,16:49:44.165354,0.002655,753.29,3071.28,0.00,0.020000,0.000000,0.00000422
510,object_detection_yolo,16:49:44.165637,16:49:44.202965,0.037328,803.70,3071.28,0.00,0.280000,0.020000,0.00006266
510,vehicle_analysis_postprocessing,16:49:44.203305,16:49:44.204197,0.000893,1120.27,3071.28,0.00,0.010000,0.000000,0.00000200
510,mqtt_communication,16:49:44.204436,16:49:44.204710,0.000274,0.00,3071.28,0.00,0.000000,0.000000,0.00000007
511,lane_detection,16:49:44.232524,16:49:44.311602,0.079078,809.33,3071.28,0.00,0.600000,0.040000,0.00013354
511,car_overlay_reconstruction,16:49:44.311994,16:49:44.314622,0.002628,761.15,3071.28,0.00,0.020000,0.000000,0.00000421
511,object_detection_yolo,16:49:44.314892,16:49:44.352461,0.037569,798.53,3071.28,0.00,0.290000,0.010000,0.00006272
511,vehicle_analysis_postprocessing,16:49:44.352815,16:49:44.353723,0.000909,1100.58,3071.28,0.00,0.010000,0.000000,0.00000200
511,mqtt_communication,16:49:44.353962,16:49:44.354239,0.000277,3615.78,3071.28,0.00,0.000000,0.010000,0.00000185
512,lane_detection,16:49:44.381499,16:49:44.465558,0.084058,797.07,3071.28,0.00,0.640000,0.030000,0.00014012
512,car_overlay_reconstruction,16:49:44.465964,16:49:44.468723,0.002759,725.03,3071.28,0.00,0.020000,0.000000,0.00000425
512,object_detection_yolo,16:49:44.469003,16:49:44.506509,0.037505,799.89,3071.28,0.00,0.280000,0.020000,0.00006271
512,vehicle_analysis_postprocessing,16:49:44.506840,16:49:44.507701,0.000861,1160.89,3071.28,0.00,0.010000,0.000000,0.00000199
512,mqtt_communication,16:49:44.507939,16:49:44.508219,0.000280,0.00,3071.28,0.00,0.000000,0.000000,0.00000007
513,lane_detection,16:49:44.531287,16:49:44.623830,0.092544,810.43,3071.28,0.00,0.700000,0.050000,0.00015646
513,car_overlay_reconstruction,16:49:44.624291,16:49:44.627293,0.003002,666.29,3071.28,0.00,0.020000,0.000000,0.00000431
513,object_detection_yolo,16:49:44.627619,16:49:44.665845,0.038226,784.81,3071.28,0.00,0.280000,0.020000,0.00006289
513,vehicle_analysis_postprocessing,16:49:44.666184,16:49:44.667029,0.000845,0.00,3071.28,0.00,0.000000,0.000000,0.00000021
513,mqtt_communication,16:49:44.667274,16:49:44.667552,0.000278,0.00,3071.28,0.00,0.000000,0.000000,0.00000007
514,lane_detection,16:49:44.694431,16:49:44.783984,0.089553,804.00,3071.28,0.00,0.680000,0.040000,0.00015038
514,car_overlay_reconstruction,16:49:44.784430,16:49:44.787419,0.002989,1003.74,3071.28,0.00,0.030000,0.000000,0.00000608
514,object_detection_yolo,16:49:44.787752,16:49:44.826583,0.038831,798.33,3071.28,0.00,0.290000,0.020000,0.00006482
514,vehicle_analysis_postprocessing,16:49:44.827006,16:49:44.828249,0.001243,804.28,3071.28,0.00,0.010000,0.000000,0.00000209
514,mqtt_communication,16:49:44.828568,16:49:44.828938,0.000370,2706.00,3071.28,0.00,0.010000,0.000000,0.00000187
515,lane_detection,16:49:44.855659,16:49:44.953107,0.097448,800.43,3071.28,0.00,0.730000,0.050000,0.00016302
515,car_overlay_reconstruction,16:49:44.953550,16:49:44.956500,0.002951,677.81,3071.28,0.00,0.020000,0.000000,0.00000429
515,object_detection_yolo,16:49:44.956815,16:49:44.995581,0.038766,799.67,3071.28,0.00,0.280000,0.030000,0.00006480
515,vehicle_analysis_postprocessing,16:49:44.996010,16:49:44.997302,0.001292,773.86,3071.28,0.00,0.010000,0.000000,0.00000210
515,mqtt_communication,16:49:44.997629,16:49:44.998006,0.000377,0.00,3071.28,0.00,0.000000,0.000000,0.00000009
516,lane_detection,16:49:45.024685,16:49:45.104716,0.080031,812.19,3071.28,0.00,0.620000,0.030000,0.00013556
516,car_overlay_reconstruction,16:49:45.105130,16:49:45.108078,0.002948,678.36,3071.28,0.00,0.020000,0.000000,0.00000429
516,object_detection_yolo,16:49:45.108366,16:49:45.146202,0.037836,766.47,3071.28,0.00,0.280000,0.010000,0.00006101
516,vehicle_analysis_postprocessing,16:49:45.146542,16:49:45.147476,0.000934,1070.52,3071.28,0.00,0.010000,0.000000,0.00000201
516,mqtt_communication,16:49:45.147717,16:49:45.148051,0.000334,0.00,3071.28,0.00,0.000000,0.000000,0.00000008
517,lane_detection,16:49:45.174572,16:49:45.254332,0.079760,814.94,3071.28,0.00,0.600000,0.050000,0.00013549
517,car_overlay_reconstruction,16:49:45.254745,16:49:45.257579,0.002834,705.70,3071.28,0.00,0.020000,0.000000,0.00000426
517,object_detection_yolo,16:49:45.257874,16:49:45.295881,0.038006,815.65,3071.28,0.00,0.290000,0.020000,0.00006461
517,vehicle_analysis_postprocessing,16:49:45.296249,16:49:45.297131,0.000882,1134.21,3071.28,0.00,0.010000,0.000000,0.00000200
517,mqtt_communication,16:49:45.297370,16:49:45.297645,0.000275,0.00,3071.28,0.00,0.000000,0.000000,0.00000007
518,lane_detection,16:49:45.323810,16:49:45.406852,0.083042,806.82,3071.28,0.00,0.630000,0.040000,0.00013987
518,car_overlay_reconstruction,16:49:45.407296,16:49:45.410284,0.002988,669.32,3071.28,0.00,0.020000,0.000000,0.00000430
518,object_detection_yolo,16:49:45.410630,16:49:45.448857,0.038227,810.95,3071.28,0.00,0.290000,0.020000,0.00006467
518,vehicle_analysis_postprocessing,16:49:45.449270,16:49:45.450212,0.000942,1061.31,3071.28,0.00,0.010000,0.000000,0.00000201
518,mqtt_communication,16:49:45.450464,16:49:45.450785,0.000322,0.00,3071.28,0.00,0.000000,0.000000,0.00000008
519,lane_detection,16:49:45.477563,16:49:45.562717,0.085154,798.55,3071.28,0.00,0.650000,0.030000,0.00014217
519,car_overlay_reconstruction,16:49:45.563246,16:49:45.566056,0.002810,1067.62,3071.28,0.00,0.020000,0.010000,0.00000604
519,object_detection_yolo,16:49:45.566338,16:49:45.604225,0.037888,791.81,3071.28,0.00,0.290000,0.010000,0.00006280
519,vehicle_analysis_postprocessing,16:49:45.604571,16:49:45.605452,0.000881,1135.13,3071.28,0.00,0.010000,0.000000,0.00000200
519,mqtt_communication,16:49:45.605691,16:49:45.605967,0.000276,0.00,3071.28,0.00,0.000000,0.000000,0.00000007
520,lane_detection,16:49:45.633563,16:49:45.718091,0.084528,804.47,3071.28,0.00,0.640000,0.040000,0.00014202
520,car_overlay_reconstruction,16:49:45.718506,16:49:45.721417,0.002911,687.08,3071.28,0.00,0.020000,0.000000,0.00000428
520,object_detection_yolo,16:49:45.721721,16:49:45.760646,0.038925,796.39,3071.28,0.00,0.300000,0.010000,0.00006484
520,vehicle_analysis_postprocessing,16:49:45.761115,16:49:45.762225,0.001110,1801.29,3071.28,0.00,0.010000,0.010000,0.00000383
520,mqtt_communication,16:49:45.762547,16:49:45.762905,0.000358,0.00,3071.28,0.00,0.000000,0.000000,0.00000009
521,lane_detection,16:49:45.790791,16:49:45.877966,0.087176,802.98,3071.28,0.00,0.670000,0.030000,0.00014623
521,car_overlay_reconstruction,16:49:45.878421,16:49:45.881540,0.003119,961.78,3071.28,0.00,0.020000,0.010000,0.00000611
521,object_detection_yolo,16:49:45.881859,16:49:45.919934,0.038075,787.92,3071.28,0.00,0.290000,0.010000,0.00006285
521,vehicle_analysis_postprocessing,16:49:45.920300,16:49:45.921278,0.000978,1022.50,3071.28,0.00,0.010000,0.000000,0.00000202
521,mqtt_communication,16:49:45.921524,16:49:45.921831,0.000307,3256.45,3071.28,0.00,0.010000,0.000000,0.00000185
522,lane_detection,16:49:45.949614,16:49:46.030551,0.080937,815.45,3071.28,0.00,0.620000,0.040000,0.00013756
522,car_overlay_reconstruction,16:49:46.031074,16:49:46.034114,0.003041,657.72,3071.28,0.00,0.020000,0.000000,0.00000432
522,object_detection_yolo,16:49:46.034399,16:49:46.072105,0.037707,795.61,3071.28,0.00,0.290000,0.010000,0.00006276
522,vehicle_analysis_postprocessing,16:49:46.072459,16:49:46.073640,0.001181,846.99,3071.28,0.00,0.010000,0.000000,0.00000207
522,mqtt_communication,16:49:46.073882,16:49:46.074180,0.000298,0.00,3071.28,0.00,0.000000,0.000000,0.00000007
523,lane_detection,16:49:46.101876,16:49:46.184816,0.082940,795.75,3071.28,0.00,0.640000,0.020000,0.00013806
523,car_overlay_reconstruction,16:49:46.185243,16:49:46.188181,0.002938,680.73,3071.28,0.00,0.020000,0.000000,0.00000429
523,object_detection_yolo,16:49:46.188473,16:49:46.226086,0.037612,824.20,3071.28,0.00,0.280000,0.030000,0.00006451
523,vehicle_analysis_postprocessing,16:49:46.226430,16:49:46.227602,0.001173,852.85,3071.28,0.00,0.010000,0.000000,0.00000207
523,mqtt_communication,16:49:46.227844,16:49:46.228138,0.000295,3390.71,3071.28,0.00,0.010000,0.000000,0.00000185
524,lane_detection,16:49:46.254979,16:49:46.341918,0.086939,793.66,3071.28,0.00,0.660000,0.030000,0.00014440
524,car_overlay_reconstruction,16:49:46.342344,16:49:46.345264,0.002920,1369.68,3071.28,0.00,0.030000,0.010000,0.00000784
524,object_detection_yolo,16:49:46.345561,16:49:46.383136,0.037575,771.78,3071.28,0.00,0.280000,0.010000,0.00006095
524,vehicle_analysis_postprocessing,16:49:46.383500,16:49:46.384715,0.001215,823.22,3071.28,0.00,0.010000,0.000000,0.00000208
524,mqtt_communication,16:49:46.384962,16:49:46.385275,0.000313,0.00,3071.28,0.00,0.000000,0.000000,0.00000008
525,lane_detection,16:49:46.412149,16:49:46.495174,0.083025,806.99,3071.28,0.00,0.630000,0.040000,0.00013986
525,car_overlay_reconstruction,16:49:46.495547,16:49:46.498414,0.002867,697.60,3071.28,0.00,0.020000,0.000000,0.00000427
525,object_detection_yolo,16:49:46.498712,16:49:46.536957,0.038245,810.55,3071.28,0.00,0.290000,0.020000,0.00006467
525,vehicle_analysis_postprocessing,16:49:46.537316,16:49:46.538682,0.001366,731.86,3071.28,0.00,0.010000,0.000000,0.00000212
525,mqtt_communication,16:49:46.538944,16:49:46.539317,0.000373,0.00,3071.28,0.00,0.000000,0.000000,0.00000009
526,lane_detection,16:49:46.565706,16:49:46.650292,0.084586,803.92,3071.28,0.00,0.650000,0.030000,0.00014203
526,car_overlay_reconstruction,16:49:46.650844,16:49:46.654652,0.003808,787.76,3071.28,0.00,0.030000,0.000000,0.00000629
526,object_detection_yolo,16:49:46.655068,16:49:46.695166,0.040097,798.06,3071.28,0.00,0.300000,0.020000,0.00006691
526,vehicle_analysis_postprocessing,16:49:46.695517,16:49:46.696470,0.000954,1048.31,3071.28,0.00,0.010000,0.000000,0.00000202
526,mqtt_communication,16:49:46.696729,16:49:46.697023,0.000293,0.00,3071.28,0.00,0.000000,0.000000,0.00000007
527,lane_detection,16:49:46.723665,16:49:46.814237,0.090573,805.98,3071.28,0.00,0.690000,0.040000,0.00015242
527,car_overlay_reconstruction,16:49:46.814690,16:49:46.817463,0.002773,1442.46,3071.28,0.00,0.030000,0.010000,0.00000780
527,object_detection_yolo,16:49:46.817768,16:49:46.856380,0.038612,802.86,3071.28,0.00,0.290000,0.020000,0.00006476
527,vehicle_analysis_postprocessing,16:49:46.856704,16:49:46.857595,0.000891,1122.07,3071.28,0.00,0.010000,0.000000,0.00000200
527,mqtt_communication,16:49:46.857843,16:49:46.858135,0.000292,0.00,3071.28,0.00,0.000000,0.000000,0.00000007
528,lane_detection,16:49:46.884275,16:49:46.968154,0.083878,798.78,3071.28,0.00,0.640000,0.030000,0.00014008
528,car_overlay_reconstruction,16:49:46.968548,16:49:46.971184,0.002636,379.37,3071.28,0.00,0.010000,0.000000,0.00000244
528,object_detection_yolo,16:49:46.971461,16:49:47.008928,0.037467,800.70,3071.28,0.00,0.280000,0.020000,0.00006270
528,vehicle_analysis_postprocessing,16:49:47.009277,16:49:47.010157,0.000880,1136.67,3071.28,0.00,0.010000,0.000000,0.00000200
528,mqtt_communication,16:49:47.010396,16:49:47.010660,0.000264,0.00,3071.28,0.00,0.000000,0.000000,0.00000007
529,lane_detection,16:49:47.038174,16:49:47.127686,0.089512,804.36,3071.28,0.00,0.680000,0.040000,0.00015037
529,car_overlay_reconstruction,16:49:47.128115,16:49:47.130863,0.002748,727.86,3071.28,0.00,0.020000,0.000000,0.00000424
529,object_detection_yolo,16:49:47.131173,16:49:47.169271,0.038098,787.44,3071.28,0.00,0.280000,0.020000,0.00006286
529,vehicle_analysis_postprocessing,16:49:47.169628,16:49:47.170572,0.000943,0.00,3071.28,0.00,0.000000,0.000000,0.00000024
529,mqtt_communication,16:49:47.170824,16:49:47.171131,0.000307,3253.92,3071.28,0.00,0.010000,0.000000,0.00000185
530,lane_detection,16:49:47.198478,16:49:47.292613,0.094135,764.86,3071.28,0.00,0.680000,0.040000,0.00015153
530,car_overlay_reconstruction,16:49:47.293445,16:49:47.296615,0.003170,630.91,3071.28,0.00,0.020000,0.000000,0.00000435
530,object_detection_yolo,16:49:47.297016,16:49:47.336746,0.039730,780.27,3071.28,0.00,0.290000,0.020000,0.00006504
530,vehicle_analysis_postprocessing,16:49:47.337840,16:49:47.339074,0.001234,810.49,3071.28,0.00,0.010000,0.000000,0.00000209
530,mqtt_communication,16:49:47.339871,16:49:47.340274,0.000403,0.00,3071.28,0.00,0.000000,0.000000,0.00000010
531,lane_detection,16:49:47.373002,16:49:47.471399,0.098397,802.87,3071.28,0.00,0.750000,0.040000,0.00016504
531,car_overlay_reconstruction,16:49:47.471847,16:49:47.474635,0.002788,717.47,3071.28,0.00,0.020000,0.000000,0.00000425
531,object_detection_yolo,16:49:47.474952,16:49:47.513749,0.038797,824.80,3071.28,0.00,0.290000,0.030000,0.00006659
531,vehicle_analysis_postprocessing,16:49:47.514211,16:49:47.515492,0.001281,780.77,3071.28,0.00,0.010000,0.000000,0.00000210
531,mqtt_communication,16:49:47.515813,16:49:47.516189,0.000376,2663.05,3071.28,0.00,0.010000,0.000000,0.00000187
532,lane_detection,16:49:47.542710,16:49:47.638925,0.096215,810.69,3071.28,0.00,0.740000,0.040000,0.00016271
532,car_overlay_reconstruction,16:49:47.639379,16:49:47.642179,0.002801,714.11,3071.28,0.00,0.020000,0.000000,0.00000426
532,object_detection_yolo,16:49:47.642498,16:49:47.681221,0.038723,826.39,3071.28,0.00,0.300000,0.020000,0.00006657
532,vehicle_analysis_postprocessing,16:49:47.681646,16:49:47.683223,0.001577,1268.50,3071.28,0.00,0.020000,0.000000,0.00000395
532,mqtt_communication,16:49:47.683772,16:49:47.684081,0.000309,0.00,3071.28,0.00,0.000000,0.000000,0.00000008
533,lane_detection,16:49:47.711297,16:49:47.812027,0.100730,794.20,3071.28,0.00,0.760000,0.040000,0.00016740
533,car_overlay_reconstruction,16:49:47.812501,16:49:47.815297,0.002796,715.32,3071.28,0.00,0.020000,0.000000,0.00000425
533,object_detection_yolo,16:49:47.815612,16:49:47.854431,0.038819,824.35,3071.28,0.00,0.300000,0.020000,0.00006659
533,vehicle_analysis_postprocessing,16:49:47.854879,16:49:47.856152,0.001272,785.89,3071.28,0.00,0.010000,0.000000,0.00000210
533,mqtt_communication,16:49:47.856474,16:49:47.856845,0.000371,2697.30,3071.28,0.00,0.010000,0.000000,0.00000187
534,lane_detection,16:49:47.883830,16:49:47.980677,0.096847,795.07,3071.28,0.00,0.740000,0.030000,0.00016109
534,car_overlay_reconstruction,16:49:47.981134,16:49:47.983947,0.002813,1066.53,3071.28,0.00,0.030000,0.000000,0.00000604
534,object_detection_yolo,16:49:47.984275,16:49:48.022971,0.038696,801.12,3071.28,0.00,0.290000,0.020000,0.00006478
534,vehicle_analysis_postprocessing,16:49:48.023403,16:49:48.025124,0.001721,580.93,3071.28,0.00,0.010000,0.000000,0.00000221
534,mqtt_communication,16:49:48.025448,16:49:48.025836,0.000388,0.00,3071.28,0.00,0.000000,0.000000,0.00000010
535,lane_detection,16:49:48.053362,16:49:48.155910,0.102547,809.38,3071.28,0.00,0.790000,0.040000,0.00017319
535,car_overlay_reconstruction,16:49:48.156414,16:49:48.159526,0.003112,963.91,3071.28,0.00,0.030000,0.000000,0.00000611
535,object_detection_yolo,16:49:48.159877,16:49:48.199538,0.039660,806.85,3071.28,0.00,0.300000,0.020000,0.00006680
535,vehicle_analysis_postprocessing,16:49:48.200004,16:49:48.201985,0.001981,504.79,3071.28,0.00,0.010000,0.000000,0.00000227
535,mqtt_communication,16:49:48.202355,16:49:48.202781,0.000426,2345.81,3071.28,0.00,0.010000,0.000000,0.00000188
536,lane_detection,16:49:48.230949,16:49:48.334071,0.103122,804.87,3071.28,0.00,0.790000,0.040000,0.00017333
536,car_overlay_reconstruction,16:49:48.334559,16:49:48.337705,0.003146,635.69,3071.28,0.00,0.020000,0.000000,0.00000434
536,object_detection_yolo,16:49:48.338083,16:49:48.377777,0.039694,831.36,3071.28,0.00,0.300000,0.030000,0.00006859
536,vehicle_analysis_postprocessing,16:49:48.378280,16:49:48.379687,0.001406,711.02,3071.28,0.00,0.010000,0.000000,0.00000213
536,mqtt_communication,16:49:48.380044,16:49:48.380450,0.000406,2465.79,3071.28,0.00,0.010000,0.000000,0.00000188
537,lane_detection,16:49:48.408508,16:49:48.511651,0.103143,804.71,3071.28,0.00,0.790000,0.040000,0.00017334
537,car_overlay_reconstruction,16:49:48.512133,16:49:48.515248,0.003115,963.03,3071.28,0.00,0.030000,0.000000,0.00000611
537,object_detection_yolo,16:49:48.515597,16:49:48.554162,0.038566,803.82,3071.28,0.00,0.290000,0.020000,0.00006475
537,vehicle_analysis_postprocessing,16:49:48.554561,16:49:48.555621,0.001060,943.18,3071.28,0.00,0.010000,0.000000,0.00000204
537,mqtt_communication,16:49:48.555873,16:49:48.556332,0.000459,0.00,3071.28,0.00,0.000000,0.000000,0.00000011
538,lane_detection,16:49:48.588346,16:49:48.671252,0.082906,796.08,3071.28,0.00,0.630000,0.030000,0.00013805
538,car_overlay_reconstruction,16:49:48.671599,16:49:48.673794,0.002195,1366.82,3071.28,0.00,0.020000,0.010000,0.00000588
538,object_detection_yolo,16:49:48.674048,16:49:48.711274,0.037226,805.88,3071.28,0.00,0.290000,0.010000,0.00006264
538,vehicle_analysis_postprocessing,16:49:48.711619,16:49:48.712633,0.001014,985.74,3071.28,0.00,0.010000,0.000000,0.00000203
538,mqtt_communication,16:49:48.712891,16:49:48.713239,0.000348,2876.75,3071.28,0.00,0.010000,0.000000,0.00000186
539,lane_detection,16:49:48.740391,16:49:48.823085,0.082694,798.13,3071.28,0.00,0.630000,0.030000,0.00013800
539,car_overlay_reconstruction,16:49:48.823494,16:49:48.826021,0.002527,791.38,3071.28,0.00,0.020000,0.000000,0.00000419
539,object_detection_yolo,16:49:48.826306,16:49:48.863848,0.037542,772.47,3071.28,0.00,0.280000,0.010000,0.00006094
539,vehicle_analysis_postprocessing,16:49:48.864235,16:49:48.865188,0.000953,1049.63,3071.28,0.00,0.010000,0.000000,0.00000202
539,mqtt_communication,16:49:48.865439,16:49:48.865782,0.000343,0.00,3071.28,0.00,0.000000,0.000000,0.00000009
540,lane_detection,16:49:48.893454,16:49:48.976852,0.083398,815.37,3071.28,0.00,0.640000,0.040000,0.00014173
540,car_overlay_reconstruction,16:49:48.977256,16:49:48.979908,0.002652,754.10,3071.28,0.00,0.020000,0.000000,0.00000422
540,object_detection_yolo,16:49:48.980225,16:49:49.019097,0.038871,797.50,3071.28,0.00,0.300000,0.010000,0.00006483
540,vehicle_analysis_postprocessing,16:49:49.019605,16:49:49.021770,0.002166,923.55,3071.28,0.00,0.020000,0.000000,0.00000410
540,mqtt_communication,16:49:49.022145,16:49:49.022581,0.000436,0.00,3071.28,0.00,0.000000,0.000000,0.00000011
541,lane_detection,16:49:49.051253,16:49:49.119996,0.068743,800.08,3071.28,0.00,0.520000,0.030000,0.00011496
541,car_overlay_reconstruction,16:49:49.120371,16:49:49.122789,0.002418,827.03,3071.28,0.00,0.020000,0.000000,0.00000416
541,object_detection_yolo,16:49:49.123057,16:49:49.160391,0.037335,803.54,3071.28,0.00,0.280000,0.020000,0.00006266
