Frame,Module,Start_Time,End_Time,Duration_s,CPU_Usage_%,Memory_Usage_MB,Memory_Delta_MB,CPU_Time_User_s,CPU_Time_System_s,Estimated_Energy_Wh
355,car_overlay_reconstruction,16:49:20.392506,16:49:20.395359,0.002853,1051.64,3069.41,0.00,0.030000,0.000000,0.00000605
355,object_detection_yolo,16:49:20.395677,16:49:20.434335,0.038659,801.89,3069.41,0.00,0.300000,0.010000,0.00006477
355,vehicle_analysis_postprocessing,16:49:20.434803,16:49:20.436804,0.002000,499.92,3069.41,0.00,0.010000,0.000000,0.00000228
355,mqtt_communication,16:49:20.437134,16:49:20.437522,0.000388,0.00,3069.41,0.00,0.000000,0.000000,0.00000010
356,lane_detection,16:49:20.467687,16:49:20.559994,0.092308,801.67,3069.41,0.00,0.700000,0.040000,0.00015461
356,car_overlay_reconstruction,16:49:20.560453,16:49:20.563303,0.002850,1052.61,3069.41,0.00,0.030000,0.000000,0.00000605
356,object_detection_yolo,16:49:20.563620,16:49:20.602324,0.038704,800.94,3069.41,0.00,0.280000,0.030000,0.00006478
356,vehicle_analysis_postprocessing,16:49:20.602756,16:49:20.604614,0.001858,538.28,3069.41,0.00,0.010000,0.000000,0.00000224
356,mqtt_communication,16:49:20.604937,16:49:20.605333,0.000396,0.00,3069.41,0.00,0.000000,0.000000,0.00000010
357,lane_detection,16:49:20.635726,16:49:20.727931,0.092205,802.56,3069.41,0.00,0.690000,0.050000,0.00015459
357,car_overlay_reconstruction,16:49:20.728415,16:49:20.731234,0.002820,709.34,3069.41,0.00,0.020000,0.000000,0.00000426
357,object_detection_yolo,16:49:20.731556,16:49:20.770213,0.038657,801.92,3069.41,0.00,0.290000,0.020000,0.00006477
357,vehicle_analysis_postprocessing,16:49:20.770673,16:49:20.773389,0.002716,1104.54,3069.41,0.00,0.030000,0.000000,0.00000601
357,mqtt_communication,16:49:20.773714,16:49:20.774132,0.000418,0.00,3069.41,0.00,0.000000,0.000000,0.00000010
358,lane_detection,16:49:20.804480,16:49:20.897000,0.092520,799.83,3069.41,0.00,0.710000,0.030000,0.00015467
358,car_overlay_reconstruction,16:49:20.897453,16:49:20.900255,0.002802,713.80,3069.41,0.00,0.020000,0.000000,0.00000426
358,object_detection_yolo,16:49:20.900606,16:49:20.939584,0.038977,820.99,3069.41,0.00,0.300000,0.020000,0.00006663
358,vehicle_analysis_postprocessing,16:49:20.940026,16:49:20.941893,0.001867,535.74,3069.41,0.00,0.010000,0.000000,0.00000224
358,mqtt_communication,16:49:20.942235,16:49:20.942623,0.000388,2576.35,3069.41,0.00,0.010000,0.000000,0.00000187
359,lane_detection,16:49:20.971494,16:49:21.051679,0.080184,810.63,3069.41,0.00,0.600000,0.050000,0.00013558
359,car_overlay_reconstruction,16:49:21.052156,16:49:21.054980,0.002824,708.26,3069.41,0.00,0.020000,0.000000,0.00000426
359,object_detection_yolo,16:49:21.057871,16:49:21.096620,0.038749,800.02,3069.41,0.00,0.290000,0.020000,0.00006479
359,vehicle_analysis_postprocessing,16:49:21.097104,16:49:21.099029,0.001925,519.48,3069.41,0.00,0.010000,0.000000,0.00000226
359,mqtt_communication,16:49:21.099374,16:49:21.099761,0.000387,2584.29,3069.41,0.00,0.010000,0.000000,0.00000187
360,lane_detection,16:49:21.130113,16:49:21.210287,0.080174,798.26,3069.41,0.00,0.610000,0.030000,0.00013380
360,car_overlay_reconstruction,16:49:21.210749,16:49:21.213603,0.002853,700.92,3069.41,0.00,0.020000,0.000000,0.00000427
360,object_detection_yolo,16:49:21.213918,16:49:21.251989,0.038071,814.26,3069.41,0.00,0.280000,0.030000,0.00006462
360,vehicle_analysis_postprocessing,16:49:21.252359,16:49:21.254148,0.001789,1117.88,3069.41,0.00,0.020000,0.000000,0.00000400
360,mqtt_communication,16:49:21.254393,16:49:21.254734,0.000341,0.00,3069.41,0.00,0.000000,0.000000,0.00000009
361,lane_detection,16:49:21.274449,16:49:21.355232,0.080782,792.25,3069.41,0.00,0.610000,0.030000,0.00013396
361,car_overlay_reconstruction,16:49:21.355586,16:49:21.357731,0.002145,466.14,3069.41,0.00,0.010000,0.000000,0.00000231
361,object_detection_yolo,16:49:21.357971,16:49:21.395122,0.037151,807.51,3069.41,0.00,0.280000,0.020000,0.00006261
361,vehicle_analysis_postprocessing,16:49:21.395495,16:49:21.397301,0.001806,1107.41,3069.41,0.00,0.020000,0.000000,0.00000401
361,mqtt_communication,16:49:21.397550,16:49:21.397848,0.000298,0.00,3069.41,0.00,0.000000,0.000000,0.00000007
362,lane_detection,16:49:21.416963,16:49:21.502389,0.085426,807.72,3069.41,0.00,0.650000,0.040000,0.00014401
362,car_overlay_reconstruction,16:49:21.502889,16:49:21.506192,0.003304,605.41,3069.41,0.00,0.020000,0.000000,0.00000438
362,object_detection_yolo,16:49:21.506551,16:49:21.545187,0.038635,802.38,3069.41,0.00,0.290000,0.020000,0.00006476
362,vehicle_analysis_postprocessing,16:49:21.545548,16:49:21.547321,0.001774,1127.65,3069.41,0.00,0.020000,0.000000,0.00000400
362,mqtt_communication,16:49:21.547568,16:49:21.547867,0.000299,0.00,3069.41,0.00,0.000000,0.000000,0.00000007
363,lane_detection,16:49:21.568332,16:49:21.646737,0.078405,803.52,3069.41,0.00,0.600000,0.030000,0.00013158
363,car_overlay_reconstruction,16:49:21.647156,16:49:21.649885,0.002729,732.95,3069.41,0.00,0.020000,0.000000,0.00000424
363,object_detection_yolo,16:49:21.650180,16:49:21.688072,0.037892,818.11,3069.41,0.00,0.290000,0.020000,0.00006458
363,vehicle_analysis_postprocessing,16:49:21.688405,16:49:21.690570,0.002165,461.88,3069.41,0.00,0.010000,0.000000,0.00000232
363,mqtt_communication,16:49:21.690815,16:49:21.691206,0.000391,0.00,3069.41,0.00,0.000000,0.000000,0.00000010
364,lane_detection,16:49:21.711827,16:49:21.790828,0.079000,797.46,3069.41,0.00,0.590000,0.040000,0.00013173
364,car_overlay_reconstruction,16:49:21.791264,16:49:21.794073,0.002809,711.92,3069.41,0.00,0.020000,0.000000,0.00000426
364,object_detection_yolo,16:49:21.794374,16:49:21.832282,0.037908,791.40,3069.41,0.00,0.280000,0.020000,0.00006280
364,vehicle_analysis_postprocessing,16:49:21.832616,16:49:21.834872,0.002256,443.19,3069.41,0.00,0.010000,0.000000,0.00000234
364,mqtt_communication,16:49:21.835129,16:49:21.835483,0.000354,2828.26,3069.41,0.00,0.010000,0.000000,0.00000187
365,lane_detection,16:49:21.855733,16:49:21.938646,0.082913,820.14,3069.41,0.00,0.650000,0.030000,0.00014160
365,car_overlay_reconstruction,16:49:21.939134,16:49:21.941978,0.002844,703.15,3069.41,0.00,0.020000,0.000000,0.00000427
365,object_detection_yolo,16:49:21.942303,16:49:21.980484,0.038181,811.93,3069.41,0.00,0.290000,0.020000,0.00006465
365,vehicle_analysis_postprocessing,16:49:21.980817,16:49:21.982808,0.001992,502.13,3069.41,0.00,0.010000,0.000000,0.00000228
365,mqtt_communication,16:49:21.983083,16:49:21.983438,0.000355,2814.97,3069.41,0.00,0.010000,0.000000,0.00000187
366,lane_detection,16:49:22.013640,16:49:22.099234,0.085594,794.45,3069.41,0.00,0.650000,0.030000,0.00014227
366,car_overlay_reconstruction,16:49:22.099577,16:49:22.101770,0.002193,912.10,3069.41,0.00,0.020000,0.000000,0.00000410
366,object_detection_yolo,16:49:22.102020,16:49:22.139350,0.037331,776.84,3069.41,0.00,0.280000,0.010000,0.00006088
366,vehicle_analysis_postprocessing,16:49:22.139713,16:49:22.142664,0.002951,1016.72,3069.41,0.00,0.020000,0.010000,0.00000607
366,mqtt_communication,16:49:22.143001,16:49:22.143428,0.000427,2341.88,3069.41,0.00,0.010000,0.000000,0.00000188
367,lane_detection,16:49:22.173623,16:49:22.251388,0.077765,810.14,3069.41,0.00,0.580000,0.050000,0.00013142
367,car_overlay_reconstruction,16:49:22.251740,16:49:22.254000,0.002260,442.48,3069.41,0.00,0.010000,0.000000,0.00000234
367,object_detection_yolo,16:49:22.254254,16:49:22.291433,0.037178,780.03,3069.41,0.00,0.280000,0.010000,0.00006084
367,vehicle_analysis_postprocessing,16:49:22.291781,16:49:22.293932,0.002151,930.00,3069.41,0.00,0.010000,0.010000,0.00000409
367,mqtt_communication,16:49:22.294187,16:49:22.294526,0.000339,0.00,3069.41,0.00,0.000000,0.000000,0.00000008
368,lane_detection,16:49:22.322561,16:49:22.406100,0.083539,790.05,3069.41,0.00,0.630000,0.030000,0.00013820
368,car_overlay_reconstruction,16:49:22.406563,16:49:22.409286,0.002724,734.30,3069.41,0.00,0.020000,0.000000,0.00000424
368,object_detection_yolo,16:49:22.409589,16:49:22.448176,0.038587,803.38,3069.41,0.00,0.300000,0.010000,0.00006475
368,vehicle_analysis_postprocessing,16:49:22.448591,16:49:22.451137,0.002546,785.45,3069.41,0.00,0.020000,0.000000,0.00000419
368,mqtt_communication,16:49:22.451451,16:49:22.451838,0.000386,0.00,3069.41,0.00,0.000000,0.000000,0.00000010
369,lane_detection,16:49:22.479876,16:49:22.549844,0.069968,814.66,3069.41,0.00,0.540000,0.030000,0.00011881
369,car_overlay_reconstruction,16:49:22.550226,16:49:22.552606,0.002379,840.54,3069.41,0.00,0.020000,0.000000,0.00000415
369,object_detection_yolo,16:49:22.552861,16:49:22.590023,0.037162,780.37,3069.41,0.00,0.290000,0.000000,0.00006084
369,vehicle_analysis_postprocessing,16:49:22.590376,16:49:22.592234,0.001858,1076.43,3069.41,0.00,0.020000,0.000000,0.00000402
369,mqtt_communication,16:49:22.592482,16:49:22.592785,0.000303,0.00,3069.41,0.00,0.000000,0.000000,0.00000008
370,lane_detection,16:49:22.620630,16:49:22.704804,0.084175,807.84,3069.41,0.00,0.640000,0.040000,0.00014191
370,car_overlay_reconstruction,16:49:22.705154,16:49:22.707462,0.002307,866.86,3069.41,0.00,0.020000,0.000000,0.00000413
370,object_detection_yolo,16:49:22.707711,16:49:22.744987,0.037277,804.79,3069.41,0.00,0.280000,0.020000,0.00006264
370,vehicle_analysis_postprocessing,16:49:22.745372,16:49:22.747230,0.001858,538.28,3069.41,0.00,0.010000,0.000000,0.00000224
370,mqtt_communication,16:49:22.747482,16:49:22.747826,0.000343,2912.71,3069.41,0.00,0.010000,0.000000,0.00000186
371,lane_detection,16:49:22.775984,16:49:22.863170,0.087187,814.35,3069.41,0.00,0.670000,0.040000,0.00014800
371,car_overlay_reconstruction,16:49:22.863612,16:49:22.866635,0.003023,992.26,3069.41,0.00,0.030000,0.000000,0.00000609
371,object_detection_yolo,16:49:22.866957,16:49:22.905361,0.038405,781.15,3069.41,0.00,0.290000,0.010000,0.00006293
371,vehicle_analysis_postprocessing,16:49:22.905693,16:49:22.907493,0.001801,555.39,3069.41,0.00,0.010000,0.000000,0.00000223
371,mqtt_communication,16:49:22.907738,16:49:22.908046,0.000308,0.00,3069.41,0.00,0.000000,0.000000,0.00000008
372,lane_detection,16:49:22.936114,16:49:23.012379,0.076266,799.84,3069.41,0.00,0.580000,0.030000,0.00012749
372,car_overlay_reconstruction,16:49:23.012741,16:49:23.015150,0.002409,1245.22,3069.41,0.00,0.020000,0.010000,0.00000594
372,object_detection_yolo,16:49:23.015408,16:49:23.052553,0.037145,780.72,3069.41,0.00,0.280000,0.010000,0.00006083
372,vehicle_analysis_postprocessing,16:49:23.052921,16:49:23.054259,0.001338,747.25,3069.41,0.00,0.010000,0.000000,0.00000211
372,mqtt_communication,16:49:23.054513,16:49:23.054856,0.000343,0.00,3069.41,0.00,0.000000,0.000000,0.00000009
373,lane_detection,16:49:23.082617,16:49:23.162979,0.080362,796.40,3069.41,0.00,0.610000,0.030000,0.00013385
373,car_overlay_reconstruction,16:49:23.163397,16:49:23.166254,0.002856,1050.33,3069.41,0.00,0.020000,0.010000,0.00000605
373,object_detection_yolo,16:49:23.166545,16:49:23.204559,0.038013,789.20,3069.41,0.00,0.290000,0.010000,0.00006283
373,vehicle_analysis_postprocessing,16:49:23.204920,16:49:23.206651,0.001731,577.65,3069.41,0.00,0.010000,0.000000,0.00000221
373,mqtt_communication,16:49:23.206905,16:49:23.207270,0.000365,0.00,3069.41,0.00,0.000000,0.000000,0.00000009
374,lane_detection,16:49:23.235368,16:49:23.320821,0.085454,807.46,3069.41,0.00,0.650000,0.040000,0.00014401
374,car_overlay_reconstruction,16:49:23.321257,16:49:23.324127,0.002870,696.84,3069.41,0.00,0.020000,0.000000,0.00000427
374,object_detection_yolo,16:49:23.324438,16:49:23.362193,0.037755,794.60,3069.41,0.00,0.290000,0.010000,0.00006276
374,vehicle_analysis_postprocessing,16:49:23.362572,16:49:23.364448,0.001876,533.02,3069.41,0.00,0.010000,0.000000,0.00000225
374,mqtt_communication,16:49:23.364702,16:49:23.365060,0.000359,2786.91,3069.41,0.00,0.010000,0.000000,0.00000187
375,lane_detection,16:49:23.393111,16:49:23.475189,0.082078,791.93,3069.41,0.00,0.620000,0.030000,0.00013606
375,car_overlay_reconstruction,16:49:23.475626,16:49:23.478567,0.002941,680.12,3069.41,0.00,0.020000,0.000000,0.00000429
375,object_detection_yolo,16:49:23.478873,16:49:23.516484,0.037612,771.04,3069.41,0.00,0.280000,0.010000,0.00006095
375,vehicle_analysis_postprocessing,16:49:23.516835,16:49:23.518668,0.001833,1091.13,3069.41,0.00,0.020000,0.000000,0.00000401
375,mqtt_communication,16:49:23.518923,16:49:23.519297,0.000374,0.00,3069.41,0.00,0.000000,0.000000,0.00000009
376,lane_detection,16:49:23.541448,16:49:23.623007,0.081558,796.97,3069.41,0.00,0.630000,0.020000,0.00013593
376,car_overlay_reconstruction,16:49:23.623455,16:49:23.626378,0.002923,1026.25,3069.41,0.00,0.030000,0.000000,0.00000606
376,object_detection_yolo,16:49:23.626686,16:49:23.664236,0.037550,798.94,3069.41,0.00,0.280000,0.020000,0.00006271
376,vehicle_analysis_postprocessing,16:49:23.664617,16:49:23.666582,0.001965,508.83,3069.41,0.00,0.010000,0.000000,0.00000227
376,mqtt_communication,16:49:23.666847,16:49:23.667139,0.000291,0.00,3069.41,0.00,0.000000,0.000000,0.00000007
377,lane_detection,16:49:23.687299,16:49:23.769262,0.081962,805.25,3069.41,0.00,0.630000,0.030000,0.00013781
377,car_overlay_reconstruction,16:49:23.769868,16:49:23.773307,0.003439,872.30,3069.41,0.00,0.030000,0.000000,0.00000619
377,object_detection_yolo,16:49:23.773664,16:49:23.812410,0.038746,800.08,3069.41,0.00,0.290000,0.020000,0.00006479
377,vehicle_analysis_postprocessing,16:49:23.812887,16:49:23.815850,0.002964,1012.22,3069.41,0.00,0.030000,0.000000,0.00000607
377,mqtt_communication,16:49:23.816200,16:49:23.816629,0.000428,0.00,3069.41,0.00,0.000000,0.000000,0.00000011
378,lane_detection,16:49:23.845330,16:49:23.923206,0.077876,821.82,3069.41,0.00,0.600000,0.040000,0.00013323
378,car_overlay_reconstruction,16:49:23.923594,16:49:23.926198,0.002604,768.05,3069.41,0.00,0.020000,0.000000,0.00000421
378,object_detection_yolo,16:49:23.926464,16:49:23.963944,0.037480,800.43,3069.41,0.00,0.290000,0.010000,0.00006270
378,vehicle_analysis_postprocessing,16:49:23.964317,16:49:23.966132,0.001815,551.01,3069.41,0.00,0.010000,0.000000,0.00000223
378,mqtt_communication,16:49:23.966407,16:49:23.966698,0.000291,0.00,3069.41,0.00,0.000000,0.000000,0.00000007
379,lane_detection,16:49:23.994960,16:49:24.072175,0.077214,802.96,3069.41,0.00,0.570000,0.050000,0.00012951
379,car_overlay_reconstruction,16:49:24.072530,16:49:24.074872,0.002342,853.89,3069.41,0.00,0.020000,0.000000,0.00000414
379,object_detection_yolo,16:49:24.075128,16:49:24.112157,0.037029,810.19,3069.41,0.00,0.290000,0.010000,0.00006258
379,vehicle_analysis_postprocessing,16:49:24.112504,16:49:24.114345,0.001841,543.30,3069.41,0.00,0.010000,0.000000,0.00000224
379,mqtt_communication,16:49:24.114589,16:49:24.114913,0.000324,3090.87,3069.41,0.00,0.010000,0.000000,0.00000186
380,lane_detection,16:49:24.143212,16:49:24.222573,0.079360,806.45,3069.41,0.00,0.600000,0.040000,0.00013360
380,car_overlay_reconstruction,16:49:24.222984,16:49:24.225975,0.002992,1002.78,3069.41,0.00,0.020000,0.010000,0.00000608
380,object_detection_yolo,16:49:24.226262,16:49:24.264391,0.038129,786.80,3069.41,0.00,0.280000,0.020000,0.00006286
380,vehicle_analysis_postprocessing,16:49:24.264853,16:49:24.266951,0.002098,953.47,3069.41,0.00,0.020000,0.000000,0.00000408
380,mqtt_communication,16:49:24.267292,16:49:24.267684,0.000392,2549.73,3069.41,0.00,0.010000,0.000000,0.00000188
381,lane_detection,16:49:24.308144,16:49:24.422450,0.114306,743.62,3069.41,0.00,0.800000,0.050000,0.00017966
381,car_overlay_reconstruction,16:49:24.422903,16:49:24.426189,0.003286,912.86,3069.41,0.00,0.030000,0.000000,0.00000615
381,object_detection_yolo,16:49:24.426529,16:49:24.465838,0.039310,814.05,3069.41,0.00,0.300000,0.020000,0.00006671
381,vehicle_analysis_postprocessing,16:49:24.466351,16:49:24.468621,0.002271,440.35,3069.41,0.00,0.010000,0.000000,0.00000235
381,mqtt_communication,16:49:24.468982,16:49:24.469425,0.000443,0.00,3069.41,0.00,0.000000,0.000000,0.00000011
382,lane_detection,16:49:24.498513,16:49:24.567749,0.069236,823.27,3069.41,0.00,0.520000,0.050000,0.00011863
382,car_overlay_reconstruction,16:49:24.568111,16:49:24.570354,0.002243,891.55,3069.41,0.00,0.020000,0.000000,0.00000412
382,object_detection_yolo,16:49:24.570591,16:49:24.607660,0.037068,782.34,3069.41,0.00,0.280000,0.010000,0.00006081
382,vehicle_analysis_postprocessing,16:49:24.608010,16:49:24.609468,0.001457,686.13,3069.41,0.00,0.010000,0.000000,0.00000214
382,mqtt_communication,16:49:24.609711,16:49:24.610027,0.000316,0.00,3069.41,0.00,0.000000,0.000000,0.00000008
383,lane_detection,16:49:24.638757,16:49:24.700624,0.061867,792.02,3069.41,0.00,0.470000,0.020000,0.00010256
383,car_overlay_reconstruction,16:49:24.700985,16:49:24.703456,0.002471,1214.22,3069.41,0.00,0.020000,0.010000,0.00000595
383,object_detection_yolo,16:49:24.703722,16:49:24.740972,0.037249,778.54,3069.41,0.00,0.280000,0.010000,0.00006086
383,vehicle_analysis_postprocessing,16:49:24.741339,16:49:24.742505,0.001166,0.00,3069.41,0.00,0.000000,0.000000,0.00000029
383,mqtt_communication,16:49:24.742739,16:49:24.743061,0.000321,0.00,3069.41,0.00,0.000000,0.000000,0.00000008
384,lane_detection,16:49:24.771362,16:49:24.851506,0.080145,811.03,3070.03,0.62,0.610000,0.040000,0.00013558
384,car_overlay_reconstruction,16:49:24.851912,16:49:24.854712,0.002799,714.47,3070.03,0.00,0.020000,0.000000,0.00000425
384,object_detection_yolo,16:49:24.855004,16:49:24.892664,0.037660,796.61,3070.03,0.00,0.290000,0.010000,0.00006274
384,vehicle_analysis_postprocessing,16:49:24.893008,16:49:24.894430,0.001422,703.15,3070.03,0.00,0.010000,0.000000,0.00000213
384,mqtt_communication,16:49:24.894673,16:49:24.895051,0.000377,2651.27,3070.03,0.00,0.010000,0.000000,0.00000187
385,lane_detection,16:49:24.923315,16:49:25.002799,0.079485,792.61,3070.03,0.00,0.610000,0.020000,0.00013186
385,car_overlay_reconstruction,16:49:25.003149,16:49:25.005396,0.002246,1335.48,3070.03,0.00,0.020000,0.010000,0.00000589
385,object_detection_yolo,16:49:25.005631,16:49:25.042578,0.036947,784.91,3070.03,0.00,0.280000,0.010000,0.00006079
385,vehicle_analysis_postprocessing,16:49:25.042917,16:49:25.044342,0.001425,701.74,3070.03,0.00,0.010000,0.000000,0.00000213
385,mqtt_communication,16:49:25.044586,16:49:25.044883,0.000297,3363.52,3070.03,0.00,0.010000,0.000000,0.00000185
386,lane_detection,16:49:25.072482,16:49:25.150684,0.078202,818.39,3070.03,0.00,0.600000,0.040000,0.00013332
386,car_overlay_reconstruction,16:49:25.151101,16:49:25.153873,0.002771,721.66,3070.03,0.00,0.020000,0.000000,0.00000425
386,object_detection_yolo,16:49:25.154175,16:49:25.191778,0.037602,797.82,3070.03,0.00,0.280000,0.020000,0.00006273
386,vehicle_analysis_postprocessing,16:49:25.192127,16:49:25.193008,0.000881,2269.65,3070.03,0.00,0.010000,0.010000,0.00000378
386,mqtt_communication,16:49:25.193264,16:49:25.193590,0.000326,0.00,3070.03,0.00,0.000000,0.000000,0.00000008
387,lane_detection,16:49:25.221215,16:49:25.298944,0.077729,797.64,3070.03,0.00,0.590000,0.030000,0.00012964
387,car_overlay_reconstruction,16:49:25.299349,16:49:25.302201,0.002852,701.33,3070.03,0.00,0.020000,0.000000,0.00000427
387,object_detection_yolo,16:49:25.302495,16:49:25.340137,0.037642,823.55,3070.03,0.00,0.280000,0.030000,0.00006452
387,vehicle_analysis_postprocessing,16:49:25.340482,16:49:25.341407,0.000925,1080.73,3070.03,0.00,0.010000,0.000000,0.00000201
387,mqtt_communication,16:49:25.341652,16:49:25.341969,0.000317,0.00,3070.03,0.00,0.000000,0.000000,0.00000008
388,lane_detection,16:49:25.368782,16:49:25.433789,0.065007,815.29,3070.03,0.00,0.490000,0.040000,0.00011046
388,car_overlay_reconstruction,16:49:25.434185,16:49:25.436835,0.002650,754.57,3070.03,0.00,0.020000,0.000000,0.00000422
388,object_detection_yolo,16:49:25.437111,16:49:25.474507,0.037396,802.22,3070.03,0.00,0.290000,0.010000,0.00006268
388,vehicle_analysis_postprocessing,16:49:25.474839,16:49:25.475753,0.000914,1093.69,3070.03,0.00,0.010000,0.000000,0.00000201
388,mqtt_communication,16:49:25.475995,16:49:25.476322,0.000327,0.00,3070.03,0.00,0.000000,0.000000,0.00000008
389,lane_detection,16:49:25.502970,16:49:25.586856,0.083886,798.71,3070.03,0.00,0.630000,0.040000,0.00014007
389,car_overlay_reconstruction,16:49:25.587278,16:49:25.589895,0.002617,764.34,3070.03,0.00,0.020000,0.000000,0.00000421
389,object_detection_yolo,16:49:25.590183,16:49:25.627996,0.037813,793.37,3070.03,0.00,0.290000,0.010000,0.00006278
389,vehicle_analysis_postprocessing,16:49:25.628419,16:49:25.629361,0.000942,1061.85,3070.03,0.00,0.010000,0.000000,0.00000201
389,mqtt_communication,16:49:25.629604,16:49:25.629941,0.000337,0.00,3070.03,0.00,0.000000,0.000000,0.00000008
390,lane_detection,16:49:25.657449,16:49:25.737357,0.079908,813.44,3070.03,0.00,0.610000,0.040000,0.00013552
390,car_overlay_reconstruction,16:49:25.737787,16:49:25.740652,0.002866,1046.83,3070.03,0.00,0.030000,0.000000,0.00000605
390,object_detection_yolo,16:49:25.740966,16:49:25.778955,0.037990,789.69,3070.03,0.00,0.290000,0.010000,0.00006282
390,vehicle_analysis_postprocessing,16:49:25.779385,16:49:25.780790,0.001405,1423.49,3070.03,0.00,0.020000,0.000000,0.00000391
390,mqtt_communication,16:49:25.781045,16:49:25.781399,0.000354,0.00,3070.03,0.00,0.000000,0.000000,0.00000009
391,lane_detection,16:49:25.808437,16:49:25.887978,0.079541,804.62,3070.03,0.00,0.600000,0.040000,0.00013365
391,car_overlay_reconstruction,16:49:25.888390,16:49:25.891111,0.002722,734.88,3070.03,0.00,0.020000,0.000000,0.00000424
391,object_detection_yolo,16:49:25.891386,16:49:25.929272,0.037885,791.86,3070.03,0.00,0.290000,0.010000,0.00006280
391,vehicle_analysis_postprocessing,16:49:25.929607,16:49:25.931007,0.001400,714.29,3070.03,0.00,0.010000,0.000000,0.00000213
391,mqtt_communication,16:49:25.931263,16:49:25.931609,0.000346,2888.64,3070.03,0.00,0.010000,0.000000,0.00000186
392,lane_detection,16:49:25.958970,16:49:26.038702,0.079731,802.69,3070.03,0.00,0.600000,0.040000,0.00013370
392,car_overlay_reconstruction,16:49:26.039148,16:49:26.042101,0.002953,1015.82,3070.03,0.00,0.020000,0.010000,0.00000607
392,object_detection_yolo,16:49:26.042405,16:49:26.081181,0.038776,773.67,3070.03,0.00,0.290000,0.010000,0.00006302
392,vehicle_analysis_postprocessing,16:49:26.081631,16:49:26.083555,0.001924,519.80,3070.03,0.00,0.010000,0.000000,0.00000226
392,mqtt_communication,16:49:26.083877,16:49:26.084318,0.000441,2267.19,3070.03,0.00,0.010000,0.000000,0.00000189
393,lane_detection,16:49:26.113242,16:49:26.191825,0.078583,801.70,3070.03,0.00,0.590000,0.040000,0.00013163
393,car_overlay_reconstruction,16:49:26.192272,16:49:26.195178,0.002906,688.27,3070.03,0.00,0.020000,0.000000,0.00000428
393,object_detection_yolo,16:49:26.195479,16:49:26.234164,0.038685,801.35,3070.03,0.00,0.290000,0.020000,0.00006478
393,vehicle_analysis_postprocessing,16:49:26.234582,16:49:26.236441,0.001859,537.94,3070.03,0.00,0.010000,0.000000,0.00000224
393,mqtt_communication,16:49:26.236770,16:49:26.237225,0.000455,2199.43,3070.03,0.00,0.010000,0.000000,0.00000189
394,lane_detection,16:49:26.268603,16:49:26.348854,0.080250,809.97,3070.03,0.00,0.620000,0.030000,0.00013561
394,car_overlay_reconstruction,16:49:26.349319,16:49:26.352338,0.003019,662.45,3070.03,0.00,0.020000,0.000000,0.00000431
394,object_detection_yolo,16:49:26.352651,16:49:26.391675,0.039023,794.40,3070.03,0.00,0.280000,0.030000,0.00006486
394,vehicle_analysis_postprocessing,16:49:26.392190,16:49:26.394090,0.001900,526.26,3070.03,0.00,0.010000,0.000000,0.00000225
394,mqtt_communication,16:49:26.394424,16:49:26.394836,0.000412,2425.86,3070.03,0.00,0.010000,0.000000,0.00000188
395,lane_detection,16:49:26.420654,16:49:26.498641,0.077987,795.00,3070.03,0.00,0.580000,0.040000,0.00012971
395,car_overlay_reconstruction,16:49:26.498989,16:49:26.501262,0.002273,439.98,3070.03,0.00,0.010000,0.000000,0.00000235
395,object_detection_yolo,16:49:26.501499,16:49:26.538505,0.037005,783.67,3070.03,0.00,0.270000,0.020000,0.00006080
395,vehicle_analysis_postprocessing,16:49:26.538844,16:49:26.540125,0.001281,780.77,3070.03,0.00,0.010000,0.000000,0.00000210
395,mqtt_communication,16:49:26.540368,16:49:26.540677,0.000309,0.00,3070.03,0.00,0.000000,0.000000,0.00000008
396,lane_detection,16:49:26.560186,16:49:26.636638,0.076452,810.96,3070.03,0.00,0.590000,0.030000,0.00012932
396,car_overlay_reconstruction,16:49:26.636977,16:49:26.639320,0.002342,1280.70,3070.03,0.00,0.020000,0.010000,0.00000592
396,object_detection_yolo,16:49:26.639562,16:49:26.677858,0.038296,783.37,3070.03,0.00,0.290000,0.010000,0.00006290
396,vehicle_analysis_postprocessing,16:49:26.678323,16:49:26.680418,0.002096,954.34,3070.03,0.00,0.020000,0.000000,0.00000408
396,mqtt_communication,16:49:26.680758,16:49:26.681125,0.000367,0.00,3070.03,0.00,0.000000,0.000000,0.00000009
397,lane_detection,16:49:26.709369,16:49:26.791769,0.082400,800.97,3070.03,0.00,0.630000,0.030000,0.00013792
397,car_overlay_reconstruction,16:49:26.792219,16:49:26.795124,0.002906,688.32,3070.03,0.00,0.020000,0.000000,0.00000428
397,object_detection_yolo,16:49:26.795459,16:49:26.833611,0.038152,786.32,3070.03,0.00,0.280000,0.020000,0.00006287
397,vehicle_analysis_postprocessing,16:49:26.833940,16:49:26.835278,0.001338,747.25,3070.03,0.00,0.010000,0.000000,0.00000211
397,mqtt_communication,16:49:26.835519,16:49:26.835807,0.000288,0.00,3070.03,0.00,0.000000,0.000000,0.00000007
398,lane_detection,16:49:26.863441,16:49:26.942417,0.078976,810.37,3070.03,0.00,0.610000,0.030000,0.00013351
398,car_overlay_reconstruction,16:49:26.942806,16:49:26.945372,0.002566,779.47,3070.03,0.00,0.020000,0.000000,0.00000420
