Frame,Module,Start_Time,End_Time,Duration_s,CPU_Usage_%,Memory_Usage_MB,Memory_Delta_MB,CPU_Time_User_s,CPU_Time_System_s,GPU_0_Utilization_%,GPU_0_Memory_MB,GPU_0_Memory_Delta_MB,GPU_0_Power_W,GPU_0_Power_Delta_W,GPU_1_Utilization_%,GPU_1_Memory_MB,GPU_1_Memory_Delta_MB,GPU_1_Power_W,GPU_1_Power_Delta_W,Total_GPU_Energy_Wh,Estimated_Total_Energy_Wh
2,car_overlay_reconstruction,13:45:02.301113,13:45:02.304164,0.003050,655.67,2943.35,0.00,0.020000,0.000000,25.00,1118.00,0.00,32.85,0.00,12.00,4414.50,0.00,31.74,0.00,0.00005472,0.00005901
2,object_detection_yolo,13:45:02.305318,13:45:02.342213,0.036895,786.01,2943.35,0.00,0.280000,0.010000,25.00,1118.00,0.00,43.54,21.38,12.00,4414.50,0.00,31.78,0.08,0.00077184,0.00083223
2,vehicle_analysis_postprocessing,13:45:02.346503,13:45:02.347460,0.000957,1045.18,2943.35,0.00,0.010000,0.000000,25.00,1118.00,0.00,54.22,0.00,12.00,4414.50,0.00,31.81,0.00,0.00002287,0.00002487
2,mqtt_communication,13:45:02.348591,13:45:02.349710,0.001118,0.00,2943.35,0.00,0.000000,0.000000,25.00,1118.00,0.00,54.22,0.00,12.00,4414.50,0.00,31.58,-0.47,0.00002666,0.00002692
3,lane_detection,13:45:02.386878,13:45:02.421542,0.034664,807.76,2946.73,0.00,0.260000,0.020000,26.50,1118.00,0.00,30.49,6.07,9.50,4414.50,0.00,31.93,-2.11,0.00060098,0.00065907
3,car_overlay_reconstruction,13:45:02.425886,13:45:02.429034,0.003148,952.96,2946.73,0.00,0.020000,0.010000,28.00,1118.00,0.00,33.52,0.00,7.00,4414.50,0.00,30.82,-0.10,0.00005627,0.00006236
3,object_detection_yolo,13:45:02.434558,13:45:02.475850,0.041291,799.20,2946.73,0.00,0.310000,0.020000,28.00,1118.00,0.00,40.31,23.20,7.00,4414.50,0.00,31.97,2.40,0.00082899,0.00089756
3,vehicle_analysis_postprocessing,13:45:02.481591,13:45:02.482605,0.001013,1973.79,2946.73,0.00,0.010000,0.010000,28.00,1118.00,0.00,51.91,0.00,7.00,4414.50,0.00,33.17,0.00,0.00002395,0.00002774
3,mqtt_communication,13:45:02.483736,13:45:02.484879,0.001143,874.72,2946.73,0.00,0.010000,0.000000,28.00,1118.00,0.00,51.91,0.00,7.00,4414.50,0.00,33.17,0.00,0.00002702,0.00002907
4,lane_detection,13:45:02.508665,13:45:02.545333,0.036668,818.16,2950.23,0.00,0.280000,0.020000,28.00,1118.00,0.00,31.26,4.91,7.00,4414.50,0.00,31.74,-2.13,0.00064173,0.00070387
4,car_overlay_reconstruction,13:45:02.549568,13:45:02.556655,0.007087,846.59,2950.23,0.00,0.050000,0.010000,28.00,1118.00,0.00,31.55,-4.34,7.00,4414.50,0.00,30.77,0.00,0.00012269,0.00013506
4,object_detection_yolo,13:45:02.560625,13:45:02.597595,0.036970,838.51,2950.23,0.00,0.290000,0.020000,30.50,1118.00,0.00,41.95,25.13,7.00,4414.50,0.00,31.68,1.82,0.00075611,0.00082009
4,vehicle_analysis_postprocessing,13:45:02.601918,13:45:02.603199,0.001281,1560.96,2950.23,0.00,0.010000,0.010000,33.00,1118.00,0.00,54.51,0.00,7.00,4414.50,0.00,32.59,0.00,0.00003100,0.00003486
4,mqtt_communication,13:45:02.604336,13:45:02.605445,0.001110,901.23,2950.23,0.00,0.010000,0.000000,33.00,1118.00,0.00,54.51,0.00,7.00,4414.50,0.00,32.59,0.00,0.00002685,0.00002889
5,lane_detection,13:45:02.634119,13:45:02.668210,0.034091,792.00,2952.60,0.00,0.250000,0.020000,33.00,1118.00,0.00,30.93,5.40,7.00,4414.50,0.00,31.68,-1.44,0.00059289,0.00064909
5,car_overlay_reconstruction,13:45:02.675148,13:45:02.697008,0.021860,823.42,2952.60,0.00,0.150000,0.030000,33.00,1118.00,0.00,27.84,-1.16,7.00,4414.50,0.00,32.21,0.00,0.00036463,0.00040189
5,object_detection_yolo,13:45:02.705997,13:45:02.744233,0.038236,810.76,2952.60,0.00,0.290000,0.020000,36.00,1118.00,0.00,40.89,27.26,7.00,4414.50,0.00,32.35,0.28,0.00077792,0.00084221
5,vehicle_analysis_postprocessing,13:45:02.748445,13:45:02.749408,0.000963,0.00,2952.60,0.00,0.000000,0.000000,39.00,1118.00,0.00,54.52,0.00,8.00,4414.50,0.00,32.49,0.00,0.00002327,0.00002350
5,mqtt_communication,13:45:02.750523,13:45:02.755098,0.004575,874.27,2952.60,0.00,0.030000,0.010000,39.00,1118.00,0.00,54.52,0.00,8.00,4414.50,0.00,31.72,0.00,0.00010960,0.00011781
6,lane_detection,13:45:02.785217,13:45:02.821551,0.036334,798.16,2958.85,2.75,0.270000,0.020000,39.00,1118.00,0.00,30.64,5.60,8.00,4414.50,0.00,31.73,-1.73,0.00062954,0.00068984
6,car_overlay_reconstruction,13:45:02.825844,13:45:02.828868,0.003024,661.30,2958.85,0.00,0.020000,0.000000,39.00,1118.00,0.00,33.45,0.00,8.00,4414.50,0.00,30.87,0.00,0.00005403,0.00005831
6,object_detection_yolo,13:45:02.830015,13:45:02.871329,0.041314,798.77,2958.85,0.00,0.310000,0.020000,39.00,1118.00,0.00,44.75,22.61,8.00,4414.50,0.00,31.25,0.77,0.00087222,0.00094084
6,vehicle_analysis_postprocessing,13:45:02.875667,13:45:02.876629,0.000963,1038.71,2958.85,0.00,0.010000,0.000000,39.00,1118.00,0.00,56.06,0.00,8.00,4414.50,0.00,31.64,0.00,0.00002345,0.00002546
6,mqtt_communication,13:45:02.877723,13:45:02.878826,0.001103,906.48,2958.85,0.00,0.010000,0.000000,39.00,1118.00,0.00,47.79,-16.54,8.00,4414.50,0.00,31.64,0.00,0.00002434,0.00002638
7,lane_detection,13:45:02.910119,13:45:02.946056,0.035937,806.98,2959.48,0.00,0.270000,0.020000,32.00,1118.00,0.00,31.17,6.27,8.50,4414.50,0.00,32.12,-0.95,0.00063174,0.00069195
7,car_overlay_reconstruction,13:45:02.950267,13:45:02.957552,0.007285,823.60,2959.48,0.00,0.050000,0.010000,25.00,1118.00,0.00,34.30,0.00,9.00,4414.50,0.00,31.25,0.00,0.00013266,0.00014508
7,object_detection_yolo,13:45:02.958706,13:45:03.000487,0.041781,813.76,2959.48,0.00,0.310000,0.030000,25.00,1118.00,0.00,40.74,23.48,9.00,4414.50,0.00,31.78,1.05,0.00084168,0.00091218
7,vehicle_analysis_postprocessing,13:45:03.005687,13:45:03.006906,0.001219,1640.64,2959.48,0.00,0.010000,0.010000,25.00,1118.00,0.00,52.49,0.00,9.00,4414.50,0.00,32.30,0.00,0.00002871,0.00003256
7,mqtt_communication,13:45:03.008327,13:45:03.009700,0.001372,728.68,2959.48,0.00,0.010000,0.000000,25.00,1118.00,0.00,52.49,0.00,9.00,4414.50,0.00,32.30,0.00,0.00003232,0.00003443
8,lane_detection,13:45:03.031055,13:45:03.075325,0.044270,835.78,2962.98,0.00,0.340000,0.030000,25.00,1118.00,0.00,30.83,3.27,9.00,4414.50,0.00,31.54,-1.36,0.00076698,0.00084343
8,car_overlay_reconstruction,13:45:03.079657,13:45:03.085969,0.006311,950.66,2962.98,0.00,0.050000,0.010000,30.00,1118.00,0.00,30.35,0.00,6.00,4414.50,0.00,30.87,0.00,0.00010732,0.00011951
8,object_detection_yolo,13:45:03.087225,13:45:03.123829,0.036603,792.28,2962.98,0.00,0.280000,0.010000,30.00,1118.00,0.00,42.83,24.96,6.00,4414.50,0.00,31.68,1.63,0.00075758,0.00081796
8,vehicle_analysis_postprocessing,13:45:03.128128,13:45:03.129076,0.000948,0.00,2962.98,0.00,0.000000,0.000000,30.00,1118.00,0.00,55.31,0.00,6.00,4414.50,0.00,32.49,0.00,0.00002312,0.00002335
8,mqtt_communication,13:45:03.130225,13:45:03.131359,0.001134,881.71,2962.98,0.00,0.010000,0.000000,30.00,1118.00,0.00,55.31,0.00,6.00,4414.50,0.00,32.50,0.01,0.00002766,0.00002971
9,lane_detection,13:45:03.156872,13:45:03.190849,0.033977,765.23,2969.10,0.00,0.250000,0.010000,30.00,1118.00,0.00,31.55,5.50,6.00,4414.50,0.00,32.47,-1.65,0.00060420,0.00065863
9,car_overlay_reconstruction,13:45:03.196374,13:45:03.199345,0.002971,673.13,2969.10,0.00,0.020000,0.000000,30.00,1118.00,0.00,32.13,-4.34,6.00,4414.50,0.00,31.64,0.00,0.00005263,0.00005691
9,object_detection_yolo,13:45:03.204532,13:45:03.241198,0.036666,763.65,2969.10,0.00,0.270000,0.010000,30.00,1118.00,0.00,41.51,23.10,6.00,4414.44,-0.06,32.26,1.24,0.00075140,0.00081003
9,vehicle_analysis_postprocessing,13:45:03.246057,13:45:03.250434,0.004378,456.85,2969.10,0.00,0.020000,0.000000,45.00,1118.00,0.00,53.06,0.00,8.00,4414.44,0.00,32.88,0.00,0.00010451,0.00010913
9,mqtt_communication,13:45:03.251569,13:45:03.256275,0.004706,637.43,2969.10,0.00,0.030000,0.000000,45.00,1118.00,0.00,53.06,0.00,8.00,4414.44,0.00,31.72,0.00,0.00011084,0.00011731
10,lane_detection,13:45:03.279260,13:45:03.320316,0.041056,803.78,2975.35,2.75,0.310000,0.020000,45.00,1118.00,0.00,31.55,5.30,8.00,4414.44,0.00,31.68,-1.63,0.00072118,0.00078978
10,car_overlay_reconstruction,13:45:03.326293,13:45:03.329335,0.003042,986.04,2975.35,0.00,0.030000,0.000000,45.00,1118.00,0.00,34.20,0.00,8.00,4414.44,0.00,30.87,0.00,0.00005500,0.00006107
10,object_detection_yolo,13:45:03.330543,13:45:03.364046,0.033503,805.90,2975.35,0.00,0.250000,0.020000,45.00,1118.00,0.00,48.02,27.63,8.00,4414.44,0.00,31.58,1.42,0.00074080,0.00079692
10,vehicle_analysis_postprocessing,13:45:03.368255,13:45:03.369258,0.001003,996.75,2975.35,0.00,0.010000,0.000000,45.00,1118.00,0.00,61.84,0.00,8.00,4414.44,0.00,32.29,0.00,0.00002623,0.00002825
10,mqtt_communication,13:45:03.370375,13:45:03.371506,0.001130,884.69,2975.35,0.00,0.010000,0.000000,45.00,1118.00,0.00,61.84,0.00,8.00,4414.44,0.00,31.86,-0.87,0.00002942,0.00003147
11,lane_detection,13:45:03.402666,13:45:03.436402,0.033736,800.33,2976.10,0.00,0.260000,0.010000,34.00,1118.00,0.00,32.86,6.75,8.50,4414.44,0.00,32.13,-2.33,0.00060898,0.00066515
11,car_overlay_reconstruction,13:45:03.440680,13:45:03.447087,0.006407,624.36,2976.10,0.00,0.040000,0.000000,23.00,1118.00,0.00,33.14,0.00,9.00,4414.44,0.00,30.96,0.00,0.00011408,0.00012274
11,object_detection_yolo,13:45:03.448240,13:45:03.481581,0.033341,809.82,2976.10,0.00,0.250000,0.020000,23.00,1118.00,0.00,46.28,26.28,9.00,4414.44,0.00,31.54,1.14,0.00072071,0.00077678
11,vehicle_analysis_postprocessing,13:45:03.487031,13:45:03.488076,0.001045,0.00,2976.10,0.00,0.000000,0.000000,23.00,1118.00,0.00,59.42,0.00,9.00,4414.44,0.00,32.11,0.00,0.00002657,0.00002682
11,mqtt_communication,13:45:03.489190,13:45:03.490302,0.001112,899.49,2976.10,0.00,0.010000,0.000000,23.00,1118.00,0.00,59.42,0.00,9.00,4414.44,0.00,32.11,0.00,0.00002827,0.00003031
12,lane_detection,13:45:03.519937,13:45:03.557780,0.037843,819.17,2979.66,0.06,0.280000,0.030000,23.00,1118.00,0.00,32.04,5.69,9.00,4414.44,0.00,31.30,-0.87,0.00066583,0.00073011
12,car_overlay_reconstruction,13:45:03.562335,13:45:03.567477,0.005141,778.02,2979.66,0.00,0.030000,0.010000,23.00,1118.00,0.00,32.75,0.00,9.00,4414.44,0.00,30.87,0.00,0.00009086,0.00009922
12,object_detection_yolo,13:45:03.568676,13:45:03.602141,0.033465,806.80,2979.66,0.00,0.260000,0.010000,27.50,1118.00,0.00,46.76,28.02,7.50,4414.44,0.00,31.73,1.71,0.00072965,0.00078576
12,vehicle_analysis_postprocessing,13:45:03.607102,13:45:03.608125,0.001023,977.47,2979.66,0.00,0.010000,0.000000,32.00,1118.00,0.00,60.77,0.00,6.00,4414.44,0.00,32.58,0.00,0.00002653,0.00002856
12,mqtt_communication,13:45:03.609285,13:45:03.610479,0.001194,0.00,2979.66,0.00,0.000000,0.000000,32.00,1118.00,0.00,60.77,0.00,6.00,4414.44,0.00,32.58,0.00,0.00003096,0.00003125
13,lane_detection,13:45:03.639827,13:45:03.678046,0.038218,784.96,2985.79,2.75,0.280000,0.020000,32.00,1118.00,0.00,32.28,6.18,6.00,4414.44,0.00,31.64,-1.53,0.00067854,0.00074116
13,car_overlay_reconstruction,13:45:03.682343,13:45:03.687807,0.005465,731.99,2985.79,0.00,0.040000,0.000000,32.00,1118.00,0.00,32.75,0.00,6.00,4414.44,0.00,30.87,0.00,0.00009658,0.00010502
13,object_detection_yolo,13:45:03.689030,13:45:03.722744,0.033714,800.85,2985.79,0.00,0.260000,0.010000,32.00,1118.00,0.00,46.70,27.90,6.00,4414.44,0.00,31.92,2.10,0.00073631,0.00079250
13,vehicle_analysis_postprocessing,13:45:03.727473,13:45:03.728490,0.001018,982.73,2985.79,0.00,0.010000,0.000000,32.00,1118.00,0.00,60.65,0.00,6.00,4414.44,0.00,32.97,0.00,0.00002646,0.00002849
13,mqtt_communication,13:45:03.729598,13:45:03.730722,0.001124,889.57,2985.79,0.00,0.010000,0.000000,32.00,1118.00,0.00,60.65,0.00,6.00,4414.44,0.00,32.97,0.00,0.00002923,0.00003129
14,lane_detection,13:45:03.753651,13:45:03.789634,0.035983,778.14,2986.43,0.02,0.260000,0.020000,36.00,1118.00,0.00,33.00,4.34,9.00,4414.44,0.00,32.21,-0.97,0.00065183,0.00071035
14,car_overlay_reconstruction,13:45:03.794122,13:45:03.800518,0.006395,781.85,2986.43,0.00,0.050000,0.000000,36.00,1118.00,0.00,35.17,0.00,9.00,4414.44,0.00,31.34,0.00,0.00011815,0.00012860
14,object_detection_yolo,13:45:03.801713,13:45:03.838578,0.036865,813.77,2986.43,0.00,0.280000,0.020000,36.00,1118.00,0.00,46.47,32.23,9.00,4414.44,0.00,31.91,1.15,0.00080263,0.00086492
14,vehicle_analysis_postprocessing,13:45:03.842810,13:45:03.846129,0.003319,1205.26,2986.43,0.00,0.030000,0.010000,36.00,1118.00,0.00,51.55,0.00,9.00,4414.44,0.00,32.49,0.00,0.00007747,0.00008539
14,mqtt_communication,13:45:03.847238,13:45:03.848397,0.001159,862.85,2986.43,0.00,0.010000,0.000000,36.00,1118.00,0.00,51.55,0.00,9.00,4414.44,0.00,32.49,0.00,0.00002705,0.00002911
15,lane_detection,13:45:03.877063,13:45:03.911779,0.034716,835.34,2989.80,0.00,0.270000,0.020000,36.00,1118.00,0.00,32.81,6.47,9.00,4420.44,0.00,32.36,-0.69,0.00062847,0.00068847
15,car_overlay_reconstruction,13:45:03.917896,13:45:03.921046,0.003150,634.92,2989.80,0.00,0.020000,0.000000,28.00,1118.00,0.00,33.54,-5.02,9.50,4420.44,0.00,32.02,0.00,0.00005736,0.00006168
15,object_detection_yolo,13:45:03.926609,13:45:03.960177,0.033569,804.32,2989.80,0.00,0.260000,0.010000,28.00,1118.00,0.00,46.86,31.66,10.00,4414.44,0.00,32.25,0.48,0.00073767,0.00079384
15,vehicle_analysis_postprocessing,13:45:03.964459,13:45:03.967376,0.002918,685.46,2989.80,0.00,0.020000,0.000000,28.00,1118.00,0.00,51.62,0.00,10.00,4414.44,0.00,32.49,0.00,0.00006818,0.00007244
15,mqtt_communication,13:45:03.968529,13:45:03.969686,0.001157,864.09,2989.80,0.00,0.010000,0.000000,28.00,1118.00,0.00,51.62,0.00,10.00,4414.44,0.00,32.49,0.00,0.00002704,0.00002910
16,lane_detection,13:45:03.999422,13:45:04.034643,0.035221,794.98,2993.31,0.00,0.260000,0.020000,28.00,1118.00,0.00,32.23,5.69,10.00,4414.44,0.00,31.82,-1.16,0.00062665,0.00068500
16,car_overlay_reconstruction,13:45:04.039045,13:45:04.042007,0.002962,1012.79,2993.31,0.00,0.030000,0.000000,28.00,1118.00,0.00,33.20,-3.76,10.00,4414.44,0.00,31.24,0.00,0.00005302,0.00005907
16,object_detection_yolo,13:45:04.046613,13:45:04.079962,0.033348,779.65,2993.31,0.00,0.260000,0.000000,28.00,1118.00,0.00,46.90,31.17,10.00,4414.44,0.00,31.82,1.15,0.00072921,0.00078355
16,vehicle_analysis_postprocessing,13:45:04.084561,13:45:04.090635,0.006074,823.19,2993.31,0.00,0.040000,0.010000,40.00,1118.00,0.00,46.17,0.00,8.00,4414.44,0.00,32.39,0.00,0.00013254,0.00014291
16,mqtt_communication,13:45:04.091756,13:45:04.092954,0.001199,0.00,2993.31,0.00,0.000000,0.000000,40.00,1118.00,0.00,46.17,0.00,8.00,4414.44,0.00,32.54,0.30,0.00002621,0.00002650
17,lane_detection,13:45:04.126649,13:45:04.160306,0.033657,802.22,2996.31,0.00,0.250000,0.020000,40.00,1118.00,0.00,32.66,7.52,8.00,4414.44,0.00,32.08,-1.07,0.00060525,0.00066146
17,car_overlay_reconstruction,13:45:04.164521,13:45:04.169460,0.004939,809.95,2996.31,0.00,0.040000,0.000000,40.00,1118.00,0.00,34.01,0.00,8.00,4414.44,0.00,31.55,0.00,0.00008993,0.00009825
17,object_detection_yolo,13:45:04.170726,13:45:04.203939,0.033213,843.05,2996.31,0.00,0.260000,0.020000,40.00,1118.00,0.00,47.62,27.23,8.00,4414.44,0.00,32.26,1.43,0.00073700,0.00079488
17,vehicle_analysis_postprocessing,13:45:04.208691,13:45:04.209660,0.000969,1032.06,2996.31,0.00,0.010000,0.000000,40.00,1118.00,0.00,61.24,0.00,8.00,4414.44,0.00,32.98,0.00,0.00002536,0.00002737
17,mqtt_communication,13:45:04.210805,13:45:04.211906,0.001100,1817.68,2996.31,0.00,0.010000,0.010000,40.00,1118.00,0.00,61.24,0.00,8.00,4414.44,0.00,32.98,0.00,0.00002880,0.00003262
18,lane_detection,13:45:04.241274,13:45:04.276680,0.035406,819.07,3001.93,2.75,0.260000,0.030000,31.00,1118.00,0.00,32.71,5.69,8.50,4414.44,0.00,32.51,-2.31,0.00064143,0.00070163
18,car_overlay_reconstruction,13:45:04.280928,13:45:04.283870,0.002942,1019.60,3001.93,0.00,0.020000,0.010000,22.00,1118.00,0.00,33.82,-3.48,9.00,4414.44,0.00,31.35,0.00,0.00005327,0.00005932
18,object_detection_yolo,13:45:04.287726,13:45:04.320970,0.033244,842.27,3001.93,0.00,0.260000,0.020000,22.00,1118.00,0.00,47.67,31.18,9.00,4414.44,0.00,32.21,1.72,0.00073766,0.00079556
18,vehicle_analysis_postprocessing,13:45:04.325773,13:45:04.328290,0.002517,794.68,3001.93,0.00,0.020000,0.000000,22.00,1118.00,0.00,52.90,0.00,9.00,4414.44,0.00,33.07,0.00,0.00006010,0.00006427
18,mqtt_communication,13:45:04.329407,13:45:04.330540,0.001133,0.00,3001.93,0.00,0.000000,0.000000,22.00,1118.00,0.00,52.90,0.00,9.00,4414.44,0.00,33.07,0.00,0.00002705,0.00002733
19,lane_detection,13:45:04.350933,13:45:04.384573,0.033640,802.61,3002.18,0.00,0.250000,0.020000,22.00,1118.00,0.00,34.02,5.60,9.00,4414.44,0.00,32.02,-0.01,0.00061712,0.00067334
19,car_overlay_reconstruction,13:45:04.389134,13:45:04.392186,0.003051,983.19,3002.18,0.00,0.030000,0.000000,22.00,1118.00,0.00,36.82,0.00,9.00,4414.44,0.00,32.02,0.00,0.00005834,0.00006442
19,object_detection_yolo,13:45:04.393336,13:45:04.426693,0.033357,779.45,3002.18,0.00,0.240000,0.020000,30.50,1118.00,0.00,49.94,26.25,8.50,4414.44,0.00,31.96,-0.11,0.00075890,0.00081327
19,vehicle_analysis_postprocessing,13:45:04.430901,13:45:04.431862,0.000961,2082.06,3002.18,0.00,0.010000,0.010000,39.00,1118.00,0.00,63.07,0.00,8.00,4414.44,0.00,31.91,0.00,0.00002534,0.00002913
19,mqtt_communication,13:45:04.432970,13:45:04.434080,0.001110,0.00,3002.18,0.00,0.000000,0.000000,39.00,1118.00,0.00,63.07,0.00,8.00,4414.44,0.00,31.52,-0.77,0.00002916,0.00002943
20,lane_detection,13:45:04.462704,13:45:04.500427,0.037723,795.26,3007.93,2.75,0.280000,0.020000,39.00,1118.00,0.00,32.52,5.50,8.00,4414.44,0.00,31.50,-0.68,0.00067081,0.00073338
20,car_overlay_reconstruction,13:45:04.504763,13:45:04.509857,0.005094,588.89,3007.93,0.00,0.030000,0.000000,39.00,1118.00,0.00,32.95,0.00,8.00,4414.44,0.00,31.16,0.00,0.00009072,0.00009730
20,object_detection_yolo,13:45:04.511083,13:45:04.544292,0.033210,782.90,3007.93,0.00,0.250000,0.010000,39.00,1118.00,0.00,47.05,28.21,8.00,4414.44,0.00,31.92,1.52,0.00072852,0.00078287
20,vehicle_analysis_postprocessing,13:45:04.549476,13:45:04.550424,0.000948,1055.17,3007.93,0.00,0.010000,0.000000,39.00,1118.00,0.00,61.16,0.00,8.00,4414.44,0.00,32.68,0.00,0.00002470,0.00002671
20,mqtt_communication,13:45:04.551549,13:45:04.552671,0.001122,891.27,3007.93,0.00,0.010000,0.000000,39.00,1118.00,0.00,61.16,0.00,8.00,4414.44,0.00,32.68,0.00,0.00002925,0.00003130
21,lane_detection,13:45:04.580312,13:45:04.614832,0.034519,782.17,3008.18,0.00,0.260000,0.010000,33.50,1118.00,0.00,33.35,6.56,8.00,4414.44,0.00,31.68,-1.25,0.00062347,0.00067992
21,car_overlay_reconstruction,13:45:04.619722,13:45:04.622664,0.002943,1019.52,3008.18,0.00,0.030000,0.000000,28.00,1118.00,0.00,34.21,-4.82,8.00,4414.44,0.00,31.05,0.00,0.00005334,0.00005940
21,object_detection_yolo,13:45:04.628160,13:45:04.661226,0.033066,816.55,3008.18,0.00,0.260000,0.010000,28.00,1118.00,0.00,47.63,31.66,8.00,4414.44,0.00,31.72,1.34,0.00072880,0.00078490
21,vehicle_analysis_postprocessing,13:45:04.665461,13:45:04.668757,0.003296,1213.45,3008.18,0.00,0.030000,0.010000,28.00,1118.00,0.00,52.30,0.00,8.00,4414.44,0.00,32.39,0.00,0.00007754,0.00008546
21,mqtt_communication,13:45:04.669889,13:45:04.670989,0.001100,909.04,3008.18,0.00,0.010000,0.000000,28.00,1118.00,0.00,52.30,0.00,8.00,4414.44,0.00,32.39,0.00,0.00002588,0.00002792
22,lane_detection,13:45:04.701323,13:45:04.736331,0.035008,799.81,3013.93,2.75,0.260000,0.020000,28.00,1118.00,0.00,32.62,6.08,8.00,4414.44,0.00,31.59,-1.05,0.00062434,0.00068270
22,car_overlay_reconstruction,13:45:04.740568,13:45:04.743516,0.002948,1017.62,3013.93,0.00,0.030000,0.000000,28.00,1118.00,0.00,33.63,-4.04,8.00,4414.44,0.00,31.06,0.00,0.00005298,0.00005903
22,object_detection_yolo,13:45:04.748440,13:45:04.781693,0.033253,781.88,3013.93,0.00,0.240000,0.020000,27.50,1118.00,0.00,47.35,31.48,7.50,4414.44,0.00,31.82,1.52,0.00073133,0.00078570
22,vehicle_analysis_postprocessing,13:45:04.785914,13:45:04.788922,0.003007,665.02,3013.93,0.00,0.020000,0.000000,27.00,1118.00,0.00,52.70,0.00,7.00,4414.44,0.00,32.59,0.00,0.00007125,0.00007554
22,mqtt_communication,13:45:04.790179,13:45:04.791422,0.001243,804.43,3013.93,0.00,0.010000,0.000000,27.00,1118.00,0.00,52.70,0.00,7.00,4414.44,0.00,32.59,0.00,0.00002945,0.00003153
23,lane_detection,13:45:04.818919,13:45:04.852525,0.033606,803.43,3014.06,0.00,0.250000,0.020000,27.00,1118.00,0.00,33.34,6.75,7.00,4414.44,0.00,32.07,-1.85,0.00061058,0.00066683
23,car_overlay_reconstruction,13:45:04.856832,13:45:04.863175,0.006344,788.17,3014.06,0.00,0.040000,0.010000,27.00,1118.00,0.00,33.87,-5.69,7.00,4414.44,0.00,30.97,0.00,0.00011426,0.00012470
23,object_detection_yolo,13:45:04.868769,13:45:04.902050,0.033281,811.27,3014.06,0.00,0.260000,0.010000,27.00,1118.00,0.00,47.34,32.62,7.00,4414.44,0.00,31.63,1.33,0.00073003,0.00078619
23,vehicle_analysis_postprocessing,13:45:04.906380,13:45:04.909241,0.002861,699.11,3014.06,0.00,0.020000,0.000000,27.00,1118.00,0.00,52.32,0.00,7.00,4414.44,0.00,32.29,0.00,0.00006724,0.00007149
23,mqtt_communication,13:45:04.910360,13:45:04.911468,0.001108,902.58,3014.06,0.00,0.010000,0.000000,27.00,1118.00,0.00,52.32,0.00,7.00,4414.44,0.00,32.29,0.00,0.00002604,0.00002809
