Frame,Module,Start_Time,End_Time,Duration_s,CPU_Usage_%,Memory_Usage_MB,Memory_Delta_MB,CPU_Time_User_s,CPU_Time_System_s,GPU_0_Utilization_%,GPU_0_Memory_MB,GPU_0_Memory_Delta_MB,GPU_0_Power_W,GPU_0_Power_Delta_W,GPU_1_Utilization_%,GPU_1_Memory_MB,GPU_1_Memory_Delta_MB,GPU_1_Power_W,GPU_1_Power_Delta_W,Total_GPU_Energy_Wh,Estimated_Total_Energy_Wh
4,mqtt_communication,10:29:32.797265,10:29:32.798365,0.001100,908.84,2912.59,0.00,0.010000,0.000000,18.00,1094.00,0.00,66.16,0.00,6.00,3146.06,0.00,32.49,0.00,0.00003015,0.00003219
5,lane_detection,10:29:32.827218,10:29:32.911051,0.083833,811.14,2914.84,0.00,0.650000,0.030000,18.00,1094.00,0.00,31.66,-2.03,5.00,3146.06,0.00,31.78,-1.62,0.00147719,0.00161797
5,car_overlay_reconstruction,10:29:32.915457,10:29:32.918982,0.003525,851.00,2914.84,0.00,0.020000,0.010000,18.00,1094.00,0.00,30.64,0.00,5.00,3146.06,0.00,30.97,0.00,0.00006033,0.00006650
5,object_detection_yolo,10:29:32.920323,10:29:32.960313,0.039991,800.19,2914.84,0.00,0.290000,0.030000,18.00,1094.00,0.00,45.14,28.99,5.00,3146.06,0.00,31.92,0.17,0.00085603,0.00092240
5,vehicle_analysis_postprocessing,10:29:32.967351,10:29:32.968313,0.000961,2080.51,2914.84,0.00,0.010000,0.010000,18.00,1094.00,0.00,59.63,0.00,5.00,3146.06,0.00,32.01,0.00,0.00002447,0.00002825
5,mqtt_communication,10:29:32.969423,10:29:32.970546,0.001123,0.00,2914.84,0.00,0.000000,0.000000,18.00,1094.00,0.00,59.63,0.00,5.00,3146.06,0.00,32.01,0.00,0.00002859,0.00002886
6,lane_detection,10:29:32.999892,10:29:33.097473,0.097581,799.34,2918.21,0.00,0.740000,0.040000,18.00,1094.00,0.00,31.46,-1.65,4.00,3146.00,-0.06,31.64,-1.34,0.00171037,0.00187221
6,car_overlay_reconstruction,10:29:33.101990,10:29:33.110125,0.008135,860.47,2918.21,0.00,0.060000,0.010000,18.00,1094.00,0.00,30.64,0.00,4.00,3146.00,0.00,30.97,0.00,0.00013922,0.00015359
6,object_detection_yolo,10:29:33.111649,10:29:33.146667,0.035018,799.59,2918.21,0.00,0.260000,0.020000,18.00,1094.00,0.00,47.48,33.68,5.00,3146.00,0.00,31.63,1.33,0.00076953,0.00082763
6,vehicle_analysis_postprocessing,10:29:33.151166,10:29:33.152261,0.001095,913.19,2918.21,0.00,0.010000,0.000000,18.00,1094.00,0.00,64.32,0.00,6.00,3146.00,0.00,32.29,0.00,0.00002939,0.00003143
6,mqtt_communication,10:29:33.153578,10:29:33.154881,0.001303,767.48,2918.21,0.00,0.010000,0.000000,18.00,1094.00,0.00,64.32,0.00,6.00,3146.00,0.00,32.29,0.00,0.00003497,0.00003706
7,lane_detection,10:29:33.184808,10:29:33.280073,0.095266,808.27,2921.71,0.00,0.720000,0.050000,18.00,1094.00,0.00,31.46,-1.65,6.00,3146.00,0.00,31.97,-1.44,0.00167869,0.00183823
7,car_overlay_reconstruction,10:29:33.287502,10:29:33.292766,0.005264,759.87,2921.71,0.00,0.040000,0.000000,18.00,1094.00,0.00,30.64,0.00,6.00,3146.00,0.00,31.25,0.00,0.00009050,0.00009887
7,object_detection_yolo,10:29:33.294160,10:29:33.329122,0.034961,800.88,2921.71,0.00,0.260000,0.020000,18.00,1094.00,0.00,47.82,34.36,5.50,3146.00,0.00,31.97,1.43,0.00077485,0.00083294
7,vehicle_analysis_postprocessing,10:29:33.333628,10:29:33.334754,0.001126,888.06,2921.71,0.00,0.010000,0.000000,18.00,1094.00,0.00,65.00,0.00,5.00,3146.00,0.00,32.68,0.00,0.00003055,0.00003260
7,mqtt_communication,10:29:33.336083,10:29:33.337420,0.001337,1496.10,2921.71,0.00,0.010000,0.010000,18.00,1094.00,0.00,65.00,0.00,5.00,3146.00,0.00,32.68,0.00,0.00003627,0.00004014
8,lane_detection,10:29:33.367504,10:29:33.457787,0.090284,808.56,2925.09,0.00,0.690000,0.040000,18.00,1094.00,0.00,31.46,-1.65,5.00,3146.00,0.00,31.78,-1.63,0.00158611,0.00173738
8,car_overlay_reconstruction,10:29:33.462167,10:29:33.470607,0.008440,829.36,2925.09,0.00,0.060000,0.010000,18.00,1094.00,0.00,30.74,0.00,5.00,3146.00,0.00,30.97,0.00,0.00014466,0.00015912
8,object_detection_yolo,10:29:33.471897,10:29:33.505926,0.034029,822.83,2925.09,0.00,0.260000,0.020000,18.00,1094.00,0.00,47.25,33.03,4.50,3146.00,0.00,31.97,2.00,0.00074885,0.00080672
8,vehicle_analysis_postprocessing,10:29:33.510960,10:29:33.511968,0.001008,0.00,2925.09,0.00,0.000000,0.000000,18.00,1094.00,0.00,63.77,0.00,4.00,3146.00,0.00,32.97,0.00,0.00002708,0.00002732
8,mqtt_communication,10:29:33.513135,10:29:33.514299,0.001164,858.96,2925.09,0.00,0.010000,0.000000,18.00,1094.00,0.00,63.77,0.00,4.00,3146.00,0.00,32.97,0.00,0.00003128,0.00003334
9,lane_detection,10:29:33.544009,10:29:33.633250,0.089241,806.81,2928.71,0.12,0.690000,0.030000,18.00,1094.00,0.00,31.51,-1.55,4.00,3146.00,0.00,31.92,-1.91,0.00157247,0.00172174
9,car_overlay_reconstruction,10:29:33.637819,10:29:33.641980,0.004161,721.00,2928.71,0.00,0.030000,0.000000,18.00,1094.00,0.00,30.74,0.00,4.00,3146.00,0.00,30.97,0.00,0.00007132,0.00007764
9,object_detection_yolo,10:29:33.649387,10:29:33.684540,0.035153,796.51,2928.71,0.00,0.260000,0.020000,17.00,1094.00,0.00,47.14,32.81,5.00,3146.00,0.00,32.02,2.10,0.00077298,0.00083114
9,vehicle_analysis_postprocessing,10:29:33.690993,10:29:33.692001,0.001008,992.03,2928.71,0.00,0.010000,0.000000,16.00,1094.00,0.00,63.55,0.00,5.00,3146.00,0.00,33.07,0.00,0.00002705,0.00002907
9,mqtt_communication,10:29:33.693156,10:29:33.694318,0.001162,0.00,2928.84,0.12,0.000000,0.000000,16.00,1094.00,0.00,63.55,0.00,5.00,3146.00,0.00,33.07,0.00,0.00003119,0.00003146
10,lane_detection,10:29:33.721060,10:29:33.814366,0.093306,803.81,2932.21,0.00,0.700000,0.050000,16.00,1094.00,0.00,31.61,-1.94,6.50,3146.00,0.00,32.41,-2.70,0.00165923,0.00181483
10,car_overlay_reconstruction,10:29:33.818724,10:29:33.822414,0.003690,812.95,2932.21,0.00,0.030000,0.000000,16.00,1094.00,0.00,30.69,0.10,8.00,3146.00,0.00,31.06,0.00,0.00006330,0.00006951
10,object_detection_yolo,10:29:33.830059,10:29:33.864369,0.034310,816.10,2932.21,0.00,0.250000,0.030000,13.00,1094.00,0.00,46.24,31.00,8.00,3146.00,0.00,32.07,2.01,0.00074628,0.00080425
10,vehicle_analysis_postprocessing,10:29:33.871634,10:29:33.872638,0.001004,0.00,2932.21,0.00,0.000000,0.000000,10.00,1094.00,0.00,61.74,0.00,8.00,3146.00,0.00,33.07,0.00,0.00002644,0.00002667
10,mqtt_communication,10:29:33.873786,10:29:33.874995,0.001209,827.44,2932.21,0.00,0.010000,0.000000,10.00,1094.00,0.00,61.74,0.00,8.00,3146.00,0.00,33.07,0.00,0.00003183,0.00003390
11,lane_detection,10:29:33.904904,10:29:33.995016,0.090111,799.01,2935.71,0.00,0.690000,0.030000,10.00,1094.00,0.00,31.37,-1.45,8.00,3146.00,0.00,32.16,-2.21,0.00159035,0.00173988
11,car_overlay_reconstruction,10:29:33.999452,10:29:34.002969,0.003517,568.68,2935.71,0.00,0.020000,0.000000,10.00,1094.00,0.00,30.69,0.09,8.00,3146.00,0.00,31.11,0.10,0.00006038,0.00006477
11,object_detection_yolo,10:29:34.009765,10:29:34.044277,0.034512,811.31,2935.71,0.00,0.260000,0.020000,10.00,1094.00,0.00,45.32,29.17,8.00,3144.88,-1.12,31.63,0.95,0.00073774,0.00079576
11,vehicle_analysis_postprocessing,10:29:34.052883,10:29:34.053988,0.001105,904.92,2935.71,0.00,0.010000,0.000000,10.00,1094.00,0.00,59.91,0.00,8.00,3144.88,0.00,32.11,0.00,0.00002824,0.00003029
11,mqtt_communication,10:29:34.055166,10:29:34.056365,0.001199,834.19,2935.71,0.00,0.010000,0.000000,10.00,1094.00,0.00,59.91,0.00,8.00,3144.88,0.00,32.11,0.00,0.00003064,0.00003270
12,lane_detection,10:29:34.081572,10:29:34.179481,0.097909,796.66,2939.21,0.00,0.740000,0.040000,10.00,1094.00,0.00,31.61,-1.74,7.50,3144.88,0.00,32.06,-1.25,0.00173166,0.00189374
12,car_overlay_reconstruction,10:29:34.183907,10:29:34.192929,0.009022,886.70,2939.21,0.00,0.060000,0.020000,16.00,1094.00,0.00,30.64,0.00,7.00,3144.88,0.00,31.25,0.00,0.00015512,0.00017150
12,object_detection_yolo,10:29:34.194395,10:29:34.229375,0.034980,771.87,2939.21,0.00,0.260000,0.010000,16.00,1094.00,0.00,47.82,34.36,7.00,3144.88,0.00,32.11,1.71,0.00077667,0.00083304
12,vehicle_analysis_postprocessing,10:29:34.233879,10:29:34.234986,0.001107,903.56,2939.21,0.00,0.010000,0.000000,16.00,1094.00,0.00,65.00,0.00,7.00,3144.88,0.00,32.97,0.00,0.00003012,0.00003216
12,mqtt_communication,10:29:34.236340,10:29:34.237627,0.001287,777.01,2939.21,0.00,0.010000,0.000000,16.00,1094.00,0.00,65.00,0.00,7.00,3144.88,0.00,32.97,0.00,0.00003502,0.00003711
13,lane_detection,10:29:34.267911,10:29:34.356212,0.088301,804.07,2945.96,3.25,0.670000,0.040000,17.00,1094.00,0.00,31.46,-1.65,7.00,3144.88,0.00,32.31,-2.50,0.00156431,0.00171170
13,car_overlay_reconstruction,10:29:34.360745,10:29:34.364550,0.003805,788.35,2945.96,0.00,0.030000,0.000000,18.00,1094.00,0.00,30.64,0.00,7.00,3144.88,0.00,31.11,0.10,0.00006527,0.00007152
13,object_detection_yolo,10:29:34.370842,10:29:34.405878,0.035036,799.18,2945.96,0.00,0.260000,0.020000,18.00,1094.00,0.00,47.24,33.20,7.00,3144.88,0.00,32.16,2.01,0.00077279,0.00083097
13,vehicle_analysis_postprocessing,10:29:34.412764,10:29:34.413883,0.001120,0.00,2945.96,0.00,0.000000,0.000000,18.00,1094.00,0.00,63.84,0.00,7.00,3144.88,0.00,33.17,0.00,0.00003017,0.00003044
13,mqtt_communication,10:29:34.415159,10:29:34.416335,0.001176,850.43,2945.96,0.00,0.010000,0.000000,18.00,1094.00,0.00,63.84,0.00,7.00,3144.88,0.00,33.17,0.00,0.00003169,0.00003375
14,lane_detection,10:29:34.446815,10:29:34.547026,0.100211,808.29,2949.21,0.00,0.760000,0.050000,18.00,1094.00,0.00,31.32,-1.36,7.00,3144.88,0.00,31.63,-1.34,0.00175240,0.00192046
14,car_overlay_reconstruction,10:29:34.551617,10:29:34.555500,0.003883,1030.23,2949.21,0.00,0.030000,0.010000,18.00,1094.00,0.00,30.64,0.00,7.00,3144.88,0.00,30.97,0.00,0.00006644,0.00007449
14,object_detection_yolo,10:29:34.556887,10:29:34.592003,0.035115,825.85,2949.21,0.00,0.280000,0.010000,18.00,1094.00,0.00,47.34,33.39,7.00,3144.88,0.00,31.39,0.84,0.00076791,0.00082790
14,vehicle_analysis_postprocessing,10:29:34.596526,10:29:34.597610,0.001084,0.00,2949.21,0.00,0.000000,0.000000,18.00,1094.00,0.00,64.03,0.00,7.00,3144.88,0.00,31.81,0.00,0.00002885,0.00002911
14,mqtt_communication,10:29:34.598722,10:29:34.599831,0.001109,902.00,2949.21,0.00,0.010000,0.000000,18.00,1094.00,0.00,64.03,0.00,7.00,3144.88,0.00,31.81,0.00,0.00002952,0.00003156
15,lane_detection,10:29:34.630131,10:29:34.715796,0.085665,793.79,2952.71,0.00,0.650000,0.030000,18.00,1094.00,0.00,31.46,-1.65,6.00,3144.88,0.00,32.12,-2.11,0.00151303,0.00165450
15,car_overlay_reconstruction,10:29:34.720229,10:29:34.723523,0.003294,910.82,2952.71,0.00,0.030000,0.000000,18.00,1094.00,0.00,30.64,0.00,5.00,3144.88,0.00,31.06,0.00,0.00005645,0.00006258
15,object_detection_yolo,10:29:34.724841,10:29:34.764597,0.039756,830.07,2952.71,0.00,0.300000,0.030000,18.00,1094.00,0.00,47.97,34.65,5.00,3144.88,0.00,32.11,2.10,0.00088432,0.00095254
15,vehicle_analysis_postprocessing,10:29:34.770768,10:29:34.773352,0.002584,773.93,2952.71,0.00,0.020000,0.000000,18.00,1094.00,0.00,52.13,0.00,5.00,3144.88,0.00,33.16,0.00,0.00006122,0.00006540
15,mqtt_communication,10:29:34.774624,10:29:34.775748,0.001124,0.00,2952.71,0.00,0.000000,0.000000,18.00,1094.00,0.00,52.13,0.00,5.00,3144.88,0.00,33.16,0.00,0.00002663,0.00002690
16,lane_detection,10:29:34.805744,10:29:34.891651,0.085907,814.83,2956.21,0.00,0.640000,0.060000,18.00,1094.00,0.00,31.32,-1.16,5.50,3144.88,0.00,33.34,-0.09,0.00154285,0.00168797
16,car_overlay_reconstruction,10:29:34.895952,10:29:34.899207,0.003255,921.56,2956.21,0.00,0.030000,0.000000,18.00,1094.00,0.00,30.74,0.00,6.00,3144.88,0.00,33.29,0.00,0.00005790,0.00006401
16,object_detection_yolo,10:29:34.900391,10:29:34.934745,0.034354,815.04,2956.21,0.00,0.260000,0.020000,18.00,1094.00,0.00,48.69,35.90,6.00,3144.88,0.00,33.08,-0.42,0.00078031,0.00083836
16,vehicle_analysis_postprocessing,10:29:34.939153,10:29:34.940210,0.001057,0.00,2956.21,0.00,0.000000,0.000000,18.00,1094.00,0.00,66.64,0.00,6.00,3144.88,0.00,32.87,0.00,0.00002922,0.00002947
16,mqtt_communication,10:29:34.941389,10:29:34.942510,0.001122,891.46,2956.21,0.00,0.010000,0.000000,18.00,1094.00,0.00,66.64,0.00,6.00,3144.88,0.00,32.87,0.00,0.00003101,0.00003306
17,lane_detection,10:29:34.965136,10:29:35.052663,0.087528,799.75,2959.21,0.00,0.660000,0.040000,18.00,1094.00,0.00,32.33,-3.19,7.50,3144.88,0.00,32.69,0.01,0.00158095,0.00172647
17,car_overlay_reconstruction,10:29:35.057248,10:29:35.060660,0.003412,879.31,2959.21,0.00,0.030000,0.000000,18.00,1094.00,0.00,30.74,0.00,9.00,3144.88,0.00,32.69,0.00,0.00006011,0.00006627
17,object_detection_yolo,10:29:35.061904,10:29:35.096327,0.034423,813.40,2959.21,0.00,0.260000,0.020000,18.00,1094.00,0.00,48.39,35.31,9.00,3144.88,0.00,33.02,0.66,0.00077849,0.00083656
17,vehicle_analysis_postprocessing,10:29:35.100673,10:29:35.101636,0.000963,1038.71,2959.21,0.00,0.010000,0.000000,18.00,1094.00,0.00,66.04,0.00,9.00,3144.88,0.00,33.36,0.00,0.00002658,0.00002859
17,mqtt_communication,10:29:35.102827,10:29:35.104052,0.001225,0.00,2959.21,0.00,0.000000,0.000000,18.00,1094.00,0.00,66.04,0.00,9.00,3144.88,0.00,33.36,0.00,0.00003384,0.00003413
18,lane_detection,10:29:35.125336,10:29:35.212775,0.087439,789.12,2962.21,0.00,0.660000,0.030000,18.00,1094.00,0.00,32.48,-3.48,10.00,3144.88,0.00,33.14,0.89,0.00159379,0.00173753
18,car_overlay_reconstruction,10:29:35.217148,10:29:35.220720,0.003572,559.91,2962.21,0.00,0.020000,0.000000,18.00,1094.00,0.00,30.75,0.00,11.00,3144.88,0.00,33.58,0.00,0.00006382,0.00006824
18,object_detection_yolo,10:29:35.221954,10:29:35.255913,0.033959,795.07,2962.21,0.00,0.260000,0.010000,18.00,1094.00,0.00,48.21,34.93,11.00,3144.88,0.00,33.42,-0.32,0.00077001,0.00082620
18,vehicle_analysis_postprocessing,10:29:35.260263,10:29:35.261428,0.001164,0.00,2962.21,0.00,0.000000,0.000000,18.00,1094.00,0.00,65.67,0.00,11.00,3144.88,0.00,33.26,0.00,0.00003200,0.00003228
18,mqtt_communication,10:29:35.262590,10:29:35.263896,0.001305,1532.17,2962.21,0.00,0.010000,0.010000,18.00,1094.00,0.00,65.67,0.00,11.00,3144.88,0.00,33.26,0.00,0.00003587,0.00003974
19,lane_detection,10:29:35.285757,10:29:35.376674,0.090917,802.93,2965.21,0.00,0.660000,0.070000,18.00,1094.00,0.00,32.33,-3.37,11.00,3145.69,0.81,32.89,0.18,0.00164696,0.00179868
19,car_overlay_reconstruction,10:29:35.381229,10:29:35.385006,0.003777,529.55,2965.21,0.00,0.020000,0.000000,18.00,1094.00,0.00,30.64,0.00,11.00,3145.69,0.00,32.98,0.00,0.00006674,0.00007121
19,object_detection_yolo,10:29:35.386432,10:29:35.427706,0.041274,823.76,2965.21,0.00,0.300000,0.040000,18.00,1094.00,0.00,44.88,28.28,11.00,3149.69,2.88,32.59,-0.79,0.00088814,0.00095854
19,vehicle_analysis_postprocessing,10:29:35.436399,10:29:35.437597,0.001199,1668.71,2965.21,0.00,0.010000,0.010000,18.00,1094.00,0.00,59.01,0.00,11.00,3149.69,0.00,32.20,0.00,0.00003037,0.00003421
19,mqtt_communication,10:29:35.439240,10:29:35.441593,0.002353,424.95,2965.21,0.00,0.010000,0.000000,18.00,1094.00,0.00,59.01,0.00,11.00,3149.69,0.00,32.20,0.00,0.00005962,0.00006197
20,lane_detection,10:29:35.479313,10:29:35.574913,0.095600,763.60,2968.09,0.00,0.670000,0.060000,18.00,1094.00,0.00,30.96,-0.68,11.50,3156.19,6.50,33.08,-0.38,0.00170061,0.00185348
20,car_overlay_reconstruction,10:29:35.579700,10:29:35.583626,0.003926,764.18,2968.09,0.00,0.030000,0.000000,18.00,1094.00,0.00,30.62,0.00,12.00,3157.44,0.75,32.89,0.00,0.00006926,0.00007554
20,object_detection_yolo,10:29:35.585245,10:29:35.620539,0.035294,821.67,2968.09,0.00,0.260000,0.030000,18.00,1094.00,0.00,47.37,33.49,12.00,3166.19,8.25,33.94,2.11,0.00079719,0.00085727
20,vehicle_analysis_postprocessing,10:29:35.625121,10:29:35.626218,0.001097,0.00,2968.09,0.00,0.000000,0.000000,18.00,1094.00,0.00,64.11,0.00,12.00,3166.44,0.00,35.00,0.00,0.00003020,0.00003047
20,mqtt_communication,10:29:35.627570,10:29:35.634938,0.007368,814.35,2968.09,0.00,0.050000,0.010000,18.00,1094.00,0.00,46.25,0.00,12.00,3166.94,0.25,34.91,0.00,0.00016611,0.00017856
21,lane_detection,10:29:35.662053,10:29:35.745428,0.083375,791.61,2970.96,0.00,0.610000,0.050000,18.00,1094.00,0.00,31.27,-1.25,14.00,3179.00,0.06,32.46,-2.79,0.00147598,0.00161347
21,car_overlay_reconstruction,10:29:35.749713,10:29:35.756849,0.007136,840.82,2970.96,0.00,0.050000,0.010000,18.00,1094.00,0.00,30.65,0.00,14.00,3179.00,0.00,31.16,0.00,0.00012251,0.00013490
21,object_detection_yolo,10:29:35.758044,10:29:35.792376,0.034332,786.43,2970.96,0.00,0.260000,0.010000,18.00,1094.00,0.00,47.34,33.39,14.00,3167.25,-11.75,31.82,1.33,0.00075496,0.00081126
21,vehicle_analysis_postprocessing,10:29:35.797088,10:29:35.798128,0.001040,1922.23,2970.96,0.00,0.010000,0.010000,18.00,1094.00,0.00,64.03,0.00,14.00,3167.31,0.00,32.49,0.00,0.00002790,0.00003170
21,mqtt_communication,10:29:35.799348,10:29:35.800489,0.001141,876.19,2970.96,0.00,0.010000,0.000000,18.00,1094.00,0.00,64.03,0.00,14.00,3167.31,0.00,32.49,0.00,0.00003060,0.00003265
22,lane_detection,10:29:35.830560,10:29:35.920807,0.090246,808.90,2973.84,0.00,0.680000,0.050000,18.00,1094.00,0.00,31.46,-1.65,7.00,3173.31,0.00,32.89,0.60,0.00161327,0.00176489
22,car_overlay_reconstruction,10:29:35.925351,10:29:35.929127,0.003776,794.58,2973.84,0.00,0.030000,0.000000,18.00,1094.00,0.00,30.69,0.10,7.00,3173.31,0.00,32.85,-0.67,0.00006664,0.00007289
22,object_detection_yolo,10:29:35.936077,10:29:35.971184,0.035107,826.04,2973.84,0.00,0.260000,0.030000,18.00,1094.00,0.00,47.00,32.53,7.00,3185.31,12.00,33.08,1.13,0.00078095,0.00084100
22,vehicle_analysis_postprocessing,10:29:35.977946,10:29:35.979066,0.001120,0.00,2973.84,0.00,0.000000,0.000000,18.00,1094.00,0.00,63.26,0.00,7.00,3185.31,0.00,33.65,0.00,0.00003016,0.00003043
22,mqtt_communication,10:29:35.980374,10:29:35.981667,0.001292,1547.43,2973.84,0.00,0.010000,0.010000,18.00,1094.00,0.00,63.26,0.00,7.00,3185.31,0.00,33.65,0.00,0.00003479,0.00003866
23,lane_detection,10:29:36.012217,10:29:36.088615,0.076399,798.44,2976.71,0.00,0.570000,0.040000,18.00,1094.00,0.00,31.27,-1.26,11.00,3185.31,0.00,32.79,0.39,0.00135945,0.00148640
23,car_overlay_reconstruction,10:29:36.097584,10:29:36.103890,0.006306,951.48,2976.71,0.00,0.050000,0.010000,18.00,1094.00,0.00,30.74,0.00,11.00,3185.31,0.00,32.98,0.00,0.00011162,0.00012381
23,object_detection_yolo,10:29:36.105137,10:29:36.138893,0.033756,770.23,2976.71,0.00,0.250000,0.010000,18.00,1094.00,0.00,48.17,34.86,11.00,3179.31,-6.00,33.02,0.08,0.00076132,0.00081572
23,vehicle_analysis_postprocessing,10:29:36.143229,10:29:36.144253,0.001024,976.33,2976.71,0.00,0.010000,0.000000,18.00,1094.00,0.00,65.60,0.00,11.00,3179.31,0.00,33.07,0.00,0.00002807,0.00003010
23,mqtt_communication,10:29:36.145356,10:29:36.146453,0.001097,911.81,2976.71,0.00,0.010000,0.000000,18.00,1094.00,0.00,65.60,0.00,11.00,3179.31,0.00,33.07,0.00,0.00003006,0.00003210
