frame,emissions_kg,timestamp
0,0.0002253601760684131,1756735280.820841
1,0.00024162243026629098,1756735303.637095
2,0.00024208481276664917,1756735326.3778117
3,0.00024341225030040576,1756735349.186986
4,0.0002362392292202219,1756735371.9459028
5,0.000242993319109263,1756735394.7042263
6,0.00023444394715747445,1756735417.4160109
7,0.00024398572134569062,1756735440.21982
8,0.00022624203639597763,1756735463.0566437
9,0.00024132687558163317,1756735485.828251
10,0.00023568110933048237,1756735508.6501226
11,0.0002461461290043109,1756735531.425953
12,0.00023798018240200381,1756735554.2159247
13,0.00024204051294531093,1756735576.9358072
14,0.00024192053224633827,1756735599.7166588
15,0.00024735135552862985,1756735622.50554
16,0.00024243177629065937,1756735645.3674207
17,0.00024321677351991873,1756735668.1993074
18,0.00024512217917545655,1756735690.9248903
19,0.00024324033528888152,1756735713.7844467
20,0.00024692438591007244,1756735736.5745995
21,0.00024207442448925928,1756735759.4238
22,0.000247925123813009,1756735782.240506
23,0.00023081859825499604,1756735805.1182394
24,0.00021492676504181532,1756735827.9779322
25,0.00021811693206649256,1756735850.7198002
26,0.00024332209022379604,1756735873.7046094
27,0.00024515347238206675,1756735896.5386724
28,0.00024339765206878448,1756735919.336745
29,0.00023884289256182988,1756735942.118308
30,0.00024485123812240415,1756735964.8618433
31,0.0002471913560754897,1756735987.729601
32,0.00024445465781475944,1756736010.5209103
33,0.0002445903323926046,1756736033.3008811
34,0.00023758518629295446,1756736056.133233
35,0.00024687654959979914,1756736079.018343
36,0.00023950695097581015,1756736101.7500575
37,0.00024689828907414673,1756736124.5184708
38,0.0002219797271897339,1756736147.4083807
39,0.00022097158179701417,1756736170.292804
40,0.00024632897216028015,1756736193.0995564
41,0.00022581697841906126,1756736215.9360864
42,0.0002454499394822395,1756736238.750225
43,0.00024398827192349454,1756736261.6373315
44,0.0002471991532242743,1756736284.8252897
45,0.00024347944633012537,1756736307.6697106
46,0.000247787270422499,1756736330.462889
47,0.00024086791603615516,1756736353.2227042
48,0.0002474765200533117,1756736376.0596566
49,0.0002419455408599135,1756736398.8708606
50,0.00025549493894945296,1756736421.735854
51,0.0002694493980035254,1756736444.7402525
52,0.0002667313720909282,1756736467.5137124
53,0.0002606060074608342,1756736490.2886264
54,0.0002144069818486314,1756736513.1056888
55,0.0002191425428137198,1756736535.8834336
56,0.00024607001895545193,1756736558.7176144
57,0.0002490942950041917,1756736581.592895
58,0.00021662940290373121,1756736604.4121683
59,0.00021617807505662365,1756736627.2991617
60,0.00022043604249531444,1756736650.0423474
61,0.0002454865599153579,1756736672.8585994
62,0.0002378461334030626,1756736695.6112125
63,0.0002449624657339651,1756736718.371997
64,0.00023779591114261858,1756736741.1256232
65,0.00024639128450565454,1756736763.9736323
66,0.00023091359829612615,1756736786.723457
67,0.00020981264849219376,1756736809.4939947
68,0.00020802929129438348,1756736832.2688537
69,0.00020810007969212152,1756736855.0601077
70,0.00020801390396519193,1756736877.8207479
71,0.00020849423722253183,1756736900.6384745
72,0.0002063618811007901,1756736923.3979437
73,0.00020669177093350156,1756736946.1504157
74,0.00020842358199407365,1756736968.9972107
75,0.00020776967933187535,1756736991.7891376
76,0.0002080778367952732,1756737014.602097
77,0.00020576704123660895,1756737037.3214297
78,0.00020683224259993157,1756737060.108068
79,0.0002101082010117808,1756737082.9868019
80,0.00021367781096572004,1756737105.9618957
81,0.0002461908136279554,1756737128.8286293
82,0.0002333507609587428,1756737151.7186723
83,0.0002519155501561505,1756737174.5908778
84,0.00024461233906705894,1756737197.4262965
85,0.00024269477030387158,1756737220.2172732
86,0.00023695073022089226,1756737242.9994316
87,0.00024649126106215344,1756737265.8377006
88,0.00023790802828853243,1756737288.6256819
89,0.0002445947683252503,1756737311.4402785
90,0.00023710497827430943,1756737334.2892857
91,0.0002455767384719993,1756737357.0590332
92,0.00024107981536411282,1756737379.8241405
93,0.00024671496626322724,1756737402.6888742
94,0.00024341976864627996,1756737425.568335
95,0.0002139303257485462,1756737448.3984125
96,0.0002117422325951721,1756737471.1047466
97,0.0002094515978303866,1756737493.8603356
98,0.00021007288290874837,1756737516.6460528
99,0.00020813626144123486,1756737539.4574296
100,0.00021019097827164123,1756737562.4021068
101,0.00020834605812647717,1756737585.2194521
102,0.00020801331306206854,1756737607.9389606
103,0.00020820624282910186,1756737630.6961503
104,0.00020676711169373557,1756737653.428137
105,0.00020712857840870656,1756737676.155463
106,0.00020827585399352632,1756737698.9156497
107,0.00020810325239623042,1756737721.635202
108,0.00020660025379748531,1756737744.3281772
109,0.00020695810646012317,1756737767.0118303
110,0.000208562837527339,1756737789.8236854
111,0.00020613975810850575,1756737812.5806675
112,0.0002068008728040512,1756737835.3370824
113,0.00020716727986811844,1756737858.120985
114,0.0002083284050641206,1756737880.9549346
115,0.0002080622681779039,1756737903.7698977
116,0.00020705525272642417,1756737926.6136308
117,0.00020707896881204185,1756737949.4406235
118,0.00020784715369908606,1756737972.2864528
119,0.00020818860190246756,1756737995.1313884
120,0.0002080326755353341,1756738017.9803226
121,0.00020803791828603402,1756738040.7231421
122,0.0002069676025850967,1756738063.5141854
123,0.00024025744209319518,1756738086.3287373
124,0.00025226701369564984,1756738109.1321554
125,0.00024065466816176843,1756738132.0299745
126,0.00023684792180225098,1756738155.0064409
127,0.00025339379688067845,1756738177.9875968
128,0.00026736793407907604,1756738200.9496453
129,0.00025228764510240267,1756738224.0314415
130,0.00023868937687231113,1756738247.1380527
131,0.0002508500093791969,1756738270.0756917
132,0.00026865301084909435,1756738292.9913118
133,0.0002467329514740866,1756738315.9012282
