frame,emissions_kg,timestamp
66,1.5739196212705703e-06,1756736773.1226747
67,1.3121315574676047e-06,1756736795.8776698
68,1.3155358698845812e-06,1756736818.6591396
69,1.3269208059176437e-06,1756736841.4380906
70,1.3268510600523685e-06,1756736864.2255728
71,1.3284224927488092e-06,1756736886.9800165
72,1.3211214065907084e-06,1756736909.7835176
73,1.3012375235241321e-06,1756736932.5558739
74,1.3101670759904018e-06,1756736955.3201368
75,1.3050850939338403e-06,1756736978.1711998
76,1.3242377442505368e-06,1756737000.9803684
77,1.2874104888338994e-06,1756737023.7614963
78,1.3142944029391178e-06,1756737046.4715836
79,1.3672096350260369e-06,1756737069.3896518
80,1.3386524612380745e-06,1756737092.3627071
81,1.5492261629812228e-06,1756737115.1887178
82,1.5627062061609246e-06,1756737138.0682294
83,1.5510769131029072e-06,1756737160.9717004
84,1.4233761934768371e-06,1756737183.784286
85,1.5476731680214675e-06,1756737206.6090317
86,1.5209002707772032e-06,1756737229.4360323
87,1.5699105857614055e-06,1756737252.154293
88,1.5525793458167728e-06,1756737275.0028431
89,1.5587228602662154e-06,1756737297.8197634
90,1.5450859314489903e-06,1756737320.6438239
91,1.4872903653501512e-06,1756737343.4487994
92,1.5784238547406148e-06,1756737366.269657
93,1.5995487049693946e-06,1756737389.0551674
94,1.6238657740926419e-06,1756737411.8881247
95,1.3303983423970636e-06,1756737434.692196
96,1.3518905429864234e-06,1756737457.5383391
97,1.3177367587710357e-06,1756737480.2699614
98,1.343941385561038e-06,1756737503.0214093
99,1.2981630243790644e-06,1756737525.8275592
100,1.3411585310392648e-06,1756737548.6339924
101,1.3435149542932534e-06,1756737571.6050248
102,1.3502802828500584e-06,1756737594.3436205
103,1.1886867707937942e-06,1756737617.1168075
104,1.3307335186785075e-06,1756737639.8514895
105,1.1938362994116222e-06,1756737662.5621648
106,1.3331450660104551e-06,1756737685.2968938
107,1.3218887471425763e-06,1756737708.0635235
108,1.1771578046393116e-06,1756737730.7955322
109,1.3207739890584187e-06,1756737753.4555662
110,1.2787141904656652e-06,1756737776.1979957
111,1.3358827032900766e-06,1756737799.0154545
112,1.2174956268353992e-06,1756737821.7392132
113,1.232361284926076e-06,1756737844.5583782
114,1.1963073911340414e-06,1756737867.2735672
115,1.3113903924119004e-06,1756737890.1618612
116,1.3242825568761042e-06,1756737912.9449098
117,1.3696578132303751e-06,1756737935.7962773
118,1.2842473814419684e-06,1756737958.6631894
119,1.3376704787184321e-06,1756737981.4891026
120,1.32813787026482e-06,1756738004.3306847
121,1.2894528892117155e-06,1756738027.1310303
122,1.3161583125648619e-06,1756738049.921025
123,1.5310527070316889e-06,1756738072.748586
124,1.5305139979714348e-06,1756738095.576336
125,1.4677100896577175e-06,1756738118.3125885
126,1.275499064411543e-06,1756738141.19874
127,1.3526872165220018e-06,1756738164.2574494
128,1.5251757594745912e-06,1756738187.2239141
129,1.526976936365038e-06,1756738210.2419062
130,1.2980512213653036e-06,1756738233.310251
131,1.4373000695916245e-06,1756738256.3025093
132,1.5543709085044077e-06,1756738279.272477
133,1.4685671689936325e-06,1756738302.3406107
134,1.5533831726022455e-06,1756738325.1007805
135,1.3739054091488782e-06,1756738347.8883848
136,1.2294012653004198e-06,1756738370.6324904
137,1.5403426553623096e-06,1756738393.5157518
138,1.3629377846998427e-06,1756738416.287256
139,1.6119409218857217e-06,1756738439.3104281
140,1.398684178656701e-06,1756738462.0550814
141,1.6106363691410458e-06,1756738485.1267679
142,1.3665465839667702e-06,1756738508.0400345
143,1.4297709203215234e-06,1756738530.7975693
144,1.540554646090257e-06,1756738553.659941
145,1.5574119516949708e-06,1756738576.3852232
146,1.5743105751814807e-06,1756738599.2409997
147,1.5788189992050887e-06,1756738622.0161712
148,1.5897603110536294e-06,1756738644.8311353
149,1.561463240700961e-06,1756738667.632439
150,1.5300355490064225e-06,1756738690.647229
151,1.5693041831517345e-06,1756738713.4359736
152,1.2887738204538855e-06,1756738736.2978609
153,1.4307030491867223e-06,1756738759.160933
154,1.5420473991794576e-06,1756738782.0722747
155,1.3632638886024617e-06,1756738804.8954115
156,1.3214917507434193e-06,1756738827.7187445
157,1.3148192168429815e-06,1756738850.4895492
158,1.3176830529447257e-06,1756738873.245274
159,1.304127717092219e-06,1756738896.0856724
160,1.3038832861506347e-06,1756738918.9311376
161,1.3004888731026217e-06,1756738941.6911125
162,1.3189789158685017e-06,1756738964.4604354
163,1.2983292793498336e-06,1756738987.2092443
164,1.3143917924043025e-06,1756739009.9738736
165,1.3175460667630817e-06,1756739032.8382492
166,1.2792276053908285e-06,1756739055.60996
167,1.3102254126950867e-06,1756739078.7714462
168,1.598390736873935e-06,1756739101.837788
169,1.5304956191253675e-06,1756739124.6447122
170,1.5739187518628884e-06,1756739147.5201514
171,1.5369191371791868e-06,1756739170.4238226
172,1.418852313249579e-06,1756739193.2744262
173,1.4255408290257965e-06,1756739216.0723152
174,1.3382634640157546e-06,1756739238.9731882
175,1.3334276580929925e-06,1756739261.8083036
176,1.343662650327411e-06,1756739284.6324723
177,1.5478448182615273e-06,1756739307.37264
178,1.516062133891186e-06,1756739330.2220476
179,1.556216182134413e-06,1756739353.0591273
180,1.6036538534083575e-06,1756739375.8998656
181,1.2194124648752747e-06,1756739398.6355066
182,1.5768278541481534e-06,1756739421.4765167
183,1.346230622002648e-06,1756739444.3029003
184,1.2508940383941688e-06,1756739467.0379195
185,1.3570277021916058e-06,1756739489.8396432
186,1.3300140046114766e-06,1756739512.6679382
187,1.3011776109209618e-06,1756739535.4144337
188,1.3400069573113678e-06,1756739558.320339
189,1.195675221589005e-06,1756739581.066574
190,1.3091023070232029e-06,1756739603.8645208
191,1.2949456946811706e-06,1756739626.647019
192,1.3089351820156434e-06,1756739649.3971918
193,1.2955751566104334e-06,1756739672.1296976
194,1.28884729913324e-06,1756739694.9805613
195,1.2601224581206446e-06,1756739717.7675428
196,1.3150379085097633e-06,1756739740.6015468
197,1.356128448642898e-06,1756739763.4419336
198,1.2998991825941545e-06,1756739786.1317005
199,1.352540422496359e-06,1756739808.8927565
200,1.3108066590865347e-06,1756739831.6132195
201,1.1829786658797212e-06,1756739854.4443479
202,1.3302216827242361e-06,1756739877.2151115
203,1.3297143752426712e-06,1756739900.0268593
204,1.3318493477776299e-06,1756739922.8156173
205,1.295383965140203e-06,1756739945.6281562
206,1.2865256044054796e-06,1756739968.4410994
207,1.3005337126246023e-06,1756739991.378844
208,1.288127103908053e-06,1756740014.151565
209,1.3121478221319797e-06,1756740036.9900951
210,1.3089937766251533e-06,1756740059.810889
211,1.3105271160302423e-06,1756740082.5839593
212,1.3795679599892572e-06,1756740105.3894515
213,1.5426063569100169e-06,1756740128.2352927
214,1.5352131544842566e-06,1756740151.0133286
215,1.3227728749135173e-06,1756740173.8188155
216,1.6738903866724612e-06,1756740196.7258112
217,1.5235321553138932e-06,1756740219.7116
218,1.5808516166268675e-06,1756740242.5799258
219,1.5930959744206095e-06,1756740265.4784024
220,1.461024808646342e-06,1756740288.321276
221,1.5509582314534676e-06,1756740311.1688356
222,1.2924111863627465e-06,1756740334.035004
223,1.3046108851956677e-06,1756740356.907922
224,1.3170068005123187e-06,1756740379.8136427
225,1.30496980341633e-06,1756740402.6474867
226,1.3213420049204695e-06,1756740425.455884
227,1.2717422114598626e-06,1756740448.24179
228,1.3153983437039212e-06,1756740471.026855
229,1.2901658112694237e-06,1756740493.9180756
230,1.3362769022025233e-06,1756740516.77383
231,1.2892941524743252e-06,1756740539.5755026
232,1.2946960408151169e-06,1756740562.4467342
233,1.3086921062592516e-06,1756740585.2566812
234,1.2875591012013814e-06,1756740608.1208687
235,1.0848031342139871e-06,1756740630.9077702
236,1.3477351956306877e-06,1756740653.69907
237,1.352603328828935e-06,1756740676.5060952
238,1.3312768758867702e-06,1756740699.3279755
239,1.3006938804294139e-06,1756740722.1925437
240,1.3608628420122664e-06,1756740745.0726163
241,1.317745528975172e-06,1756740767.9888551
242,1.3336731687379746e-06,1756740790.8147156
243,1.3299701509536345e-06,1756740813.6316545
244,1.3009163577121155e-06,1756740836.427599
245,1.3074526554964827e-06,1756740859.245523
246,1.3273396120048358e-06,1756740882.0168169
247,1.2507768442093559e-06,1756740904.9390683
248,1.3205812819779127e-06,1756740927.8780682
249,1.094570003716954e-06,1756740950.797651
250,1.4008035369020896e-06,1756740973.7977335
251,1.3479984264286612e-06,1756740996.6169646
252,1.3424036327968864e-06,1756741019.3642256
253,1.3077938203271182e-06,1756741042.1479464
254,1.3145198249350115e-06,1756741064.99972
255,1.3331724974082196e-06,1756741087.8587682
256,1.3128455850019503e-06,1756741110.736265
257,1.3367352901051396e-06,1756741133.534097
258,1.3112748462756633e-06,1756741156.3697534
259,1.3099321072162723e-06,1756741179.2060318
260,1.3161566500792224e-06,1756741202.0397282
261,1.2312454287728898e-06,1756741224.8815525
262,1.3160774136267164e-06,1756741247.7013197
263,1.378260016162278e-06,1756741270.5271895
264,1.3217423187489126e-06,1756741293.3032856
265,1.3116838594911003e-06,1756741316.05446
266,1.347214946183514e-06,1756741338.8622286
267,1.3182846334304202e-06,1756741361.7733223
268,1.3210052763595278e-06,1756741384.685971
269,1.2362753776360301e-06,1756741407.4578571
270,1.2995107920376256e-06,1756741430.400516
271,1.3176659219532674e-06,1756741453.2150168
272,1.339839961951399e-06,1756741476.0302575
273,1.3089021615909075e-06,1756741498.832196
274,1.321297662190738e-06,1756741521.650927
275,1.3499985964833509e-06,1756741544.5084746
276,1.339490119403189e-06,1756741567.3602219
277,1.3036752837244155e-06,1756741590.1866345
278,1.3153654129777564e-06,1756741613.040964
279,1.3019185499865463e-06,1756741635.8560889
280,1.3226711730562584e-06,1756741658.6398933
281,1.3217587147949393e-06,1756741681.396221
282,1.2930755840296505e-06,1756741704.2161548
283,1.3169620797050874e-06,1756741727.088201
284,1.1223727761373428e-06,1756741749.9051955
285,1.3461168119154652e-06,1756741772.7129261
286,1.3733241535984568e-06,1756741795.5568163
287,1.279487338567626e-06,1756741818.3554742
288,1.3185635350749966e-06,1756741841.171268
289,1.317938532100477e-06,1756741864.2408335
290,1.364716093901957e-06,1756741887.0307643
291,1.3551774903233968e-06,1756741909.8205206
292,1.404777725974319e-06,1756741932.5902624
293,1.3923930348515543e-06,1756741955.522365
294,1.331759823264812e-06,1756741978.3999984
295,1.3613634045599741e-06,1756742001.2891817
296,1.3520128059065085e-06,1756742024.0252607
297,1.3104005035327105e-06,1756742046.7984092
298,1.3169250600675232e-06,1756742069.6069613
299,1.2566346690213182e-06,1756742092.4121077
300,1.1971464347974312e-06,1756742115.1708577
301,1.3128081352802747e-06,1756742137.9189866
302,1.3197594030393911e-06,1756742160.737796
303,1.3345524450974216e-06,1756742183.6130142
304,1.3153325959906098e-06,1756742206.3787875
305,1.3320321663408028e-06,1756742229.243537
306,1.2388786332734053e-06,1756742252.019159
307,1.3157135782173888e-06,1756742274.7816114
308,1.2430497535141521e-06,1756742297.6587548
309,1.3274964839819507e-06,1756742320.36524
310,1.324093274337452e-06,1756742343.1957622
311,1.2470847768901604e-06,1756742365.965065
312,1.3054480567296152e-06,1756742388.690524
313,1.2277885659024628e-06,1756742411.5138366
314,1.3579224766386063e-06,1756742434.3553672
315,1.3257585889141103e-06,1756742457.2426505
316,1.2863872371854448e-06,1756742480.1638296
317,1.3400429883365156e-06,1756742502.9614794
318,1.3313580244861398e-06,1756742525.7969
319,1.3115414732738115e-06,1756742548.7191937
320,1.317074925296652e-06,1756742571.5827434
321,1.320319426795961e-06,1756742594.34875
322,1.3378184889461573e-06,1756742617.1404505
323,1.2237876710248262e-06,1756742639.9142048
324,1.3379235114806577e-06,1756742662.7485545
325,1.3242166131989238e-06,1756742685.5643826
326,1.3371142947595968e-06,1756742708.3798087
327,1.2135183852195567e-06,1756742731.1120305
328,1.3384216491827622e-06,1756742753.942704
329,1.1594642104595015e-06,1756742776.7425685
330,1.233102073870332e-06,1756742799.5272179
331,1.3216205622066623e-06,1756742822.3060071
332,1.1319582483659607e-06,1756742845.1719162
333,1.3110107941212617e-06,1756742867.932837
334,1.3250811370834017e-06,1756742890.6911702
335,1.1938541010112183e-06,1756742913.551325
336,1.287874304588448e-06,1756742936.286477
337,1.1846767716994722e-06,1756742959.1223454
338,1.238632606406118e-06,1756742981.965396
339,1.3290322645881636e-06,1756743004.8140025
340,1.3081292610953113e-06,1756743027.6659372
341,1.3250780316558962e-06,1756743050.5231562
342,1.3543004441475582e-06,1756743073.3293765
343,1.3054941350424567e-06,1756743096.1963315
344,1.120163076128237e-06,1756743118.9807909
345,1.3149750808784692e-06,1756743141.7129676
346,1.3406254328202848e-06,1756743164.5562592
347,1.3276587939550404e-06,1756743187.3117616
348,1.3529852482309533e-06,1756743210.2554252
349,1.3306044021198252e-06,1756743233.08883
350,1.3192907765422517e-06,1756743255.830255
351,1.2470384674943782e-06,1756743278.626654
352,1.2845864231307081e-06,1756743301.464781
353,1.3216597763035334e-06,1756743324.2825708
354,1.3125733329252011e-06,1756743347.0721316
355,1.333676272795932e-06,1756743369.8396137
356,1.3555539636227782e-06,1756743392.617297
357,1.3251880765801805e-06,1756743415.3999856
358,1.3076171076927547e-06,1756743438.276433
359,1.3341282261445967e-06,1756743461.1058278
360,1.3144940070765146e-06,1756743483.9096441
361,1.3280268921079624e-06,1756743506.6239555
362,1.318044516260157e-06,1756743529.4563825
363,1.3052840411884183e-06,1756743552.2266643
364,1.3548666839888378e-06,1756743575.0285072
365,1.3213294445521533e-06,1756743597.8572757
366,1.3469949193293794e-06,1756743620.662398
367,1.3540956799654382e-06,1756743643.5052207
368,1.3235308729844368e-06,1756743666.3954427
369,1.3454179011768468e-06,1756743689.2825394
370,1.3169837899141874e-06,1756743712.0688078
371,1.317434098852656e-06,1756743734.8092463
372,1.237969503549648e-06,1756743757.6123183
373,1.2315952372638878e-06,1756743780.3652117
374,1.3294904603196908e-06,1756743803.2663321
375,1.2879767531470393e-06,1756743826.0983565
376,1.111151259263236e-06,1756743848.9207306
377,1.3385541525694167e-06,1756743871.6879473
378,1.3253840151267405e-06,1756743894.5036736
379,1.3176337509145401e-06,1756743917.3443944
380,1.3114354382546317e-06,1756743940.1541052
381,1.3221064290383652e-06,1756743962.9434474
382,1.2695451712214245e-06,1756743985.7760284
383,1.2345474620183088e-06,1756744008.5817602
384,1.3628751057671166e-06,1756744031.3759232
385,1.3149152601692293e-06,1756744054.1564248
386,1.3428926728374663e-06,1756744076.9535158
387,1.311978498942885e-06,1756744099.6597908
388,1.31261264789905e-06,1756744122.5007856
389,1.3223315748068198e-06,1756744145.2748327
390,1.337631878691076e-06,1756744168.085049
391,1.3310366451106118e-06,1756744191.0403132
392,1.3173322989739396e-06,1756744213.9611073
393,1.3461108902992582e-06,1756744236.8526008
394,1.3276953133297472e-06,1756744259.8013196
395,1.5842172602218245e-06,1756744282.6174273
396,1.3256478664340943e-06,1756744305.4511216
397,1.3209812554126332e-06,1756744328.3362553
398,1.3351020682894856e-06,1756744351.1779342
399,1.3628431194027088e-06,1756744374.1135852
400,1.1551013721091265e-06,1756744396.9704177
401,1.320856007983052e-06,1756744419.8372097
402,1.3027072519266985e-06,1756744442.651476
403,1.3403637527434202e-06,1756744465.4568853
404,1.3068224153668657e-06,1756744488.3492675
405,1.320313293881412e-06,1756744511.1377115
406,1.3091600562024939e-06,1756744533.935373
407,1.3077959129830529e-06,1756744556.7476938
408,1.374836090755439e-06,1756744579.5139337
409,1.314603619491795e-06,1756744602.3227234
410,1.347310206660932e-06,1756744625.099123
411,1.3318492320283826e-06,1756744647.947689
412,1.354670112988647e-06,1756744670.88543
413,1.320835159307789e-06,1756744693.7954679
414,1.3219535610646055e-06,1756744716.596754
415,1.2029209041436625e-06,1756744739.3538337
416,1.3143717706353674e-06,1756744762.2071474
417,1.3442233094989042e-06,1756744785.0649621
418,1.3404248659112052e-06,1756744807.927883
419,1.3325041011035471e-06,1756744830.747726
420,1.341373501586081e-06,1756744853.637977
421,1.3292551339306657e-06,1756744876.443764
422,1.329982253370677e-06,1756744899.2572684
423,1.3247299039140967e-06,1756744922.0329285
424,1.3158188705209661e-06,1756744944.9187996
425,1.1931599551107277e-06,1756744967.7276175
426,1.3434573011065054e-06,1756744990.541456
427,1.3225500149223691e-06,1756745013.3113408
428,1.1960597857944902e-06,1756745036.135429
429,1.17342429130259e-06,1756745058.8737595
430,1.324658932031719e-06,1756745081.6685317
431,1.2697143063503442e-06,1756745104.5163834
432,1.4021295947109426e-06,1756745127.3697557
433,1.326467572267905e-06,1756745150.2646613
434,1.3324400247649545e-06,1756745173.0370617
435,1.3229775407450761e-06,1756745195.8760664
436,1.3110390593737215e-06,1756745218.6693525
437,1.3118975952089793e-06,1756745241.4495199
438,1.303258781649356e-06,1756745264.2445717
439,1.3403302426197733e-06,1756745287.051679
440,1.3423695534857482e-06,1756745309.8407695
441,1.331582144341542e-06,1756745332.658134
442,1.3287427049319209e-06,1756745355.5206661
443,1.3385288347089036e-06,1756745378.3504035
444,1.332590326586623e-06,1756745401.1684515
445,1.3356119797692843e-06,1756745423.9764485
446,1.29616801069517e-06,1756745446.8152244
447,1.3318095324807335e-06,1756745469.61813
448,1.3142963298620762e-06,1756745492.4441147
449,1.3058836157063688e-06,1756745515.2226725
450,1.3419960743502354e-06,1756745537.9527216
451,1.3089823607105989e-06,1756745560.8247504
452,1.3129043857129168e-06,1756745583.7892864
453,1.3276733412962326e-06,1756745606.574408
454,1.3373732908344172e-06,1756745629.5637264
455,1.3195587785101495e-06,1756745652.3746037
456,1.319757106142274e-06,1756745675.2240732
457,1.3208656116051479e-06,1756745698.091243
458,1.320954381110567e-06,1756745720.9610283
459,1.3424011450584693e-06,1756745743.7673569
460,1.2996313967430886e-06,1756745766.6186452
461,1.3172842840781907e-06,1756745789.4380274
462,1.2984052818799719e-06,1756745812.2541962
463,1.332126984905385e-06,1756745835.0488813
464,1.3324223570728072e-06,1756745857.8619838
465,1.2842275107544804e-06,1756745880.6203132
466,1.3594830489258432e-06,1756745903.3886049
467,1.345497691737414e-06,1756745926.251603
468,1.3375297667819017e-06,1756745949.0400252
469,1.343401494516459e-06,1756745971.8682513
470,1.3233560532824453e-06,1756745994.7113318
471,1.3189739260168037e-06,1756746017.6119459
472,1.330300779916869e-06,1756746040.4271677
473,1.3235654629644076e-06,1756746063.165528
474,1.3331001479801296e-06,1756746086.0250232
475,1.330790674264051e-06,1756746108.8282268
476,1.3216104889768326e-06,1756746131.652809
477,1.3176425899199327e-06,1756746154.4763231
478,1.3139824824381261e-06,1756746177.324587
479,1.1955768762519205e-06,1756746200.147449
480,1.3330283788043383e-06,1756746223.0022936
481,1.0871103867329958e-06,1756746245.8712876
482,1.2848241888808777e-06,1756746269.7886353
483,1.1593557543391053e-06,1756746292.799235
484,1.2529760013361954e-06,1756746316.060777
485,1.3129262618860333e-06,1756746338.9589667
486,1.296861106701675e-06,1756746361.8016596
487,1.3549765133086706e-06,1756746384.6362476
488,1.3119047916382571e-06,1756746407.4418905
489,1.3168735364593248e-06,1756746430.2221253
490,1.3040447984491017e-06,1756746452.9752412
491,1.2888690348831584e-06,1756746475.8482409
492,1.342238051280785e-06,1756746498.610329
493,1.3231218002077568e-06,1756746521.4027479
494,1.5690034055089386e-06,1756746544.1797945
495,1.299580871337642e-06,1756746566.9477746
496,1.3122588396872088e-06,1756746589.7932694
497,1.302945777050494e-06,1756746612.6457577
498,1.3852124888893012e-06,1756746635.4233174
499,1.3095305712094947e-06,1756746658.2332985
500,1.3130694231355315e-06,1756746681.0297222
501,1.3818602065372456e-06,1756746703.8807275
502,1.3214139507409782e-06,1756746726.724572
503,1.3382845075894515e-06,1756746749.546952
504,1.3614895748516854e-06,1756746772.3734891
505,1.3057278372378747e-06,1756746795.2165682
506,1.323866735035995e-06,1756746818.0630147
507,1.3506988336415114e-06,1756746840.8558626
508,1.345478203929396e-06,1756746863.7555628
509,1.34225887228867e-06,1756746886.6268158
510,1.3158369135152986e-06,1756746909.4476337
511,1.3174895665536412e-06,1756746932.2703774
512,1.3550853528811196e-06,1756746955.1103165
513,1.3241401674798857e-06,1756746977.932877
514,1.3218126090933169e-06,1756747000.688598
515,1.3255439741157607e-06,1756747023.4487765
516,1.39531740305332e-06,1756747046.2806864
517,1.3637773887937723e-06,1756747069.0562806
518,1.3422143967733652e-06,1756747091.8676422
519,1.381261716851165e-06,1756747114.6407912
520,1.3094288874504767e-06,1756747137.4438703
521,1.3399663260822553e-06,1756747160.3594282
522,1.3764158337988287e-06,1756747183.1907172
523,1.332392790858438e-06,1756747206.1075752
524,1.174243781047055e-06,1756747229.0063891
525,1.3511709059701497e-06,1756747251.8500607
526,1.3536958592943744e-06,1756747274.6533382
527,1.3840675479446763e-06,1756747297.4876738
528,1.3439032218023629e-06,1756747320.338028
529,1.3701602009107227e-06,1756747343.2395005
530,1.3562548970780816e-06,1756747366.1956458
531,1.4164097944932754e-06,1756747389.06666
532,1.3913185267906474e-06,1756747411.9288883
533,1.381532364569526e-06,1756747434.8094718
534,1.3958571416072942e-06,1756747457.666378
535,1.374790526570155e-06,1756747480.4872215
536,1.3962762310537497e-06,1756747503.3429384
537,1.2499674727413637e-06,1756747526.172703
538,1.4332245565512558e-06,1756747549.027401
539,1.4121490803083483e-06,1756747571.819988
540,1.4181186585348212e-06,1756747594.9429064
541,1.3005758990090186e-06,1756747617.7643538
542,1.4191843571299008e-06,1756747640.6626585
543,1.5400187147533922e-06,1756747663.5138927
544,1.40972317736958e-06,1756747686.3802998
545,1.4192615466829813e-06,1756747709.2527637
546,1.4335787724319417e-06,1756747732.1637194
547,1.4339600438294316e-06,1756747755.1066656
548,1.43137002049098e-06,1756747778.0562484
549,1.4332191780874784e-06,1756747800.966519
550,1.4108081629908956e-06,1756747823.883285
551,1.4133398752301956e-06,1756747846.797912
552,1.427118274634536e-06,1756747869.6600842
553,1.452815743128888e-06,1756747892.5983
554,1.3861663980330724e-06,1756747915.4837303
555,1.429339506544137e-06,1756747938.2384937
556,1.4377431405752826e-06,1756747961.0747018
557,1.3835144624125285e-06,1756747983.977438
558,1.3749686436600208e-06,1756748006.8139791
559,1.386470495184651e-06,1756748029.5660655
560,1.3622999365794259e-06,1756748052.4473772
561,1.1598332706688165e-06,1756748075.2291703
562,1.3899972029413795e-06,1756748098.0804772
563,1.3976037083529608e-06,1756748120.974399
564,1.3626811408300623e-06,1756748143.831834
565,1.3687100817044235e-06,1756748166.6558166
566,1.289642490925148e-06,1756748189.4224102
567,1.3651553408229519e-06,1756748212.229562
568,1.394122981639602e-06,1756748235.0740044
569,1.3594165350716833e-06,1756748257.8752244
570,1.3252081626196849e-06,1756748280.7191014
571,1.421788916634522e-06,1756748303.5823195
572,1.3572732189412287e-06,1756748326.3465428
573,1.3290773577276812e-06,1756748349.1429539
574,1.3401105845749054e-06,1756748372.0111487
575,1.3657101679477382e-06,1756748394.8042834
576,1.3449832339591791e-06,1756748417.6166635
577,1.1623991110134627e-06,1756748440.5385826
578,1.3396621628763746e-06,1756748463.4070034
579,1.3073959761208635e-06,1756748486.2214208
580,1.3705435923442844e-06,1756748509.0469482
581,1.3391092644091605e-06,1756748531.927622
582,1.320793387181325e-06,1756748554.8152287
583,1.3281261037691792e-06,1756748577.6433482
584,1.3383098407280202e-06,1756748600.524192
585,1.3452625453723816e-06,1756748623.3384607
586,1.3165549974547522e-06,1756748646.155229
587,1.3127706372565164e-06,1756748669.000181
588,1.344670555994274e-06,1756748691.8302312
589,1.3089224358246448e-06,1756748714.6429336
590,1.3379748069006235e-06,1756748737.4901543
591,1.2993314820777132e-06,1756748760.3881195
592,1.3288729805415142e-06,1756748783.3285434
593,1.3172607326940763e-06,1756748806.100641
594,1.3592993811518927e-06,1756748828.9620726
595,1.3659610202284918e-06,1756748851.855018
596,1.3201376174483981e-06,1756748874.7117782
597,1.34185568506746e-06,1756748897.5884273
598,1.3355989894263608e-06,1756748920.412661
599,1.3367031520294342e-06,1756748943.185152
600,1.2567136982039692e-06,1756748966.0454426
601,1.3460442193684355e-06,1756748988.9217792
602,1.3004117375332993e-06,1756749011.8209367
603,1.3665290771344386e-06,1756749034.6155317
604,1.3332833540474683e-06,1756749057.4750314
605,1.3344432218851986e-06,1756749080.3360815
606,1.3869747952286626e-06,1756749103.092066
607,1.3334618898020053e-06,1756749125.865894
608,1.3349664029599213e-06,1756749148.6876328
609,1.31793052293587e-06,1756749171.5704336
610,1.3334608302889338e-06,1756749194.379849
611,1.3315338595711213e-06,1756749217.2975736
612,1.3074493277017438e-06,1756749240.1222577
613,1.3450133238021332e-06,1756749262.8980203
614,1.3251651660879818e-06,1756749285.9160607
615,1.3253333923010506e-06,1756749308.8331847
616,1.3197746368161401e-06,1756749331.6457186
617,1.2951434668317197e-06,1756749354.4567747
